subjid order runnum itemname onsettime trialtype RT respInTime Ausdiotime response fixationtime ladder1 ladder2 bidindex itemnameIndex bid
BMS_051_TS1 2 12 Jollyrancherred.bmp 3.355309e-01 22 8.742438e+02 220 7.001565e+02 98 1.34 8.333367e+02 7.166700e+02 47 29 6.533333e-01
BMS_051_TS1 2 12 Ghiradelli_milk.bmp 2.305929e+00 12 999000 120 999000 999 3.32 8.333367e+02 7.166700e+02 5 21 2.953333e+00
BMS_051_TS1 2 12 Skittles.bmp 6.313294e+00 11 1.055459e+03 1100 8.334892e+02 98 7.33 7.833367e+02 7.166700e+02 13 49 2.626667e+00
BMS_051_TS1 2 12 Reeses.bmp 9.318819e+00 12 999000 120 999000 999 10.34 7.833367e+02 7.166700e+02 8 46 2.926667e+00
BMS_051_TS1 2 12 MrGoodbar.bmp 1.130581e+01 12 999000 120 999000 999 12.31 7.833367e+02 7.166700e+02 19 38 2.473333e+00
BMS_051_TS1 2 12 FlamingCheetos.bmp 1.431136e+01 22 1.101353e+03 2200 7.168109e+02 98 15.33 7.833367e+02 6.666700e+02 40 17 1.453333e+00
BMS_051_TS1 2 12 Slimjim.bmp 1.831879e+01 24 999000 240 999000 999 19.32 7.833367e+02 6.666700e+02 49 50 5.400000e-01
BMS_051_TS1 2 12 3Musketeers.bmp 2.230947e+01 12 999000 120 999000 999 23.33 7.833367e+02 6.666700e+02 4 2 2.953333e+00
BMS_051_TS1 2 12 BabyRuth.bmp 2.431308e+01 12 999000 120 999000 999 25.32 7.833367e+02 6.666700e+02 28 5 2.013333e+00
BMS_051_TS1 2 12 Hersheykisses.bmp 2.930567e+01 12 999000 120 999000 999 30.32 7.833367e+02 6.666700e+02 27 25 2.073333e+00
BMS_051_TS1 2 12 Chocolate_mm.bmp 3.130944e+01 12 999000 120 999000 999 32.31 7.833367e+02 6.666700e+02 12 11 2.633333e+00
BMS_051_TS1 2 12 Keeblerfudgestripes.bmp 3.331314e+01 11 9.666397e+02 110 7.834525e+02 98 34.33 8.000033e+02 6.666700e+02 22 30 2.446667e+00
BMS_051_TS1 2 12 Twix.bmp 3.930746e+01 12 999000 120 999000 999 40.33 8.000033e+02 6.666700e+02 2 59 2.980000e+00
BMS_051_TS1 2 12 FamousAmos_small.bmp 4.131129e+01 12 999000 120 999000 999 42.31 8.000033e+02 6.666700e+02 29 15 2.013333e+00
BMS_051_TS1 2 12 Whatchamacallit.bmp 4.331498e+01 22 8.747517e+02 220 6.668176e+02 98 44.33 8.000033e+02 6.833367e+02 52 60 3.133333e-01
BMS_051_TS1 2 12 Laysclassic.bmp 4.531848e+01 12 999000 120 999000 999 46.32 8.000033e+02 6.833367e+02 16 33 2.520000e+00
BMS_051_TS1 2 12 Nutterbutter.bmp 4.930937e+01 24 999000 240 999000 999 50.33 8.000033e+02 6.833367e+02 54 39 2.800000e-01
BMS_051_TS1 2 12 HoHo.bmp 5.331670e+01 24 999000 240 999000 999 54.32 8.000033e+02 6.833367e+02 37 27 1.586667e+00
BMS_051_TS1 2 12 Dots_one.bmp 5.630557e+01 24 999000 240 999000 999 57.32 8.000033e+02 6.833367e+02 38 14 1.573333e+00
BMS_051_TS1 2 12 FigNewton_small.bmp 6.031296e+01 12 999000 120 999000 999 61.33 8.000033e+02 6.833367e+02 3 16 2.960000e+00
BMS_051_TS1 2 12 Snickers.bmp 6.331849e+01 12 999000 120 999000 999 64.34 8.000033e+02 6.833367e+02 24 51 2.340000e+00
BMS_051_TS1 2 12 100grand_small.bmp 6.530540e+01 24 999000 240 999000 999 66.31 8.000033e+02 6.833367e+02 60 1 9.333333e-02
BMS_051_TS1 2 12 AnimalCrackers.bmp 6.931285e+01 24 999000 240 999000 999 70.33 8.000033e+02 6.833367e+02 46 4 9.400000e-01
BMS_051_TS1 2 12 RitzBitz2.bmp 7.131651e+01 11 9.762602e+02 110 8.001145e+02 98 72.32 8.166700e+02 6.833367e+02 17 48 2.506667e+00
BMS_051_TS1 2 12 Butterfinger.bmp 7.332024e+01 11 1.043499e+03 1100 8.167746e+02 98 74.32 7.666700e+02 6.833367e+02 9 6 2.920000e+00
BMS_051_TS1 2 12 Fritos.bmp 7.731099e+01 24 999000 240 999000 999 78.33 7.666700e+02 6.833367e+02 32 18 1.993333e+00
BMS_051_TS1 2 12 PayDay.bmp 7.931459e+01 22 9.061524e+02 220 6.834478e+02 98 80.32 7.666700e+02 7.000033e+02 48 41 5.933333e-01
BMS_051_TS1 2 12 Cupcakes.bmp 8.330537e+01 24 999000 240 999000 999 84.32 7.666700e+02 7.000033e+02 41 12 1.346667e+00
