subjid order runnum itemname onsettime trialtype RT respInTime Ausdiotime response fixationtime ladder1 ladder2 bidindex itemnameIndex bid
BMS_058_TS1 1 10 Funyuns_small.bmp 3.453732e-01 24 999000 240 999000 999 1.36 6.833300e+02 6.166633e+02 58 20 4.000000e-02
BMS_058_TS1 1 10 Jollyranchergreen.bmp 2.332336e+00 11 9.758114e+02 110 6.835159e+02 98 3.33 6.999967e+02 6.166633e+02 16 28 2.460000e+00
BMS_058_TS1 1 10 PopTartsStrawberry.bmp 6.322993e+00 12 999000 120 999000 999 7.34 6.999967e+02 6.166633e+02 10 44 2.533333e+00
BMS_058_TS1 1 10 Skittles.bmp 9.328538e+00 12 999000 120 999000 999 10.35 6.999967e+02 6.166633e+02 2 49 2.986667e+00
BMS_058_TS1 1 10 PringlesRed.bmp 1.133227e+01 12 999000 120 999000 999 12.33 6.999967e+02 6.166633e+02 25 45 1.986667e+00
BMS_058_TS1 1 10 PopTartsCinnamon.bmp 1.432110e+01 12 999000 120 999000 999 15.34 6.999967e+02 6.166633e+02 29 43 1.433333e+00
BMS_058_TS1 1 10 Ghiradelli_milk.bmp 1.832858e+01 11 1.114566e+03 1100 7.001508e+02 98 19.35 6.499967e+02 6.166633e+02 11 21 2.506667e+00
BMS_058_TS1 1 10 CheesyDoritos.bmp 2.231991e+01 24 999000 240 999000 999 23.34 6.499967e+02 6.166633e+02 60 7 1.333333e-02
BMS_058_TS1 1 10 Laysclassic.bmp 2.432278e+01 11 9.423659e+02 110 6.501381e+02 98 25.33 6.666633e+02 6.166633e+02 8 33 2.573333e+00
BMS_058_TS1 1 10 3Musketeers.bmp 2.933228e+01 24 999000 240 999000 999 30.33 6.666633e+02 6.166633e+02 37 2 6.066667e-01
BMS_058_TS1 1 10 Keeblerfudgestripes.bmp 3.131974e+01 12 999000 120 999000 999 32.34 6.666633e+02 6.166633e+02 30 30 1.060000e+00
BMS_058_TS1 1 10 FrootLoops.bmp 3.332294e+01 12 999000 120 999000 999 34.33 6.666633e+02 6.166633e+02 4 19 2.953333e+00
BMS_058_TS1 1 10 Twix.bmp 3.933390e+01 12 999000 120 999000 999 40.34 6.666633e+02 6.166633e+02 13 59 2.500000e+00
BMS_058_TS1 1 10 Jollyrancherred.bmp 4.132094e+01 22 8.181302e+02 220 6.169054e+02 98 42.34 6.666633e+02 6.333300e+02 53 29 6.000000e-02
BMS_058_TS1 1 10 Chocolate_mm.bmp 4.332457e+01 12 999000 120 999000 999 44.33 6.666633e+02 6.333300e+02 17 11 2.446667e+00
BMS_058_TS1 1 10 SourSkittles.bmp 4.532842e+01 12 999000 120 999000 999 46.35 6.666633e+02 6.333300e+02 1 53 2.993333e+00
BMS_058_TS1 1 10 Ghiradelli_milk_Almonds.bmp 4.931975e+01 12 999000 120 999000 999 50.34 6.666633e+02 6.333300e+02 21 22 2.013333e+00
BMS_058_TS1 1 10 Almondjoy.bmp 5.332651e+01 24 999000 240 999000 999 54.35 6.666633e+02 6.333300e+02 48 3 6.666667e-02
BMS_058_TS1 1 10 Whatchamacallit.bmp 5.633196e+01 24 999000 240 999000 999 57.35 6.666633e+02 6.333300e+02 51 60 6.666667e-02
BMS_058_TS1 1 10 Dots_one.bmp 6.032263e+01 22 9.535122e+02 220 6.334822e+02 98 61.34 6.666633e+02 6.499967e+02 38 14 5.866667e-01
BMS_058_TS1 1 10 Twinkie.bmp 6.332829e+01 24 999000 240 999000 999 64.35 6.666633e+02 6.499967e+02 33 58 1.033333e+00
BMS_058_TS1 1 10 Doritosranch.bmp 6.533191e+01 12 999000 120 999000 999 66.33 6.666633e+02 6.499967e+02 14 13 2.480000e+00
BMS_058_TS1 1 10 Cheetos.bmp 6.932267e+01 24 999000 240 999000 999 70.34 6.666633e+02 6.499967e+02 57 8 4.000000e-02
