subjid order runnum itemname onsettime trialtype RT respInTime Ausdiotime response fixationtime ladder1 ladder2 bidindex itemnameIndex bid
BMS_032_TS1 1 11 SourSkittles.bmp 2.339040e+00 11 9.059153e+02 110 7.501596e+02 98 3.34 7.666667e+02 8.166700e+02 12 53 2.233333e+00
BMS_032_TS1 1 11 FlamingCheetos.bmp 5.327910e+00 12 999000 120 999000 999 6.33 7.666667e+02 8.166700e+02 4 17 2.746667e+00
BMS_032_TS1 1 11 Hersheymilk_several.bmp 7.314896e+00 11 9.400859e+02 110 7.667937e+02 98 8.33 7.833333e+02 8.166700e+02 20 26 1.760000e+00
BMS_032_TS1 1 11 Funyuns_small.bmp 9.318572e+00 24 999000 240 999000 999 10.32 7.833333e+02 8.166700e+02 54 20 5.533333e-01
BMS_032_TS1 1 11 Twinkie.bmp 1.132228e+01 12 999000 120 999000 999 12.34 7.833333e+02 8.166700e+02 30 58 1.446667e+00
BMS_032_TS1 1 11 PayDay.bmp 1.432774e+01 24 999000 240 999000 999 15.35 7.833333e+02 8.166700e+02 40 41 1.200000e+00
BMS_032_TS1 1 11 Butterfinger.bmp 1.631478e+01 22 1.048233e+03 2200 8.168545e+02 98 17.32 7.833333e+02 7.666700e+02 41 6 1.060000e+00
BMS_032_TS1 1 11 HoHo.bmp 2.032222e+01 11 9.598078e+02 110 7.834692e+02 98 21.34 8.000000e+02 7.666700e+02 11 27 2.233333e+00
BMS_032_TS1 1 11 Milano.bmp 2.232595e+01 12 999000 120 999000 999 23.33 8.000000e+02 7.666700e+02 1 35 2.980000e+00
BMS_032_TS1 1 11 Snickers.bmp 2.731857e+01 12 999000 120 999000 999 28.34 8.000000e+02 7.666700e+02 27 51 1.473333e+00
BMS_032_TS1 1 11 TeddyGrahamschocolate.bmp 2.932216e+01 22 9.208193e+02 220 7.668217e+02 98 30.32 8.000000e+02 7.833367e+02 46 56 1.006667e+00
BMS_032_TS1 1 11 MilkyWay.bmp 3.331332e+01 24 999000 240 999000 999 34.33 8.000000e+02 7.833367e+02 39 37 1.226667e+00
BMS_032_TS1 1 11 Laysclassic.bmp 3.531661e+01 24 999000 240 999000 999 36.32 8.000000e+02 7.833367e+02 47 33 8.933333e-01
BMS_032_TS1 1 11 Doritosranch.bmp 3.832213e+01 22 9.828914e+02 220 7.834691e+02 98 39.34 8.000000e+02 8.000033e+02 42 13 1.060000e+00
BMS_032_TS1 1 11 Dots_one.bmp 4.331460e+01 24 999000 240 999000 999 44.33 8.000000e+02 8.000033e+02 51 14 7.133333e-01
BMS_032_TS1 1 11 FamousAmos_small.bmp 4.531828e+01 12 999000 120 999000 999 46.32 8.000000e+02 8.000033e+02 6 15 2.640000e+00
BMS_032_TS1 1 11 Slimjim.bmp 4.732197e+01 24 999000 240 999000 999 48.34 8.000000e+02 8.000033e+02 60 50 2.466667e-01
BMS_032_TS1 1 11 RitzBitz2.bmp 5.132935e+01 24 999000 240 999000 999 52.33 8.000000e+02 8.000033e+02 35 48 1.273333e+00
BMS_032_TS1 1 11 100grand_small.bmp 5.532012e+01 24 999000 240 999000 999 56.34 8.000000e+02 8.000033e+02 32 1 1.413333e+00
BMS_032_TS1 1 11 MrGoodbar.bmp 5.932759e+01 24 999000 240 999000 999 60.33 8.000000e+02 8.000033e+02 37 38 1.233333e+00
BMS_032_TS1 1 11 Almondjoy.bmp 6.131447e+01 12 999000 120 999000 999 62.33 8.000000e+02 8.000033e+02 25 3 1.506667e+00
BMS_032_TS1 1 11 Cheetos.bmp 6.331813e+01 12 999000 120 999000 999 64.32 8.000000e+02 8.000033e+02 17 8 2.020000e+00
BMS_032_TS1 1 11 Jollyrancherred.bmp 6.532194e+01 24 999000 240 999000 999 66.34 8.000000e+02 8.000033e+02 56 29 4.933333e-01
BMS_032_TS1 1 11 Lollipopred.bmp 6.732549e+01 24 999000 240 999000 999 68.33 8.000000e+02 8.000033e+02 58 34 4.600000e-01
BMS_032_TS1 1 11 Oreos.bmp 7.332008e+01 11 9.409181e+02 110 8.001445e+02 98 74.34 8.166667e+02 8.000033e+02 19 40 1.973333e+00
BMS_032_TS1 1 11 Ghiradelli_milk_Almonds.bmp 7.632557e+01 12 999000 120 999000 999 77.34 8.166667e+02 8.000033e+02 3 22 2.973333e+00
BMS_032_TS1 1 11 PeanutMMs.bmp 7.831303e+01 12 999000 120 999000 999 79.32 8.166667e+02 8.000033e+02 7 42 2.520000e+00
BMS_032_TS1 1 11 PopTartsCinnamon.bmp 8.031622e+01 22 9.657723e+02 220 8.001577e+02 98 81.33 8.166667e+02 8.166700e+02 45 43 1.046667e+00
BMS_032_TS1 1 11 KitKat_small.bmp 8.332171e+01 12 999000 120 999000 999 84.34 8.166667e+02 8.166700e+02 5 31 2.746667e+00
BMS_032_TS1 1 11 Granolabar.bmp 8.532542e+01 12 999000 120 999000 999 86.33 8.166667e+02 8.166700e+02 22 24 1.680000e+00
BMS_032_TS1 1 11 BabyRuth.bmp 8.731300e+01 11 1.143017e+03 1100 8.168081e+02 98 88.33 7.666667e+02 8.166700e+02 16 5 2.020000e+00
BMS_032_TS1 1 11 Cheezits.bmp 8.931615e+01 24 999000 240 999000 999 90.32 7.666667e+02 8.166700e+02 34 9 1.273333e+00
BMS_032_TS1 1 11 Skittles.bmp 9.232169e+01 12 999000 120 999000 999 93.34 7.666667e+02 8.166700e+02 29 49 1.453333e+00
BMS_032_TS1 1 11 Keeblerfudgestripes.bmp 9.432540e+01 11 9.015578e+02 110 7.667932e+02 98 95.33 7.833333e+02 8.166700e+02 8 30 2.513333e+00
BMS_032_TS1 1 11 Cupcakes.bmp 9.631291e+01 22 9.991124e+02 220 8.168095e+02 98 97.33 7.833333e+02 8.333367e+02 53 12 6.066667e-01
BMS_032_TS1 1 11 Ghiradelli_milk.bmp 9.831609e+01 12 999000 120 999000 999 99.32 7.833333e+02 8.333367e+02 2 21 2.973333e+00
