subjid order runnum itemname onsettime trialtype RT respInTime Ausdiotime response fixationtime ladder1 ladder2 bidindex itemnameIndex bid
BMS_054_TS1 1 5 PayDay.bmp 2.357240e+00 22 1.003605e+03 2200 6.834994e+02 98 3.36 6.833300e+02 6.333300e+02 50 41 1.560000e+00
BMS_054_TS1 1 5 Slimjim.bmp 4.327543e+00 24 999000 240 999000 999 5.35 6.833300e+02 6.333300e+02 60 50 1.000000e-01
BMS_054_TS1 1 5 Hersheymilk_several.bmp 8.334974e+00 12 999000 120 999000 999 9.34 6.833300e+02 6.333300e+02 9 26 2.966667e+00
BMS_054_TS1 1 5 TeddyGrahamschocolate.bmp 1.132380e+01 12 999000 120 999000 999 12.34 6.833300e+02 6.333300e+02 1 56 2.986667e+00
BMS_054_TS1 1 5 PopTartsStrawberry.bmp 1.332740e+01 24 999000 240 999000 999 14.33 6.833300e+02 6.333300e+02 35 44 2.226667e+00
BMS_054_TS1 1 5 Laffytaffyred_one.bmp 1.633308e+01 12 999000 120 999000 999 17.34 6.833300e+02 6.333300e+02 28 32 2.580000e+00
BMS_054_TS1 1 5 HoHo.bmp 2.032387e+01 22 8.999810e+02 220 6.334530e+02 98 21.34 6.833300e+02 6.499967e+02 42 27 2.006667e+00
BMS_054_TS1 1 5 MilkyWay.bmp 2.433120e+01 12 999000 120 999000 999 25.33 6.833300e+02 6.499967e+02 21 37 2.893333e+00
BMS_054_TS1 1 5 Dots_one.bmp 2.633482e+01 24 999000 240 999000 999 27.35 6.833300e+02 6.499967e+02 55 14 5.066667e-01
BMS_054_TS1 1 5 SnoBall.bmp 3.132735e+01 22 8.735156e+02 220 6.501070e+02 98 32.35 6.833300e+02 6.666633e+02 45 52 1.740000e+00
BMS_054_TS1 1 5 Toberlorone.bmp 3.333107e+01 11 9.018332e+02 110 6.835103e+02 98 34.33 6.999967e+02 6.666633e+02 19 57 2.953333e+00
BMS_054_TS1 1 5 Jollyranchergreen.bmp 3.533480e+01 12 999000 120 999000 999 36.34 6.999967e+02 6.666633e+02 3 28 2.980000e+00
BMS_054_TS1 1 5 Nutterbutter.bmp 4.132910e+01 24 999000 240 999000 999 42.35 6.999967e+02 6.666633e+02 43 39 2.006667e+00
BMS_054_TS1 1 5 Milano.bmp 4.333291e+01 12 999000 120 999000 999 44.34 6.999967e+02 6.666633e+02 18 35 2.953333e+00
BMS_054_TS1 1 5 CheesyDoritos.bmp 4.532032e+01 12 999000 120 999000 999 46.34 6.999967e+02 6.666633e+02 17 7 2.953333e+00
BMS_054_TS1 1 5 Twix.bmp 4.732351e+01 11 9.743641e+02 110 7.001415e+02 98 48.33 7.166633e+02 6.666633e+02 16 59 2.960000e+00
BMS_054_TS1 1 5 Doritosranch.bmp 5.133090e+01 22 1.035952e+03 2200 6.667921e+02 98 52.35 7.166633e+02 6.166633e+02 49 13 1.573333e+00
BMS_054_TS1 1 5 FrootLoops.bmp 5.532165e+01 24 999000 240 999000 999 56.34 7.166633e+02 6.166633e+02 56 19 5.066667e-01
BMS_054_TS1 1 5 FlamingCheetos.bmp 5.832723e+01 24 999000 240 999000 999 59.35 7.166633e+02 6.166633e+02 57 17 5.000000e-01
BMS_054_TS1 1 5 Snickers.bmp 6.233458e+01 12 999000 120 999000 999 63.34 7.166633e+02 6.166633e+02 10 51 2.966667e+00
BMS_054_TS1 1 5 Keeblerfudgestripes.bmp 6.532345e+01 24 999000 240 999000 999 66.34 7.166633e+02 6.166633e+02 33 30 2.306667e+00
BMS_054_TS1 1 5 Cupcakes.bmp 6.732705e+01 22 8.408510e+02 220 6.167958e+02 98 68.33 7.166633e+02 6.333300e+02 41 12 2.020000e+00
BMS_054_TS1 1 5 Almondjoy.bmp 7.133452e+01 11 9.433901e+02 110 7.167926e+02 98 72.34 7.333300e+02 6.333300e+02 12 3 2.960000e+00
BMS_054_TS1 1 5 Granolabar.bmp 7.332153e+01 12 999000 120 999000 999 74.34 7.333300e+02 6.333300e+02 22 24 2.846667e+00
BMS_054_TS1 1 5 Ghiradelli_milk.bmp 7.532519e+01 12 999000 120 999000 999 76.33 7.333300e+02 6.333300e+02 14 21 2.960000e+00
BMS_054_TS1 1 5 SourSkittles.bmp 7.933263e+01 24 999000 240 999000 999 80.33 7.333300e+02 6.333300e+02 39 53 2.120000e+00
BMS_054_TS1 1 5 Butterfinger.bmp 8.132002e+01 22 8.728597e+02 220 6.334557e+02 98 82.34 7.333300e+02 6.499967e+02 46 6 1.713333e+00
BMS_054_TS1 1 5 Milkduds.bmp 8.532696e+01 24 999000 240 999000 999 86.35 7.333300e+02 6.499967e+02 31 36 2.466667e+00
BMS_054_TS1 1 5 Jollyrancherred.bmp 8.933448e+01 24 999000 240 999000 999 90.34 7.333300e+02 6.499967e+02 54 29 5.400000e-01
