subjid order runnum itemname onsettime trialtype RT respInTime Ausdiotime response fixationtime ladder1 ladder2 bidindex itemnameIndex bid
BMS_060_TS1 1 12 Cupcakes.bmp 3.382466e-01 12 999000 120 999000 999 1.36 8.333367e+02 8.333367e+02 18 12 1.060000e+00
BMS_060_TS1 1 12 Dots_one.bmp 3.327251e+00 24 999000 240 999000 999 4.35 8.333367e+02 8.333367e+02 57 14 1.333333e-02
BMS_060_TS1 1 12 FrootLoops.bmp 5.330813e+00 22 5.560334e+02 22 8.334989e+02 98 6.35 8.333367e+02 8.500033e+02 46 19 3.866667e-01
BMS_060_TS1 1 12 Skittles.bmp 7.317746e+00 22 6.691222e+02 22 8.501672e+02 98 8.34 8.333367e+02 8.666700e+02 41 49 4.800000e-01
BMS_060_TS1 1 12 Almondjoy.bmp 9.321615e+00 11 6.312458e+02 11 8.335282e+02 98 10.34 8.500033e+02 8.666700e+02 12 3 1.200000e+00
BMS_060_TS1 1 12 Reeses.bmp 1.232703e+01 24 999000 240 999000 999 13.35 8.500033e+02 8.666700e+02 35 46 6.400000e-01
BMS_060_TS1 1 12 RitzBitz2.bmp 1.433074e+01 24 999000 240 999000 999 15.33 8.500033e+02 8.666700e+02 37 48 5.800000e-01
BMS_060_TS1 1 12 Fritos.bmp 1.832150e+01 22 1.145350e+03 2200 8.668231e+02 98 19.34 8.500033e+02 8.166700e+02 38 18 5.066667e-01
BMS_060_TS1 1 12 Slimjim.bmp 2.032516e+01 24 999000 240 999000 999 21.33 8.500033e+02 8.166700e+02 31 50 7.600000e-01
BMS_060_TS1 1 12 Whatchamacallit.bmp 2.531759e+01 11 6.012571e+02 11 8.501380e+02 98 26.34 8.666700e+02 8.166700e+02 15 60 1.180000e+00
BMS_060_TS1 1 12 Cheezits.bmp 2.732135e+01 24 999000 240 999000 999 28.32 8.666700e+02 8.166700e+02 40 9 4.933333e-01
BMS_060_TS1 1 12 PringlesRed.bmp 3.132870e+01 11 9.101700e+02 110 8.668613e+02 98 32.35 8.833367e+02 8.166700e+02 16 45 1.106667e+00
BMS_060_TS1 1 12 Hersheykisses.bmp 3.333246e+01 24 999000 240 999000 999 34.35 8.833367e+02 8.166700e+02 54 25 4.000000e-02
BMS_060_TS1 1 12 Lollipopred.bmp 3.632127e+01 22 7.795643e+02 22 8.168344e+02 98 37.34 8.833367e+02 8.333367e+02 53 34 4.666667e-02
BMS_060_TS1 1 12 Streusel.bmp 4.133064e+01 12 999000 120 999000 999 42.33 8.833367e+02 8.333367e+02 7 55 1.286667e+00
BMS_060_TS1 1 12 TeddyGrahamschocolate.bmp 4.331743e+01 12 999000 120 999000 999 44.34 8.833367e+02 8.333367e+02 13 56 1.200000e+00
BMS_060_TS1 1 12 Toberlorone.bmp 4.532115e+01 12 999000 120 999000 999 46.32 8.833367e+02 8.333367e+02 5 57 1.500000e+00
BMS_060_TS1 1 12 FlamingCheetos.bmp 4.932868e+01 24 999000 240 999000 999 50.33 8.833367e+02 8.333367e+02 32 17 7.533333e-01
BMS_060_TS1 1 12 Keeblerfudgestripes.bmp 5.331933e+01 12 999000 120 999000 999 54.34 8.833367e+02 8.333367e+02 21 30 1.033333e+00
BMS_060_TS1 1 12 Laffytaffyred_one.bmp 5.732670e+01 24 999000 240 999000 999 58.35 8.833367e+02 8.333367e+02 59 32 1.333333e-02
BMS_060_TS1 1 12 Twix.bmp 5.933042e+01 12 999000 120 999000 999 60.33 8.833367e+02 8.333367e+02 24 59 9.933333e-01
BMS_060_TS1 1 12 Oreos.bmp 6.131761e+01 11 6.782412e+02 11 8.834991e+02 98 62.34 9.000033e+02 8.333367e+02 23 40 1
BMS_060_TS1 1 12 HoHo.bmp 6.332115e+01 24 999000 240 999000 999 64.32 9.000033e+02 8.333367e+02 39 27 5.000000e-01
BMS_060_TS1 1 12 Granolabar.bmp 6.532476e+01 11 6.470299e+02 11 9.001628e+02 98 66.34 9.166700e+02 8.333367e+02 8 24 1.273333e+00
BMS_060_TS1 1 12 Ghiradelli_milk.bmp 7.131919e+01 12 999000 120 999000 999 72.34 9.166700e+02 8.333367e+02 3 21 1.553333e+00
BMS_060_TS1 1 12 PeanutMMs.bmp 7.432468e+01 24 999000 240 999000 999 75.34 9.166700e+02 8.333367e+02 48 42 3.400000e-01
BMS_060_TS1 1 12 AnimalCrackers.bmp 7.632844e+01 12 999000 120 999000 999 77.33 9.166700e+02 8.333367e+02 10 4 1.253333e+00
BMS_060_TS1 1 12 Doritosranch.bmp 7.833209e+01 11 6.467638e+02 11 9.168326e+02 98 79.35 9.333367e+02 8.333367e+02 20 13 1.053333e+00
BMS_060_TS1 1 12 Snickers.bmp 8.132095e+01 12 999000 120 999000 999 82.34 9.333367e+02 8.333367e+02 25 51 9.866667e-01
BMS_060_TS1 1 12 SnoBall.bmp 8.332473e+01 12 999000 120 999000 999 84.33 9.333367e+02 8.333367e+02 27 52 8.733333e-01
BMS_060_TS1 1 12 Cheetos.bmp 8.532839e+01 12 999000 120 999000 999 86.35 9.333367e+02 8.333367e+02 28 8 8.400000e-01
BMS_060_TS1 1 12 BabyRuth.bmp 8.733200e+01 22 9.668243e+02 220 8.335058e+02 98 88.35 9.333367e+02 8.500033e+02 49 5 3.266667e-01
BMS_060_TS1 1 12 Butterfinger.bmp 9.032099e+01 12 999000 120 999000 999 91.34 9.333367e+02 8.500033e+02 17 6 1.086667e+00
BMS_060_TS1 1 12 Ghiradelli_milk_Almonds.bmp 9.232457e+01 12 999000 120 999000 999 93.33 9.333367e+02 8.500033e+02 4 22 1.520000e+00
BMS_060_TS1 1 12 Goldfish.bmp 9.432824e+01 22 5.665882e+02 22 8.501558e+02 98 95.35 9.333367e+02 8.666700e+02 42 23 4.666667e-01
BMS_060_TS1 1 12 PayDay.bmp 9.633200e+01 24 999000 240 999000 999 97.35 9.333367e+02 8.666700e+02 47 41 3.400000e-01
BMS_060_TS1 1 12 Jollyranchergreen.bmp 9.831915e+01 24 999000 240 999000 999 99.32 9.333367e+02 8.666700e+02 52 28 6.000000e-02
BMS_060_TS1 1 12 FigNewton_small.bmp 1.043301e+02 24 999000 240 999000 999 105.33 9.333367e+02 8.666700e+02 43 16 4.333333e-01
BMS_060_TS1 1 12 PopTartsCinnamon.bmp 1.073189e+02 12 999000 120 999000 999 108.34 9.333367e+02 8.666700e+02 1 43 1.600000e+00
BMS_060_TS1 1 12 Laysclassic.bmp 1.113263e+02 11 9.235017e+02 11 9.334957e+02 98 112.34 9.500033e+02 8.666700e+02 19 33 1.060000e+00
