subjid order runnum itemname onsettime trialtype RT respInTime Ausdiotime response fixationtime ladder1 ladder2 bidindex itemnameIndex bid
BMS_045_TS1 2 5 Twinkie.bmp 2.351382e+00 24 999000 240 999000 999 3.35 750 750 36 58 1.053333e+00
BMS_045_TS1 2 5 Fritos.bmp 5.340303e+00 22 9.526369e+02 220 7.502133e+02 98 6.34 750 7.666667e+02 44 18 7.533333e-01
BMS_045_TS1 2 5 Streusel.bmp 7.327381e+00 11 9.405934e+02 110 7.502062e+02 98 8.35 7.666667e+02 7.666667e+02 14 55 2.006667e+00
BMS_045_TS1 2 5 Goldfish.bmp 9.331069e+00 12 999000 120 999000 999 10.33 7.666667e+02 7.666667e+02 2 23 2.966667e+00
BMS_045_TS1 2 5 Twix.bmp 1.133473e+01 11 9.592124e+02 110 7.668316e+02 98 12.35 7.833333e+02 7.666667e+02 17 59 1.993333e+00
BMS_045_TS1 2 5 Jollyranchergreen.bmp 1.434020e+01 24 999000 240 999000 999 15.36 7.833333e+02 7.666667e+02 56 28 5.400000e-01
BMS_045_TS1 2 5 Doritosranch.bmp 1.632722e+01 11 9.807193e+02 110 7.834838e+02 98 17.33 8.000000e+02 7.666667e+02 22 13 1.540000e+00
BMS_045_TS1 2 5 KitKat_small.bmp 2.033471e+01 11 9.812303e+02 110 8.001445e+02 98 21.35 8.166667e+02 7.666667e+02 13 31 2.006667e+00
BMS_045_TS1 2 5 Snickers.bmp 2.233832e+01 24 999000 240 999000 999 23.34 8.166667e+02 7.666667e+02 58 51 4.733333e-01
BMS_045_TS1 2 5 MilkyWay.bmp 2.733086e+01 24 999000 240 999000 999 28.35 8.166667e+02 7.666667e+02 32 37 1.066667e+00
BMS_045_TS1 2 5 FigNewton_small.bmp 2.933448e+01 24 999000 240 999000 999 30.34 8.166667e+02 7.666667e+02 57 16 4.933333e-01
BMS_045_TS1 2 5 PopTartsCinnamon.bmp 3.334198e+01 12 999000 120 999000 999 34.34 8.166667e+02 7.666667e+02 19 43 1.833333e+00
BMS_045_TS1 2 5 FlamingCheetos.bmp 3.532908e+01 12 999000 120 999000 999 36.35 8.166667e+02 7.666667e+02 23 17 1.506667e+00
BMS_045_TS1 2 5 Slimjim.bmp 3.833447e+01 24 999000 240 999000 999 39.35 8.166667e+02 7.666667e+02 33 50 1.060000e+00
BMS_045_TS1 2 5 Jollyrancherred.bmp 4.332699e+01 24 999000 240 999000 999 44.35 8.166667e+02 7.666667e+02 54 29 5.533333e-01
BMS_045_TS1 2 5 Laysclassic.bmp 4.533082e+01 24 999000 240 999000 999 46.33 8.166667e+02 7.666667e+02 60 33 6.000000e-02
BMS_045_TS1 2 5 Dots_one.bmp 4.733444e+01 12 999000 120 999000 999 48.35 8.166667e+02 7.666667e+02 7 14 2.400000e+00
BMS_045_TS1 2 5 ChipsAhoy_small.bmp 5.134191e+01 24 999000 240 999000 999 52.34 8.166667e+02 7.666667e+02 35 10 1.053333e+00
BMS_045_TS1 2 5 FrootLoops.bmp 5.533253e+01 24 999000 240 999000 999 56.35 8.166667e+02 7.666667e+02 50 19 6.200000e-01
BMS_045_TS1 2 5 BabyRuth.bmp 5.934000e+01 12 999000 120 999000 999 60.34 8.166667e+02 7.666667e+02 30 5 1.080000e+00
BMS_045_TS1 2 5 Sourpatch.bmp 6.132695e+01 12 999000 120 999000 999 62.35 8.166667e+02 7.666667e+02 6 54 2.460000e+00
BMS_045_TS1 2 5 Lollipopred.bmp 6.333051e+01 22 9.694646e+02 220 7.668037e+02 98 64.33 8.166667e+02 7.833333e+02 48 34 6.333333e-01
BMS_045_TS1 2 5 Milkduds.bmp 6.533433e+01 24 999000 240 999000 999 66.35 8.166667e+02 7.833333e+02 38 36 1.046667e+00
BMS_045_TS1 2 5 Skittles.bmp 6.733796e+01 12 999000 120 999000 999 68.34 8.166667e+02 7.833333e+02 11 49 2.026667e+00
BMS_045_TS1 2 5 Oreos.bmp 7.333237e+01 22 1.128604e+03 2200 7.834865e+02 98 74.35 8.166667e+02 7.333333e+02 51 40 6.066667e-01
BMS_045_TS1 2 5 Cheetos.bmp 7.633788e+01 24 999000 240 999000 999 77.36 8.166667e+02 7.333333e+02 31 8 1.066667e+00
BMS_045_TS1 2 5 PopTartsStrawberry.bmp 7.834158e+01 12 999000 120 999000 999 79.34 8.166667e+02 7.333333e+02 3 44 2.960000e+00
BMS_045_TS1 2 5 Cheezits.bmp 8.032865e+01 12 999000 120 999000 999 81.35 8.166667e+02 7.333333e+02 20 9 1.806667e+00
BMS_045_TS1 2 5 Hersheymilk_several.bmp 8.333424e+01 22 9.577212e+02 220 7.334686e+02 98 84.35 8.166667e+02 7.500000e+02 52 26 5.933333e-01
BMS_045_TS1 2 5 PayDay.bmp 8.533783e+01 12 999000 120 999000 999 86.34 8.166667e+02 7.500000e+02 27 41 1.340000e+00
BMS_045_TS1 2 5 Ghiradelli_milk.bmp 8.734166e+01 12 999000 120 999000 999 88.34 8.166667e+02 7.500000e+02 5 21 2.546667e+00
BMS_045_TS1 2 5 Keeblerfudgestripes.bmp 8.932861e+01 22 9.503649e+02 220 7.501731e+02 98 90.35 8.166667e+02 7.666667e+02 39 30 1.026667e+00
BMS_045_TS1 2 5 MrGoodbar.bmp 9.233410e+01 24 999000 240 999000 999 93.35 8.166667e+02 7.666667e+02 53 38 5.733333e-01
BMS_045_TS1 2 5 HoHo.bmp 9.433786e+01 11 1.022131e+03 1100 8.168052e+02 98 95.34 7.666667e+02 7.666667e+02 21 27 1.546667e+00
BMS_045_TS1 2 5 SourSkittles.bmp 9.634144e+01 24 999000 240 999000 999 97.34 7.666667e+02 7.666667e+02 34 53 1.060000e+00
BMS_045_TS1 2 5 100grand_small.bmp 9.832850e+01 12 999000 120 999000 999 99.35 7.666667e+02 7.666667e+02 26 1 1.353333e+00
BMS_045_TS1 2 5 Reeses.bmp 1.003323e+02 22 9.676810e+02 220 7.667958e+02 98 101.33 7.666667e+02 7.833333e+02 43 46 8.333333e-01
BMS_045_TS1 2 5 Whatchamacallit.bmp 1.063265e+02 12 999000 120 999000 999 107.34 7.666667e+02 7.833333e+02 29 60 1.086667e+00
BMS_045_TS1 2 5 Funyuns_small.bmp 1.093321e+02 11 9.888386e+02 110 7.668067e+02 98 110.35 7.833333e+02 7.833333e+02 18 20 1.960000e+00
BMS_045_TS1 2 5 PeanutMMs.bmp 1.133395e+02 12 999000 120 999000 999 114.34 7.833333e+02 7.833333e+02 28 42 1.126667e+00
BMS_045_TS1 2 5 Nutterbutter.bmp 1.193341e+02 12 999000 120 999000 999 120.35 7.833333e+02 7.833333e+02 12 39 2.013333e+00
BMS_045_TS1 2 5 TeddyGrahamschocolate.bmp 1.213376e+02 11 9.833132e+02 110 7.834754e+02 98 122.34 8.000000e+02 7.833333e+02 9 56 2.033333e+00
BMS_045_TS1 2 5 Toberlorone.bmp 1.263302e+02 12 999000 120 999000 999 127.35 8.000000e+02 7.833333e+02 4 57 2.953333e+00
BMS_045_TS1 2 5 Butterfinger.bmp 1.293357e+02 24 999000 240 999000 999 130.35 8.000000e+02 7.833333e+02 41 6 9.800000e-01
BMS_045_TS1 2 5 Almondjoy.bmp 1.313394e+02 12 999000 120 999000 999 132.34 8.000000e+02 7.833333e+02 15 3 1.993333e+00
BMS_045_TS1 2 5 AnimalCrackers.bmp 1.343283e+02 12 999000 120 999000 999 135.35 8.000000e+02 7.833333e+02 16 4 1.993333e+00
