subjid order runnum itemname onsettime trialtype RT respInTime Ausdiotime response fixationtime ladder1 ladder2 bidindex itemnameIndex bid
BMS_032_TS1 1 10 Nutterbutter.bmp 3.172680e-01 12 999000 120 999000 999 1.32 7.500000e+02 6.833367e+02 21 39 1.740000e+00
BMS_032_TS1 1 10 Cheezits.bmp 5.309794e+00 24 999000 240 999000 999 6.31 7.500000e+02 6.833367e+02 34 9 1.273333e+00
BMS_032_TS1 1 10 Riprolls.bmp 7.297340e+00 24 999000 240 999000 999 8.32 7.500000e+02 6.833367e+02 44 47 1.060000e+00
BMS_032_TS1 1 10 Oreos.bmp 9.300545e+00 11 9.001877e+02 110 7.501786e+02 98 10.30 7.666667e+02 6.833367e+02 19 40 1.973333e+00
BMS_032_TS1 1 10 Chocolate_mm.bmp 1.531174e+01 11 9.129825e+02 110 7.667925e+02 98 16.31 7.833333e+02 6.833367e+02 15 11 2.026667e+00
BMS_032_TS1 1 10 Butterfinger.bmp 1.729866e+01 22 8.480651e+02 220 6.835477e+02 98 18.32 7.833333e+02 7.000033e+02 41 6 1.060000e+00
BMS_032_TS1 1 10 FrootLoops.bmp 2.030420e+01 22 8.575064e+02 220 7.001647e+02 98 21.32 7.833333e+02 7.166700e+02 38 19 1.226667e+00
BMS_032_TS1 1 10 Sourpatch.bmp 2.230783e+01 12 999000 120 999000 999 23.31 7.833333e+02 7.166700e+02 24 54 1.626667e+00
BMS_032_TS1 1 10 Milkduds.bmp 2.629855e+01 24 999000 240 999000 999 27.32 7.833333e+02 7.166700e+02 43 36 1.060000e+00
BMS_032_TS1 1 10 PeanutMMs.bmp 2.830212e+01 12 999000 120 999000 999 29.30 7.833333e+02 7.166700e+02 7 42 2.520000e+00
BMS_032_TS1 1 10 ChipsAhoy_small.bmp 3.331147e+01 12 999000 120 999000 999 34.31 7.833333e+02 7.166700e+02 10 10 2.266667e+00
BMS_032_TS1 1 10 Granolabar.bmp 4.030757e+01 12 999000 120 999000 999 41.31 7.833333e+02 7.166700e+02 22 24 1.680000e+00
BMS_032_TS1 1 10 MilkyWay.bmp 4.231132e+01 24 999000 240 999000 999 43.33 7.833333e+02 7.166700e+02 39 37 1.226667e+00
BMS_032_TS1 1 10 BabyRuth.bmp 4.530016e+01 11 9.856170e+02 110 7.834789e+02 98 46.32 8.000000e+02 7.166700e+02 16 5 2.020000e+00
BMS_032_TS1 1 10 Cheetos.bmp 4.830568e+01 12 999000 120 999000 999 49.32 8.000000e+02 7.166700e+02 17 8 2.020000e+00
BMS_032_TS1 1 10 Doritosranch.bmp 5.229694e+01 22 9.877962e+02 220 7.168041e+02 98 53.31 8.000000e+02 7.333367e+02 42 13 1.060000e+00
BMS_032_TS1 1 10 Streusel.bmp 5.630381e+01 24 999000 240 999000 999 57.32 8.000000e+02 7.333367e+02 48 55 8.200000e-01
BMS_032_TS1 1 10 100grand_small.bmp 6.031118e+01 24 999000 240 999000 999 61.31 8.000000e+02 7.333367e+02 32 1 1.413333e+00
BMS_032_TS1 1 10 Lollipopred.bmp 6.330014e+01 24 999000 240 999000 999 64.32 8.000000e+02 7.333367e+02 58 34 4.600000e-01
