subjectID	 order	 runNum	 itemName	 onsetTime	 shuff_trialType	 RT	 respInTime	 CueTime	 response	 fixationTime	 ladder1	 ladder2	 bidIndex	 itemNameIndex	 bidValue	 
N217	 1	 14	 9373.jpg	 1.650689e+03	 22	 7.090640e+02	 220	 6.499896e+02	 98	 1.651706e+03	 583.33	 666.67	 53.00	 48	 0.23	 
N217	 1	 14	 2456.jpg	 1.655672e+03	 12	 999000	 120	 999000	 999	 1.656689e+03	 583.33	 666.67	 22.00	 12	 0.58	 
N217	 1	 14	 9325.jpg	 1.657672e+03	 24	 999000	 240	 999000	 999	 1.658689e+03	 583.33	 666.67	 54.00	 44	 0.23	 
N217	 1	 14	 9341.jpg	 1.659672e+03	 24	 999000	 240	 999000	 999	 1.660689e+03	 583.33	 666.67	 48.00	 46	 0.32	 
N217	 1	 14	 9340.jpg	 1.665672e+03	 12	 999000	 120	 999000	 999	 1.666689e+03	 583.33	 666.67	 20.00	 45	 0.60	 
N217	 1	 14	 9300.jpg	 1.667672e+03	 24	 999000	 240	 999000	 999	 1.668688e+03	 583.33	 666.67	 58.00	 40	 0.15	 
N217	 1	 14	 6571.jpg	 1.670672e+03	 12	 999000	 120	 999000	 999	 1.671688e+03	 583.33	 666.67	 4.00	 26	 0.74	 
N217	 1	 14	 9050.jpg	 1.672672e+03	 12	 999000	 120	 999000	 999	 1.673688e+03	 583.33	 666.67	 5.00	 36	 0.73	 
N217	 1	 14	 9561.jpg	 1.676672e+03	 24	 999000	 240	 999000	 999	 1.677688e+03	 583.33	 666.67	 46.00	 55	 0.33	 
N217	 1	 14	 2455.jpg	 1.678671e+03	 11	 5.983533e+02	 110	 5.832490e+02	 98	 1.679705e+03	 600.00	 666.67	 7.00	 11	 0.70	 
N217	 1	 14	 9622.jpg	 1.683671e+03	 24	 999000	 240	 999000	 999	 1.684688e+03	 600.00	 666.67	 49.00	 57	 0.32	 
N217	 1	 14	 6562.jpg	 1.690671e+03	 22	 9.346582e+02	 220	 6.665736e+02	 98	 1.691704e+03	 600.00	 683.33	 45.00	 24	 0.33	 
