subjectID	 order	 runNum	 itemName	 onsetTime	 shuff_trialType	 RT	 respInTime	 CueTime	 response	 fixationTime	 ladder1	 ladder2	 bidIndex	 itemNameIndex	 bidValue	 
201	 1	 3	 1271.jpg	 2.669147e+02	 24	 999000	 240	 999000	 999	 2.679314e+02	 683.33	 683.33	 54.00	 6	 0.20	 
201	 1	 3	 1111.jpg	 2.688982e+02	 22	 1.006904e+03	 2200	 6.832711e+02	 98	 2.699148e+02	 683.33	 633.33	 53.00	 5	 0.21	 
201	 1	 3	 1000.jpg	 2.728983e+02	 12	 999000	 120	 999000	 999	 2.739149e+02	 683.33	 633.33	 4.00	 1	 0.87	 
201	 1	 3	 9930.jpg	 2.758983e+02	 24	 999000	 240	 999000	 999	 2.769149e+02	 683.33	 633.33	 39.00	 60	 0.38	 
201	 1	 3	 6210.jpg	 2.778983e+02	 12	 999000	 120	 999000	 999	 2.789150e+02	 683.33	 633.33	 22.00	 19	 0.60	 
201	 1	 3	 9341.jpg	 2.808984e+02	 11	 1.030513e+03	 1100	 6.832643e+02	 98	 2.819318e+02	 633.33	 633.33	 7.00	 46	 0.82	 
201	 1	 3	 6242.jpg	 2.848985e+02	 12	 999000	 120	 999000	 999	 2.859151e+02	 633.33	 633.33	 19.00	 20	 0.66	 
201	 1	 3	 6821.jpg	 2.888986e+02	 12	 999000	 120	 999000	 999	 2.899152e+02	 633.33	 633.33	 20.00	 27	 0.64	 
201	 1	 3	 9322.jpg	 2.908986e+02	 24	 999000	 240	 999000	 999	 2.919152e+02	 633.33	 633.33	 46.00	 43	 0.30	 
201	 1	 3	 1274.jpg	 2.958987e+02	 24	 999000	 240	 999000	 999	 2.969153e+02	 633.33	 633.33	 58.00	 7	 0.10	 
201	 1	 3	 2039.jpg	 2.978987e+02	 12	 999000	 120	 999000	 999	 2.989154e+02	 633.33	 633.33	 3.00	 9	 0.89	 
201	 1	 3	 2456.jpg	 2.998987e+02	 12	 999000	 120	 999000	 999	 3.009154e+02	 633.33	 633.33	 8.00	 12	 0.81	 
201	 1	 3	 8485.jpg	 3.058989e+02	 22	 9.418155e+02	 220	 6.332412e+02	 98	 3.069155e+02	 633.33	 650.00	 52.00	 33	 0.23	 
201	 1	 3	 6570.JPG	 3.078989e+02	 24	 999000	 240	 999000	 999	 3.089155e+02	 633.33	 650.00	 41.00	 25	 0.36	 
201	 1	 3	 9042.jpg	 3.098989e+02	 24	 999000	 240	 999000	 999	 3.109156e+02	 633.33	 650.00	 56.00	 35	 0.17	 
201	 1	 3	 1019.jpg	 3.118990e+02	 22	 9.496433e+02	 220	 6.499463e+02	 98	 3.129158e+02	 633.33	 666.67	 50.00	 4	 0.25	 
201	 1	 3	 3103.jpg	 3.158991e+02	 24	 999000	 240	 999000	 999	 3.169157e+02	 633.33	 666.67	 49.00	 17	 0.26	 
201	 1	 3	 2457.jpg	 3.198991e+02	 11	 9.574202e+02	 110	 6.332508e+02	 98	 3.209158e+02	 650.00	 666.67	 15.00	 13	 0.73	 
201	 1	 3	 2691.jpg	 3.228992e+02	 22	 9.892947e+02	 220	 6.665875e+02	 98	 3.239158e+02	 650.00	 683.33	 47.00	 15	 0.29	 
201	 1	 3	 9291.jpg	 3.268993e+02	 12	 999000	 120	 999000	 999	 3.279159e+02	 650.00	 683.33	 17.00	 39	 0.68	 
201	 1	 3	 7078.jpg	 3.298993e+02	 11	 9.091436e+02	 110	 6.499265e+02	 98	 3.309161e+02	 666.67	 683.33	 10.00	 30	 0.78	 
201	 1	 3	 2455.jpg	 3.318994e+02	 11	 9.810765e+02	 110	 6.665991e+02	 98	 3.329160e+02	 683.33	 683.33	 13.00	 11	 0.73	 
201	 1	 3	 9395.jpg	 3.358995e+02	 12	 999000	 120	 999000	 999	 3.369161e+02	 683.33	 683.33	 6.00	 50	 0.83	 
201	 1	 3	 1304.jpg	 3.378995e+02	 11	 9.568740e+02	 110	 6.832643e+02	 98	 3.389161e+02	 700.00	 683.33	 18.00	 8	 0.67	 
201	 1	 3	 2799.jpg	 3.398995e+02	 12	 999000	 120	 999000	 999	 3.409161e+02	 700.00	 683.33	 14.00	 16	 0.73	 
201	 1	 3	 6571.jpg	 3.438996e+02	 12	 999000	 120	 999000	 999	 3.449162e+02	 700.00	 683.33	 21.00	 26	 0.60	 
201	 1	 3	 9909.jpg	 3.458996e+02	 24	 999000	 240	 999000	 999	 3.499166e+02	 700.00	 683.33	 48.00	 59	 0.27	 
201	 1	 3	 9325.jpg	 3.504330e+02	 24	 999000	 240	 999000	 999	 3.514497e+02	 700.00	 683.33	 42.00	 44	 0.34	 
201	 1	 3	 8480.jpg	 3.538998e+02	 24	 999000	 240	 999000	 999	 3.549164e+02	 700.00	 683.33	 55.00	 32	 0.19	 
201	 1	 3	 9321.jpg	 3.568998e+02	 24	 999000	 240	 999000	 999	 3.579165e+02	 700.00	 683.33	 40.00	 42	 0.38	 
201	 1	 3	 2205.jpg	 3.629000e+02	 12	 999000	 120	 999000	 999	 3.639167e+02	 700.00	 683.33	 5.00	 10	 0.85	 
201	 1	 3	 6562.jpg	 3.649000e+02	 12	 999000	 120	 999000	 999	 3.659166e+02	 700.00	 683.33	 11.00	 24	 0.77	 
201	 1	 3	 1001.jpg	 3.689001e+02	 24	 999000	 240	 999000	 999	 3.699167e+02	 700.00	 683.33	 57.00	 2	 0.15	 
201	 1	 3	 9490.jpg	 3.709001e+02	 22	 1.107975e+03	 2200	 6.832687e+02	 98	 3.719167e+02	 700.00	 633.33	 44.00	 53	 0.32	 
201	 1	 3	 9290.jpg	 3.729001e+02	 11	 9.878880e+02	 110	 6.999407e+02	 98	 3.739168e+02	 716.67	 633.33	 12.00	 38	 0.74	 
201	 1	 3	 6370.jpg	 3.749002e+02	 22	 9.238179e+02	 220	 6.332751e+02	 98	 3.759168e+02	 716.67	 650.00	 45.00	 22	 0.30	 
201	 1	 3	 7359.jpg	 3.799003e+02	 24	 999000	 240	 999000	 999	 3.809169e+02	 716.67	 650.00	 43.00	 31	 0.33	 
201	 1	 3	 9301.jpg	 3.819003e+02	 24	 999000	 240	 999000	 999	 3.829169e+02	 716.67	 650.00	 51.00	 41	 0.24	 
201	 1	 3	 9390.jpg	 3.839003e+02	 12	 999000	 120	 999000	 999	 3.879173e+02	 716.67	 650.00	 9.00	 49	 0.80	 
201	 1	 3	 9340.jpg	 3.884337e+02	 12	 999000	 120	 999000	 999	 3.894504e+02	 716.67	 650.00	 16.00	 45	 0.70	 
