subjectID	 order	 runNum	 itemName	 onsetTime	 shuff_trialType	 RT	 respInTime	 CueTime	 response	 fixationTime	 ladder1	 ladder2	 bidIndex	 itemNameIndex	 bidValue	 
n_205	 1	 3	 3103.jpg	 2.627522e+02	 24	 999000	 240	 999000	 999	 2.637689e+02	 616.67	 683.33	 48.00	 17	 0.27	 
n_205	 1	 3	 9321.jpg	 2.657356e+02	 24	 999000	 240	 999000	 999	 2.667522e+02	 616.67	 683.33	 39.00	 42	 0.39	 
n_205	 1	 3	 1001.jpg	 2.677356e+02	 11	 9.301252e+02	 110	 6.166008e+02	 98	 2.687689e+02	 633.33	 683.33	 18.00	 2	 0.65	 
n_205	 1	 3	 2683.jpg	 2.697356e+02	 24	 999000	 240	 999000	 999	 2.707522e+02	 633.33	 683.33	 49.00	 14	 0.27	 
n_205	 1	 3	 1304.jpg	 2.717356e+02	 24	 999000	 240	 999000	 999	 2.727522e+02	 633.33	 683.33	 41.00	 8	 0.33	 
n_205	 1	 3	 2455.jpg	 2.747356e+02	 12	 999000	 120	 999000	 999	 2.757522e+02	 633.33	 683.33	 11.00	 11	 0.77	 
n_205	 1	 3	 1271.jpg	 2.767356e+02	 12	 999000	 120	 999000	 999	 2.777523e+02	 633.33	 683.33	 8.00	 6	 0.84	 
n_205	 1	 3	 1000.jpg	 2.807355e+02	 12	 999000	 120	 999000	 999	 2.817521e+02	 633.33	 683.33	 14.00	 1	 0.73	 
n_205	 1	 3	 9340.jpg	 2.827355e+02	 12	 999000	 120	 999000	 999	 2.837521e+02	 633.33	 683.33	 16.00	 45	 0.67	 
n_205	 1	 3	 2205.jpg	 2.877355e+02	 11	 8.981061e+02	 110	 6.332235e+02	 98	 2.887521e+02	 650.00	 683.33	 12.00	 10	 0.76	 
n_205	 1	 3	 9600.jpg	 2.897355e+02	 24	 999000	 240	 999000	 999	 2.907521e+02	 650.00	 683.33	 57.00	 56	 0.15	 
n_205	 1	 3	 9390.jpg	 2.937355e+02	 12	 999000	 120	 999000	 999	 2.947520e+02	 650.00	 683.33	 5.00	 49	 0.86	 
n_205	 1	 3	 7359.jpg	 2.957354e+02	 12	 999000	 120	 999000	 999	 2.967520e+02	 650.00	 683.33	 9.00	 31	 0.80	 
n_205	 1	 3	 9290.jpg	 2.987354e+02	 11	 1.050083e+03	 1100	 6.499058e+02	 98	 2.997687e+02	 600.00	 683.33	 13.00	 38	 0.73	 
n_205	 1	 3	 6838.jpg	 3.037354e+02	 24	 999000	 240	 999000	 999	 3.047520e+02	 600.00	 683.33	 42.00	 29	 0.32	 
n_205	 1	 3	 9903.jpg	 3.057354e+02	 24	 999000	 240	 999000	 999	 3.067520e+02	 600.00	 683.33	 40.00	 58	 0.37	 
n_205	 1	 3	 6242.jpg	 3.077354e+02	 24	 999000	 240	 999000	 999	 3.087520e+02	 600.00	 683.33	 43.00	 20	 0.31	 
n_205	 1	 3	 1019.jpg	 3.117353e+02	 12	 999000	 120	 999000	 999	 3.157522e+02	 600.00	 683.33	 6.00	 4	 0.86	 
n_205	 1	 3	 9395.jpg	 3.162685e+02	 11	 8.768511e+02	 110	 5.999934e+02	 98	 3.172853e+02	 616.67	 683.33	 7.00	 50	 0.86	 
n_205	 1	 3	 9622.jpg	 3.197353e+02	 22	 1.042085e+03	 2200	 6.832457e+02	 98	 3.207685e+02	 616.67	 633.33	 53.00	 57	 0.23	 
n_205	 1	 3	 1111.jpg	 3.217353e+02	 12	 999000	 120	 999000	 999	 3.227519e+02	 616.67	 633.33	 22.00	 5	 0.61	 
n_205	 1	 3	 1002.jpg	 3.237352e+02	 11	 1.058092e+03	 1100	 6.165761e+02	 98	 3.247685e+02	 566.67	 633.33	 10.00	 3	 0.79	 
n_205	 1	 3	 8485.jpg	 3.257352e+02	 24	 999000	 240	 999000	 999	 3.267518e+02	 566.67	 633.33	 46.00	 33	 0.28	 
n_205	 1	 3	 6210.jpg	 3.277352e+02	 24	 999000	 240	 999000	 999	 3.287518e+02	 566.67	 633.33	 55.00	 19	 0.19	 
n_205	 1	 3	 6570.JPG	 3.337352e+02	 22	 1.058120e+03	 2200	 6.332310e+02	 98	 3.347518e+02	 566.67	 583.33	 44.00	 25	 0.29	 
n_205	 1	 3	 6560.JPG	 3.367352e+02	 24	 999000	 240	 999000	 999	 3.377518e+02	 566.67	 583.33	 58.00	 23	 0.10	 
n_205	 1	 3	 9291.jpg	 3.387351e+02	 12	 999000	 120	 999000	 999	 3.397517e+02	 566.67	 583.33	 19.00	 39	 0.64	 
n_205	 1	 3	 9050.jpg	 3.407351e+02	 22	 9.060852e+02	 220	 5.832448e+02	 98	 3.417519e+02	 566.67	 600.00	 45.00	 36	 0.29	 
n_205	 1	 3	 1274.jpg	 3.437351e+02	 12	 999000	 120	 999000	 999	 3.447517e+02	 566.67	 600.00	 4.00	 7	 0.87	 
n_205	 1	 3	 6312.jpg	 3.457351e+02	 24	 999000	 240	 999000	 999	 3.467517e+02	 566.67	 600.00	 51.00	 21	 0.24	 
n_205	 1	 3	 6562.jpg	 3.477351e+02	 22	 8.981314e+02	 220	 5.999045e+02	 98	 3.487685e+02	 566.67	 616.67	 47.00	 24	 0.27	 
n_205	 1	 3	 9930.jpg	 3.497351e+02	 24	 999000	 240	 999000	 999	 3.507517e+02	 566.67	 616.67	 56.00	 60	 0.19	 
n_205	 1	 3	 6836.jpg	 3.527351e+02	 22	 1.274125e+03	 2200	 6.166021e+02	 98	 3.537683e+02	 566.67	 566.67	 50.00	 28	 0.25	 
n_205	 1	 3	 2039.jpg	 3.547351e+02	 12	 999000	 120	 999000	 999	 3.557516e+02	 566.67	 566.67	 3.00	 9	 0.89	 
n_205	 1	 3	 2457.jpg	 3.567350e+02	 12	 999000	 120	 999000	 999	 3.577516e+02	 566.67	 566.67	 21.00	 13	 0.61	 
n_205	 1	 3	 9425.jpg	 3.587350e+02	 22	 8.260881e+02	 220	 5.665704e+02	 98	 3.597516e+02	 566.67	 583.33	 52.00	 51	 0.24	 
n_205	 1	 3	 9322.jpg	 3.607350e+02	 12	 999000	 120	 999000	 999	 3.617516e+02	 566.67	 583.33	 20.00	 43	 0.63	 
n_205	 1	 3	 2456.jpg	 3.667350e+02	 12	 999000	 120	 999000	 999	 3.677516e+02	 566.67	 583.33	 17.00	 12	 0.66	 
n_205	 1	 3	 9909.jpg	 3.697349e+02	 11	 1.394128e+03	 1100	 5.665673e+02	 98	 3.707515e+02	 516.67	 583.33	 15.00	 59	 0.70	 
n_205	 1	 3	 6571.jpg	 3.737349e+02	 24	 999000	 240	 999000	 999	 3.747515e+02	 516.67	 583.33	 54.00	 26	 0.21	 
