subjectID	 order	 runNum	 itemName	 onsetTime	 shuff_trialType	 RT	 respInTime	 CueTime	 response	 fixationTime	 ladder1	 ladder2	 bidIndex	 itemNameIndex	 bidValue	 
201	 1	 19	 9325.jpg	 2.336420e+03	 24	 999000	 240	 999000	 999	 2.337437e+03	 683.33	 683.33	 42.00	 44	 0.34	 
201	 1	 19	 2455.jpg	 2.339404e+03	 11	 9.289733e+02	 110	 6.832766e+02	 98	 2.340420e+03	 700.00	 683.33	 13.00	 11	 0.73	 
201	 1	 19	 9340.jpg	 2.343404e+03	 12	 999000	 120	 999000	 999	 2.344420e+03	 700.00	 683.33	 16.00	 45	 0.70	 
201	 1	 19	 1111.jpg	 2.345404e+03	 22	 9.287820e+02	 220	 6.832906e+02	 98	 2.346420e+03	 700.00	 700.00	 53.00	 5	 0.21	 
201	 1	 19	 8485.jpg	 2.347404e+03	 22	 9.527709e+02	 220	 6.999547e+02	 98	 2.348421e+03	 700.00	 716.67	 52.00	 33	 0.23	 
201	 1	 19	 7078.jpg	 2.351404e+03	 11	 9.366211e+02	 110	 6.999277e+02	 98	 2.352421e+03	 716.67	 716.67	 10.00	 30	 0.78	 
201	 1	 19	 7359.jpg	 2.353404e+03	 24	 999000	 240	 999000	 999	 2.354421e+03	 716.67	 716.67	 43.00	 31	 0.33	 
201	 1	 19	 1274.jpg	 2.358404e+03	 24	 999000	 240	 999000	 999	 2.359421e+03	 716.67	 716.67	 58.00	 7	 0.10	 
201	 1	 19	 6570.JPG	 2.360404e+03	 24	 999000	 240	 999000	 999	 2.361421e+03	 716.67	 716.67	 41.00	 25	 0.36	 
201	 1	 19	 8480.jpg	 2.363404e+03	 24	 999000	 240	 999000	 999	 2.364421e+03	 716.67	 716.67	 55.00	 32	 0.19	 
201	 1	 19	 2799.jpg	 2.366404e+03	 12	 999000	 120	 999000	 999	 2.367421e+03	 716.67	 716.67	 14.00	 16	 0.73	 
201	 1	 19	 2457.jpg	 2.370404e+03	 11	 9.680560e+02	 110	 7.165996e+02	 98	 2.371421e+03	 733.33	 716.67	 15.00	 13	 0.73	 
201	 1	 19	 1304.jpg	 2.373404e+03	 11	 9.599633e+02	 110	 7.332599e+02	 98	 2.374421e+03	 750.00	 716.67	 18.00	 8	 0.67	 
201	 1	 19	 2039.jpg	 2.375404e+03	 12	 999000	 120	 999000	 999	 2.376421e+03	 750.00	 716.67	 3.00	 9	 0.89	 
201	 1	 19	 9390.jpg	 2.378404e+03	 12	 999000	 120	 999000	 999	 2.379421e+03	 750.00	 716.67	 9.00	 49	 0.80	 
201	 1	 19	 9290.jpg	 2.382405e+03	 11	 1.023743e+03	 1100	 7.499216e+02	 98	 2.383438e+03	 700.00	 716.67	 12.00	 38	 0.74	 
201	 1	 19	 9909.jpg	 2.385405e+03	 24	 999000	 240	 999000	 999	 2.386421e+03	 700.00	 716.67	 48.00	 59	 0.27	 
201	 1	 19	 9301.jpg	 2.387405e+03	 24	 999000	 240	 999000	 999	 2.388421e+03	 700.00	 716.67	 51.00	 41	 0.24	 
201	 1	 19	 9322.jpg	 2.389405e+03	 24	 999000	 240	 999000	 999	 2.390421e+03	 700.00	 716.67	 46.00	 43	 0.30	 
201	 1	 19	 6821.jpg	 2.394405e+03	 12	 999000	 120	 999000	 999	 2.395421e+03	 700.00	 716.67	 20.00	 27	 0.64	 
201	 1	 19	 9930.jpg	 2.398405e+03	 24	 999000	 240	 999000	 999	 2.399421e+03	 700.00	 716.67	 39.00	 60	 0.38	 
201	 1	 19	 6562.jpg	 2.402405e+03	 12	 999000	 120	 999000	 999	 2.403422e+03	 700.00	 716.67	 11.00	 24	 0.77	 
201	 1	 19	 9395.jpg	 2.408405e+03	 12	 999000	 120	 999000	 999	 2.409422e+03	 700.00	 716.67	 6.00	 50	 0.83	 
201	 1	 19	 6242.jpg	 2.410405e+03	 12	 999000	 120	 999000	 999	 2.411422e+03	 700.00	 716.67	 19.00	 20	 0.66	 
201	 1	 19	 9042.jpg	 2.412405e+03	 24	 999000	 240	 999000	 999	 2.413422e+03	 700.00	 716.67	 56.00	 35	 0.17	 
201	 1	 19	 9291.jpg	 2.414405e+03	 12	 999000	 120	 999000	 999	 2.415422e+03	 700.00	 716.67	 17.00	 39	 0.68	 
201	 1	 19	 6571.jpg	 2.416405e+03	 12	 999000	 120	 999000	 999	 2.417422e+03	 700.00	 716.67	 21.00	 26	 0.60	 
201	 1	 19	 1271.jpg	 2.420405e+03	 24	 999000	 240	 999000	 999	 2.421422e+03	 700.00	 716.67	 54.00	 6	 0.20	 
201	 1	 19	 2456.jpg	 2.422405e+03	 12	 999000	 120	 999000	 999	 2.423422e+03	 700.00	 716.67	 8.00	 12	 0.81	 
201	 1	 19	 3103.jpg	 2.426405e+03	 24	 999000	 240	 999000	 999	 2.427422e+03	 700.00	 716.67	 49.00	 17	 0.26	 
201	 1	 19	 1000.jpg	 2.428405e+03	 12	 999000	 120	 999000	 999	 2.429422e+03	 700.00	 716.67	 4.00	 1	 0.87	 
201	 1	 19	 2205.jpg	 2.430405e+03	 12	 999000	 120	 999000	 999	 2.431422e+03	 700.00	 716.67	 5.00	 10	 0.85	 
201	 1	 19	 6370.jpg	 2.432405e+03	 22	 9.663440e+02	 220	 7.166219e+02	 98	 2.433422e+03	 700.00	 733.33	 45.00	 22	 0.30	 
201	 1	 19	 9490.jpg	 2.437406e+03	 22	 9.821540e+02	 220	 7.332524e+02	 98	 2.441439e+03	 700.00	 750.00	 44.00	 53	 0.32	 
201	 1	 19	 1001.jpg	 2.441956e+03	 24	 999000	 240	 999000	 999	 2.442972e+03	 700.00	 750.00	 57.00	 2	 0.15	 
201	 1	 19	 2691.jpg	 2.443489e+03	 22	 1.170709e+03	 2200	 7.500086e+02	 98	 2.444506e+03	 700.00	 700.00	 47.00	 15	 0.29	 
201	 1	 19	 6210.jpg	 2.445022e+03	 12	 999000	 120	 999000	 999	 2.446039e+03	 700.00	 700.00	 22.00	 19	 0.60	 
201	 1	 19	 9321.jpg	 2.451406e+03	 24	 999000	 240	 999000	 999	 2.452422e+03	 700.00	 700.00	 40.00	 42	 0.38	 
201	 1	 19	 9341.jpg	 2.455406e+03	 11	 1.005630e+03	 1100	 6.999229e+02	 98	 2.456423e+03	 650.00	 700.00	 7.00	 46	 0.82	 
201	 1	 19	 1019.jpg	 2.462406e+03	 22	 9.414483e+02	 220	 6.999212e+02	 98	 2.463423e+03	 650.00	 716.67	 50.00	 4	 0.25	 
