subjectID	 order	 runNum	 itemName	 onsetTime	 shuff_trialType	 RT	 respInTime	 CueTime	 response	 fixationTime	 ladder1	 ladder2	 bidIndex	 itemNameIndex	 bidValue	 
N217	 1	 17	 9490.jpg	 2.034541e+03	 11	 7.244198e+02	 11	 7.499718e+02	 98	 2.035557e+03	 766.67	 816.67	 12.00	 53	 0.68	 
N217	 1	 17	 9050.jpg	 2.039541e+03	 12	 999000	 120	 999000	 999	 2.040557e+03	 766.67	 816.67	 5.00	 36	 0.73	 
N217	 1	 17	 9322.jpg	 2.041540e+03	 24	 999000	 240	 999000	 999	 2.042557e+03	 766.67	 816.67	 39.00	 43	 0.43	 
N217	 1	 17	 6370.jpg	 2.043540e+03	 12	 999000	 120	 999000	 999	 2.044557e+03	 766.67	 816.67	 9.00	 22	 0.70	 
N217	 1	 17	 6560.JPG	 2.049540e+03	 11	 7.007701e+02	 11	 7.665444e+02	 98	 2.050557e+03	 783.33	 816.67	 13.00	 23	 0.68	 
N217	 1	 17	 6210.jpg	 2.051540e+03	 11	 1.164807e+03	 1100	 7.832341e+02	 98	 2.052573e+03	 733.33	 816.67	 15.00	 19	 0.66	 
N217	 1	 17	 1274.jpg	 2.054540e+03	 24	 999000	 240	 999000	 999	 2.055557e+03	 733.33	 816.67	 40.00	 7	 0.41	 
N217	 1	 17	 2456.jpg	 2.056540e+03	 12	 999000	 120	 999000	 999	 2.057556e+03	 733.33	 816.67	 22.00	 12	 0.58	 
N217	 1	 17	 9930.jpg	 2.060540e+03	 12	 999000	 120	 999000	 999	 2.061556e+03	 733.33	 816.67	 3.00	 60	 0.77	 
N217	 1	 17	 6562.jpg	 2.062540e+03	 22	 6.930915e+02	 22	 8.165831e+02	 98	 2.063573e+03	 733.33	 833.33	 45.00	 24	 0.33	 
N217	 1	 17	 1019.jpg	 2.067539e+03	 11	 6.052391e+02	 11	 7.332386e+02	 98	 2.068573e+03	 750.00	 833.33	 10.00	 4	 0.69	 
N217	 1	 17	 6571.jpg	 2.074539e+03	 12	 999000	 120	 999000	 999	 2.075556e+03	 750.00	 833.33	 4.00	 26	 0.74	 
N217	 1	 17	 9561.jpg	 2.076539e+03	 24	 999000	 240	 999000	 999	 2.077556e+03	 750.00	 833.33	 46.00	 55	 0.33	 
N217	 1	 17	 9321.jpg	 2.079539e+03	 24	 999000	 240	 999000	 999	 2.080556e+03	 750.00	 833.33	 42.00	 42	 0.40	 
N217	 1	 17	 9425.jpg	 2.082539e+03	 12	 999000	 120	 999000	 999	 2.083555e+03	 750.00	 833.33	 17.00	 51	 0.66	 
N217	 1	 17	 9325.jpg	 2.086539e+03	 24	 999000	 240	 999000	 999	 2.087555e+03	 750.00	 833.33	 54.00	 44	 0.23	 
N217	 1	 17	 7078.jpg	 2.090539e+03	 12	 999000	 120	 999000	 999	 2.091555e+03	 750.00	 833.33	 21.00	 30	 0.59	 
N217	 1	 17	 2799.jpg	 2.094538e+03	 12	 999000	 120	 999000	 999	 2.095555e+03	 750.00	 833.33	 14.00	 16	 0.66	 
N217	 1	 17	 1002.jpg	 2.097538e+03	 24	 999000	 240	 999000	 999	 2.098555e+03	 750.00	 833.33	 43.00	 3	 0.38	 
N217	 1	 17	 1000.jpg	 2.103538e+03	 24	 999000	 240	 999000	 999	 2.104555e+03	 750.00	 833.33	 57.00	 1	 0.21	 
N217	 1	 17	 7359.jpg	 2.105538e+03	 24	 999000	 240	 999000	 999	 2.106555e+03	 750.00	 833.33	 41.00	 31	 0.41	 
N217	 1	 17	 9008.jpg	 2.108538e+03	 24	 999000	 240	 999000	 999	 2.109554e+03	 750.00	 833.33	 51.00	 34	 0.26	 
N217	 1	 17	 9373.jpg	 2.110538e+03	 22	 5.823590e+02	 22	 8.332427e+02	 98	 2.111571e+03	 750.00	 850.00	 53.00	 48	 0.23	 
N217	 1	 17	 9300.jpg	 2.112538e+03	 24	 999000	 240	 999000	 999	 2.113554e+03	 750.00	 850.00	 58.00	 40	 0.15	 
N217	 1	 17	 9903.jpg	 2.114538e+03	 12	 999000	 120	 999000	 999	 2.115554e+03	 750.00	 850.00	 8.00	 58	 0.70	 
