subjectID	 order	 runNum	 itemName	 onsetTime	 shuff_trialType	 RT	 respInTime	 CueTime	 response	 fixationTime	 ladder1	 ladder2	 bidIndex	 itemNameIndex	 bidValue	 
N_234	 2	 2	 1271.jpg	 1.164011e+02	 22	 1.000609e+03	 2200	 6.499688e+02	 98	 1.174177e+02	 583.33	 600.00	 43.00	 6	 0.32	 
N_234	 2	 2	 9290.jpg	 1.194010e+02	 12	 999000	 120	 999000	 999	 1.204175e+02	 583.33	 600.00	 10.00	 38	 0.74	 
N_234	 2	 2	 9341.jpg	 1.214009e+02	 11	 9.926605e+02	 110	 5.832394e+02	 98	 1.224176e+02	 600.00	 600.00	 14.00	 46	 0.69	 
N_234	 2	 2	 6571.jpg	 1.234175e+02	 22	 9.120518e+02	 220	 5.998942e+02	 98	 1.244508e+02	 600.00	 616.67	 51.00	 26	 0.22	 
N_234	 2	 2	 1019.jpg	 1.254174e+02	 11	 9.281211e+02	 110	 5.999178e+02	 98	 1.264507e+02	 616.67	 616.67	 17.00	 4	 0.68	 
N_234	 2	 2	 9340.jpg	 1.284173e+02	 11	 1.064193e+03	 1100	 6.166007e+02	 98	 1.294505e+02	 566.67	 616.67	 11.00	 45	 0.73	 
N_234	 2	 2	 7078.jpg	 1.304172e+02	 12	 999000	 120	 999000	 999	 1.314338e+02	 566.67	 616.67	 13.00	 30	 0.69	 
N_234	 2	 2	 9395.jpg	 1.344170e+02	 12	 999000	 120	 999000	 999	 1.354336e+02	 566.67	 616.67	 7.00	 50	 0.81	 
N_234	 2	 2	 1002.jpg	 1.364169e+02	 22	 9.364554e+02	 220	 6.165890e+02	 98	 1.374502e+02	 566.67	 633.33	 48.00	 3	 0.27	 
N_234	 2	 2	 9622.jpg	 1.414168e+02	 12	 3.685294e+02	 12	 999000	 98	 1.424333e+02	 566.67	 633.33	 21.00	 57	 0.62	 
N_234	 2	 2	 9373.jpg	 1.434167e+02	 24	 999000	 240	 999000	 999	 1.444332e+02	 566.67	 633.33	 47.00	 48	 0.28	 
N_234	 2	 2	 9390.jpg	 1.474165e+02	 12	 999000	 120	 999000	 999	 1.484331e+02	 566.67	 633.33	 4.00	 49	 0.87	 
N_234	 2	 2	 9930.jpg	 1.494164e+02	 11	 8.968085e+02	 110	 5.665805e+02	 98	 1.504330e+02	 583.33	 633.33	 16.00	 60	 0.69	 
N_234	 2	 2	 9322.jpg	 1.524163e+02	 24	 999000	 240	 999000	 999	 1.534328e+02	 583.33	 633.33	 57.00	 43	 0.15	 
N_234	 2	 2	 8480.jpg	 1.574161e+02	 22	 9.450106e+02	 220	 6.332233e+02	 98	 1.584326e+02	 583.33	 650.00	 49.00	 32	 0.24	 
N_234	 2	 2	 9325.jpg	 1.594160e+02	 22	 1.025074e+03	 2200	 6.498853e+02	 98	 1.604492e+02	 583.33	 600.00	 54.00	 44	 0.17	 
N_234	 2	 2	 2039.jpg	 1.614159e+02	 12	 999000	 120	 999000	 999	 1.624325e+02	 583.33	 600.00	 19.00	 9	 0.67	 
N_234	 2	 2	 9300.jpg	 1.654158e+02	 24	 999000	 240	 999000	 999	 1.664323e+02	 583.33	 600.00	 55.00	 40	 0.17	 
N_234	 2	 2	 2455.jpg	 1.694156e+02	 12	 999000	 120	 999000	 999	 1.704321e+02	 583.33	 600.00	 5.00	 11	 0.87	 
N_234	 2	 2	 9495.jpg	 1.734154e+02	 24	 999000	 240	 999000	 999	 1.744320e+02	 583.33	 600.00	 41.00	 54	 0.37	 
N_234	 2	 2	 8485.jpg	 1.754153e+02	 24	 999000	 240	 999000	 999	 1.764319e+02	 583.33	 600.00	 39.00	 33	 0.42	 
N_234	 2	 2	 6370.jpg	 1.774152e+02	 12	 999000	 120	 999000	 999	 1.784318e+02	 583.33	 600.00	 6.00	 22	 0.82	 
N_234	 2	 2	 6570.JPG	 1.794152e+02	 24	 999000	 240	 999000	 999	 1.804317e+02	 583.33	 600.00	 52.00	 25	 0.20	 
N_234	 2	 2	 9490.jpg	 1.814151e+02	 12	 999000	 120	 999000	 999	 1.824316e+02	 583.33	 600.00	 22.00	 53	 0.62	 
N_234	 2	 2	 2456.jpg	 1.874148e+02	 11	 9.138264e+02	 110	 5.832257e+02	 98	 1.884480e+02	 600.00	 600.00	 9.00	 12	 0.75	 
N_234	 2	 2	 9561.jpg	 1.904147e+02	 12	 999000	 120	 999000	 999	 1.914313e+02	 600.00	 600.00	 18.00	 55	 0.67	 
N_234	 2	 2	 9425.jpg	 1.924146e+02	 24	 999000	 240	 999000	 999	 1.934312e+02	 600.00	 600.00	 50.00	 51	 0.23	 
N_234	 2	 2	 3160.jpg	 1.944145e+02	 11	 1.002094e+03	 110	 5.999185e+02	 98	 1.954479e+02	 616.67	 600.00	 8.00	 18	 0.76	 
N_234	 2	 2	 1304.jpg	 1.974144e+02	 12	 999000	 120	 999000	 999	 1.984310e+02	 616.67	 600.00	 3.00	 8	 0.89	 
N_234	 2	 2	 6836.jpg	 1.994143e+02	 24	 999000	 240	 999000	 999	 2.004309e+02	 616.67	 600.00	 42.00	 28	 0.37	 
N_234	 2	 2	 9321.jpg	 2.014142e+02	 22	 1.010242e+03	 220	 5.999151e+02	 98	 2.024476e+02	 616.67	 616.67	 46.00	 42	 0.29	 
N_234	 2	 2	 2799.jpg	 2.034142e+02	 12	 999000	 120	 999000	 999	 2.044307e+02	 616.67	 616.67	 20.00	 16	 0.63	 
N_234	 2	 2	 1274.jpg	 2.064141e+02	 24	 999000	 240	 999000	 999	 2.074306e+02	 616.67	 616.67	 45.00	 7	 0.30	 
N_234	 2	 2	 6210.jpg	 2.084139e+02	 24	 999000	 240	 999000	 999	 2.094305e+02	 616.67	 616.67	 40.00	 19	 0.38	 
N_234	 2	 2	 9600.jpg	 2.104139e+02	 12	 999000	 120	 999000	 999	 2.114304e+02	 616.67	 616.67	 15.00	 56	 0.69	 
N_234	 2	 2	 9301.jpg	 2.124137e+02	 24	 999000	 240	 999000	 999	 2.134303e+02	 616.67	 616.67	 56.00	 41	 0.15	 
N_234	 2	 2	 9342.jpg	 2.144137e+02	 12	 999000	 120	 999000	 999	 2.154303e+02	 616.67	 616.67	 12.00	 47	 0.72	 
N_234	 2	 2	 9042.jpg	 2.204135e+02	 24	 999000	 240	 999000	 999	 2.214300e+02	 616.67	 616.67	 58.00	 35	 0.14	 
N_234	 2	 2	 6560.JPG	 2.234133e+02	 24	 999000	 240	 999000	 999	 2.244299e+02	 616.67	 616.67	 53.00	 23	 0.19	 
N_234	 2	 2	 9008.jpg	 2.274132e+02	 24	 999000	 240	 999000	 999	 2.284297e+02	 616.67	 616.67	 44.00	 34	 0.32	 
