subjectID	 order	 runNum	 itemName	 onsetTime	 shuff_trialType	 RT	 respInTime	 CueTime	 response	 fixationTime	 ladder1	 ladder2	 bidIndex	 itemNameIndex	 bidValue	 
N_125	 1	 8	 9325.jpg	 1.269878e+03	 22	 8.804638e+02	 220	 6.499566e+02	 98	 1.270895e+03	 716.67	 666.67	 53.00	 44	 0.19	 
N_125	 1	 8	 9600.jpg	 1.272861e+03	 12	 999000	 120	 999000	 999	 1.273878e+03	 716.67	 666.67	 19.00	 56	 0.65	 
N_125	 1	 8	 2455.jpg	 1.274861e+03	 11	 9.850449e+02	 110	 7.165725e+02	 98	 1.275878e+03	 733.33	 666.67	 12.00	 11	 0.74	 
N_125	 1	 8	 6312.jpg	 1.276861e+03	 24	 999000	 240	 999000	 999	 1.277878e+03	 733.33	 666.67	 51.00	 21	 0.24	 
N_125	 1	 8	 9490.jpg	 1.278861e+03	 12	 999000	 120	 999000	 999	 1.279878e+03	 733.33	 666.67	 21.00	 53	 0.62	 
N_125	 1	 8	 9322.jpg	 1.281861e+03	 24	 999000	 240	 999000	 999	 1.282878e+03	 733.33	 666.67	 55.00	 43	 0.17	 
N_125	 1	 8	 9930.jpg	 1.283861e+03	 12	 999000	 120	 999000	 999	 1.284878e+03	 733.33	 666.67	 5.00	 60	 0.82	 
N_125	 1	 8	 6370.jpg	 1.287861e+03	 12	 999000	 120	 999000	 999	 1.288878e+03	 733.33	 666.67	 22.00	 22	 0.61	 
N_125	 1	 8	 2039.jpg	 1.289861e+03	 11	 9.610859e+02	 110	 7.332258e+02	 98	 1.290894e+03	 750.00	 666.67	 15.00	 9	 0.70	 
N_125	 1	 8	 9290.jpg	 1.294861e+03	 11	 1.017049e+03	 1100	 7.498888e+02	 98	 1.295894e+03	 700.00	 666.67	 13.00	 38	 0.73	 
N_125	 1	 8	 2799.jpg	 1.296861e+03	 24	 999000	 240	 999000	 999	 1.297877e+03	 700.00	 666.67	 41.00	 16	 0.36	 
N_125	 1	 8	 7078.jpg	 1.300861e+03	 12	 999000	 120	 999000	 999	 1.301877e+03	 700.00	 666.67	 8.00	 30	 0.81	 
N_125	 1	 8	 6571.jpg	 1.302861e+03	 12	 999000	 120	 999000	 999	 1.303877e+03	 700.00	 666.67	 20.00	 26	 0.63	 
N_125	 1	 8	 9373.jpg	 1.305861e+03	 24	 999000	 240	 999000	 999	 1.306877e+03	 700.00	 666.67	 39.00	 48	 0.42	 
N_125	 1	 8	 6821.jpg	 1.310861e+03	 22	 9.370520e+02	 220	 6.665487e+02	 98	 1.311894e+03	 700.00	 683.33	 44.00	 27	 0.32	 
N_125	 1	 8	 2205.jpg	 1.312861e+03	 11	 9.851102e+02	 110	 6.999044e+02	 98	 1.313877e+03	 716.67	 683.33	 18.00	 10	 0.65	 
N_125	 1	 8	 9321.jpg	 1.314861e+03	 22	 1.065074e+03	 2200	 6.832449e+02	 98	 1.315894e+03	 716.67	 633.33	 47.00	 42	 0.29	 
N_125	 1	 8	 1002.jpg	 1.318860e+03	 24	 999000	 240	 999000	 999	 1.319877e+03	 716.67	 633.33	 49.00	 3	 0.28	 
N_125	 1	 8	 2456.jpg	 1.322860e+03	 12	 999000	 120	 999000	 999	 1.323877e+03	 716.67	 633.33	 11.00	 12	 0.74	 
N_125	 1	 8	 9341.jpg	 1.326860e+03	 12	 999000	 120	 999000	 999	 1.327877e+03	 716.67	 633.33	 9.00	 46	 0.77	 
N_125	 1	 8	 6560.JPG	 1.328860e+03	 24	 999000	 240	 999000	 999	 1.329877e+03	 716.67	 633.33	 57.00	 23	 0.09	 
N_125	 1	 8	 9342.jpg	 1.330860e+03	 11	 9.531373e+02	 110	 7.165697e+02	 98	 1.331894e+03	 733.33	 633.33	 10.00	 47	 0.76	 
N_125	 1	 8	 3160.jpg	 1.332860e+03	 24	 999000	 240	 999000	 999	 1.333877e+03	 733.33	 633.33	 54.00	 18	 0.18	 
N_125	 1	 8	 9301.jpg	 1.334860e+03	 24	 999000	 240	 999000	 999	 1.335877e+03	 733.33	 633.33	 56.00	 41	 0.15	 
N_125	 1	 8	 8480.jpg	 1.340860e+03	 24	 999000	 240	 999000	 999	 1.341877e+03	 733.33	 633.33	 42.00	 32	 0.35	 
N_125	 1	 8	 9495.jpg	 1.343860e+03	 12	 999000	 120	 999000	 999	 1.344877e+03	 733.33	 633.33	 14.00	 54	 0.70	 
N_125	 1	 8	 1001.jpg	 1.345860e+03	 22	 8.971059e+02	 220	 6.332413e+02	 98	 1.346877e+03	 733.33	 650.00	 50.00	 2	 0.24	 
N_125	 1	 8	 6210.jpg	 1.347860e+03	 12	 999000	 120	 999000	 999	 1.348877e+03	 733.33	 650.00	 6.00	 19	 0.82	 
N_125	 1	 8	 9425.jpg	 1.350860e+03	 22	 9.691779e+02	 220	 6.498899e+02	 98	 1.351893e+03	 733.33	 666.67	 45.00	 51	 0.32	 
N_125	 1	 8	 9395.jpg	 1.352860e+03	 12	 999000	 120	 999000	 999	 1.353876e+03	 733.33	 666.67	 4.00	 50	 0.83	 
N_125	 1	 8	 2457.jpg	 1.354860e+03	 12	 999000	 120	 999000	 999	 1.355876e+03	 733.33	 666.67	 3.00	 13	 0.87	 
N_125	 1	 8	 9042.jpg	 1.356860e+03	 24	 999000	 240	 999000	 999	 1.360877e+03	 733.33	 666.67	 48.00	 35	 0.28	 
N_125	 1	 8	 6570.JPG	 1.361393e+03	 24	 999000	 240	 999000	 999	 1.362410e+03	 733.33	 666.67	 46.00	 25	 0.30	 
N_125	 1	 8	 9291.jpg	 1.362926e+03	 11	 9.825740e+02	 110	 7.333182e+02	 98	 1.363943e+03	 750.00	 666.67	 7.00	 39	 0.82	 
N_125	 1	 8	 2683.jpg	 1.364460e+03	 12	 999000	 120	 999000	 999	 1.365476e+03	 750.00	 666.67	 16.00	 14	 0.69	 
N_125	 1	 8	 9300.jpg	 1.365993e+03	 22	 8.599072e+02	 220	 6.666493e+02	 98	 1.367010e+03	 750.00	 683.33	 52.00	 40	 0.20	 
N_125	 1	 8	 6242.jpg	 1.367860e+03	 24	 999000	 240	 999000	 999	 1.368876e+03	 750.00	 683.33	 43.00	 20	 0.33	 
N_125	 1	 8	 9561.jpg	 1.373859e+03	 24	 999000	 240	 999000	 999	 1.374876e+03	 750.00	 683.33	 58.00	 55	 0.09	 
N_125	 1	 8	 1271.jpg	 1.376859e+03	 12	 999000	 120	 999000	 999	 1.377876e+03	 750.00	 683.33	 17.00	 6	 0.69	 
N_125	 1	 8	 1274.jpg	 1.380859e+03	 24	 999000	 240	 999000	 999	 1.381876e+03	 750.00	 683.33	 40.00	 7	 0.40	 
