subjectID	 order	 runNum	 itemName	 onsetTime	 shuff_trialType	 RT	 respInTime	 CueTime	 response	 fixationTime	 ladder1	 ladder2	 bidIndex	 itemNameIndex	 bidValue	 
N_216	 2	 9	 9120.jpg	 1.065823e+03	 11	 6.775572e+02	 11	 6.833480e+02	 98	 1.066840e+03	 700.00	 750.00	 8.00	 37	 0.79	 
N_216	 2	 9	 6370.jpg	 1.068824e+03	 24	 999000	 240	 999000	 999	 1.069840e+03	 700.00	 750.00	 50.00	 22	 0.29	 
N_216	 2	 9	 1274.jpg	 1.072824e+03	 12	 999000	 120	 999000	 999	 1.076841e+03	 700.00	 750.00	 4.00	 7	 0.81	 
N_216	 2	 9	 2455.jpg	 1.077357e+03	 12	 999000	 120	 999000	 999	 1.078374e+03	 700.00	 750.00	 6.00	 11	 0.79	 
N_216	 2	 9	 1111.jpg	 1.078890e+03	 12	 999000	 120	 999000	 999	 1.079907e+03	 700.00	 750.00	 3.00	 5	 0.82	 
N_216	 2	 9	 9490.jpg	 1.080824e+03	 24	 999000	 240	 999000	 999	 1.081840e+03	 700.00	 750.00	 55.00	 53	 0.21	 
N_216	 2	 9	 1271.jpg	 1.082824e+03	 12	 999000	 120	 999000	 999	 1.083841e+03	 700.00	 750.00	 19.00	 6	 0.61	 
N_216	 2	 9	 9395.jpg	 1.087824e+03	 11	 6.527891e+02	 11	 6.999304e+02	 98	 1.088841e+03	 716.67	 750.00	 9.00	 50	 0.78	 
N_216	 2	 9	 8480.jpg	 1.089824e+03	 22	 8.847457e+02	 220	 7.499666e+02	 98	 1.090841e+03	 716.67	 766.67	 54.00	 32	 0.22	 
N_216	 2	 9	 6836.jpg	 1.092824e+03	 12	 7.006962e+02	 12	 999000	 98	 1.093841e+03	 716.67	 766.67	 15.00	 28	 0.67	 
N_216	 2	 9	 6560.JPG	 1.095824e+03	 24	 999000	 240	 999000	 999	 1.096841e+03	 716.67	 766.67	 47.00	 23	 0.35	 
N_216	 2	 9	 2039.jpg	 1.099824e+03	 12	 4.924917e+02	 12	 999000	 98	 1.100841e+03	 716.67	 766.67	 20.00	 9	 0.58	 
N_216	 2	 9	 1000.jpg	 1.102824e+03	 22	 4.844031e+02	 22	 7.665969e+02	 98	 1.103841e+03	 716.67	 783.33	 51.00	 1	 0.26	 
N_216	 2	 9	 9325.jpg	 1.104824e+03	 22	 6.843318e+02	 22	 7.832867e+02	 98	 1.105841e+03	 716.67	 800.00	 49.00	 44	 0.34	 
N_216	 2	 9	 3160.jpg	 1.107824e+03	 24	 999000	 240	 999000	 999	 1.108841e+03	 716.67	 800.00	 57.00	 18	 0.20	 
N_216	 2	 9	 9042.jpg	 1.111825e+03	 24	 999000	 240	 999000	 999	 1.112841e+03	 716.67	 800.00	 52.00	 35	 0.23	 
N_216	 2	 9	 1019.jpg	 1.114825e+03	 11	 1.156018e+03	 1100	 7.166010e+02	 98	 1.115841e+03	 666.67	 800.00	 14.00	 4	 0.69	 
N_216	 2	 9	 9495.jpg	 1.116825e+03	 24	 6.040004e+02	 24	 999000	 98	 1.117841e+03	 666.67	 800.00	 41.00	 54	 0.38	 
N_216	 2	 9	 9425.jpg	 1.118825e+03	 24	 999000	 240	 999000	 999	 1.119841e+03	 666.67	 800.00	 58.00	 51	 0.17	 
N_216	 2	 9	 6312.jpg	 1.123825e+03	 24	 999000	 240	 999000	 999	 1.124841e+03	 666.67	 800.00	 44.00	 21	 0.36	 
N_216	 2	 9	 1002.jpg	 1.127825e+03	 12	 999000	 120	 999000	 999	 1.128842e+03	 666.67	 800.00	 21.00	 3	 0.58	 
N_216	 2	 9	 6821.jpg	 1.131825e+03	 11	 1.115573e+03	 1100	 6.665956e+02	 98	 1.132842e+03	 616.67	 800.00	 17.00	 27	 0.64	 
N_216	 2	 9	 9300.jpg	 1.137825e+03	 24	 6.193331e+02	 24	 999000	 98	 1.141842e+03	 616.67	 800.00	 45.00	 40	 0.36	 
N_216	 2	 9	 2457.jpg	 1.142359e+03	 12	 999000	 120	 999000	 999	 1.143375e+03	 616.67	 800.00	 7.00	 13	 0.79	 
N_216	 2	 9	 6838.jpg	 1.143892e+03	 24	 999000	 240	 999000	 999	 1.144909e+03	 616.67	 800.00	 40.00	 29	 0.38	 
N_216	 2	 9	 9390.jpg	 1.145425e+03	 12	 7.872650e+02	 12	 999000	 98	 1.146442e+03	 616.67	 800.00	 5.00	 49	 0.81	 
N_216	 2	 9	 8485.jpg	 1.146959e+03	 24	 4.858359e+02	 24	 999000	 98	 1.147975e+03	 616.67	 800.00	 56.00	 33	 0.21	 
N_216	 2	 9	 9050.jpg	 1.149825e+03	 24	 999000	 240	 999000	 999	 1.150842e+03	 616.67	 800.00	 39.00	 36	 0.38	 
