subjectID	order	runNum	itemName	onsetTime	shuff_trialType	RT	respInTime	AudioTime	response	fixationTime	ladder1	ladder2	bidIndex	BDMtrialIndex	bidValue
MRI_snacks_131	 1	 14	 KinderBuenoWhite2.bmp	 1.643775e+03	 12	 999000	 120	 999000	 999	 1.644793e+03	 850.00	 916.67	 8.00	 10	 3.82	 
MRI_snacks_131	 1	 14	 KinderJoy.bmp	 1.645760e+03	 24	 999000	 240	 999000	 999	 1.646778e+03	 850.00	 916.67	 57.00	 56	 0.04	 
MRI_snacks_131	 1	 14	 DoritosGrill.bmp	 1.649765e+03	 22	 8.788149e+02	 22	 9.167336e+02	 98	 1.650801e+03	 850.00	 916.67	 45.00	 55	 0.62	 
MRI_snacks_131	 1	 14	 WerthersOriginal.bmp	 1.652768e+03	 24	 999000	 240	 999000	 999	 1.653786e+03	 850.00	 916.67	 56.00	 52	 0.04	 
MRI_snacks_131	 1	 14	 Dubonim.bmp	 1.654770e+03	 24	 999000	 240	 999000	 999	 1.655788e+03	 850.00	 916.67	 48.00	 37	 0.56	 
MRI_snacks_131	 1	 14	 ClickBalls5.bmp	 1.657774e+03	 12	 999000	 120	 999000	 999	 1.658791e+03	 850.00	 916.67	 22.00	 60	 2.76	 
MRI_snacks_131	 1	 14	 Taami.bmp	 1.661761e+03	 12	 999000	 120	 999000	 999	 1.662779e+03	 850.00	 916.67	 11.00	 44	 3.82	 
MRI_snacks_131	 1	 14	 Mekupelet.bmp	 1.665766e+03	 11	 7.654510e+02	 11	 8.500694e+02	 98	 1.666803e+03	 866.67	 916.67	 18.00	 31	 3.76	 
MRI_snacks_131	 1	 14	 ChocolateParaCookies5.bmp	 1.667768e+03	 12	 999000	 120	 999000	 999	 1.668786e+03	 866.67	 916.67	 14.00	 8	 3.78	 
MRI_snacks_131	 1	 14	 BisliOnion.bmp	 1.672774e+03	 12	 999000	 120	 999000	 999	 1.673792e+03	 866.67	 916.67	 9.00	 20	 3.82	 
MRI_snacks_131	 1	 14	 CrunchBisquitBrown3.bmp	 1.674759e+03	 12	 999000	 120	 999000	 999	 1.675777e+03	 866.67	 916.67	 6.00	 25	 4.82	 
MRI_snacks_131	 1	 14	 CrunchBisquitWhite2.bmp	 1.676762e+03	 12	 999000	 120	 999000	 999	 1.677780e+03	 866.67	 916.67	 3.00	 23	 4.84	 
MRI_snacks_131	 1	 14	 BisliBbq.bmp	 1.682768e+03	 24	 999000	 240	 999000	 999	 1.683786e+03	 866.67	 916.67	 43.00	 53	 0.69	 
MRI_snacks_131	 1	 14	 HispusimShatiah.bmp	 1.684771e+03	 22	 9.928714e+02	 220	 9.167193e+02	 98	 1.685807e+03	 866.67	 916.67	 44.00	 51	 0.62	 
MRI_snacks_131	 1	 14	 CrunchShokoVanil.bmp	 1.686773e+03	 24	 999000	 240	 999000	 999	 1.687791e+03	 866.67	 916.67	 49.00	 48	 0.53	 
MRI_snacks_131	 1	 14	 KinderBuenoBrown3.bmp	 1.688758e+03	 12	 999000	 120	 999000	 999	 1.689776e+03	 866.67	 916.67	 4.00	 28	 4.84	 
MRI_snacks_131	 1	 14	 ClickBlackWhite3.bmp	 1.692763e+03	 11	 8.324979e+02	 11	 8.667092e+02	 98	 1.693798e+03	 883.33	 916.67	 15.00	 32	 3.78	 
MRI_snacks_131	 1	 14	 BambaNugat.bmp	 1.696767e+03	 22	 9.320149e+02	 220	 9.167193e+02	 98	 1.697804e+03	 883.33	 916.67	 53.00	 47	 0.07	 
MRI_snacks_131	 1	 14	 Keifli.bmp	 1.699771e+03	 24	 999000	 240	 999000	 999	 1.700789e+03	 883.33	 916.67	 55.00	 17	 0.04	 
MRI_snacks_131	 1	 14	 BambaSweet.bmp	 1.703758e+03	 22	 1.061137e+03	 2200	 9.167190e+02	 98	 1.704795e+03	 883.33	 866.67	 47.00	 14	 0.60	 
MRI_snacks_131	 1	 14	 Egozi.bmp	 1.706762e+03	 11	 1.049447e+03	 1100	 8.833849e+02	 98	 1.707797e+03	 833.33	 866.67	 13.00	 40	 3.80	 
MRI_snacks_131	 1	 14	 BabyDoll.bmp	 1.708764e+03	 22	 9.991887e+02	 220	 8.667191e+02	 98	 1.709800e+03	 833.33	 883.33	 52.00	 45	 0.07	 
MRI_snacks_131	 1	 14	 Loacker.bmp	 1.712769e+03	 12	 999000	 120	 999000	 999	 1.713786e+03	 833.33	 883.33	 16.00	 34	 3.78	 
MRI_snacks_131	 1	 14	 Bamba.bmp	 1.714771e+03	 24	 999000	 240	 999000	 999	 1.715789e+03	 833.33	 883.33	 42.00	 49	 1.62	 
