Trial	StimName	Bid	RT
1	KinderJoy.bmp	5.93333333333	4563
2	Mentos.bmp	0.577777777778	5840
3	Smarties.bmp	0.555555555556	4954
4	Tapuchips.bmp	3.77777777778	5456
5	ChocolateParaSucariotKoftzot2.bmp	6.93333333333	7627
6	CrunchBisquitWhite2.bmp	4.82222222222	9211
7	Egozi.bmp	0.6	3904
8	Cheetos.bmp	2.68888888889	4821
9	Popco.bmp	4.82222222222	4122
10	CrunchBisquitBrown3.bmp	7.97777777778	10028
11	ChocolateParaCookies5.bmp	9.06666666667	5089
12	Twist.bmp	0.622222222222	2687
13	ClickBalls5.bmp	0.644444444444	2420
14	KinderBuenoWhite2.bmp	4.84444444444	7875
15	BisliBbq.bmp	1.62222222222	3755
16	Shugi.bmp	2.73333333333	6008
17	Twix.bmp	5.86666666667	5273
18	BisliGrill.bmp	0.622222222222	2819
19	KifkefMaklot2.bmp	6.93333333333	3270
20	SkittlesSour4.bmp	0.6	2536
21	DoritosGrill.bmp	1.71111111111	4405
22	ClickXLbrown4.bmp	5.88888888889	8361
23	DoritosSourSpicy.bmp	3.84444444444	3635
24	BambaSweet.bmp	0.0444444444444	3454
25	HispusimShatiah.bmp	1.66666666667	5888
26	BisliOnion.bmp	0.555555555556	5873
27	DoritosNatural.bmp	2.71111111111	6958
28	Bounty.bmp	2.64444444444	4271
29	Loacker.bmp	4.82222222222	4872
30	Mars.bmp	2.66666666667	4054
31	Apropo.bmp	3.82222222222	5989
32	HappyHippo.bmp	6.93333333333	10094
33	ChocolateParaMilk3.bmp	6.95555555556	4272
34	BambaNugat.bmp	0.577777777778	4972
35	ChocolateParaMarir2.bmp	1.66666666667	5922
36	Tictac.bmp	0.0444444444444	5708
37	BisliPizza3.bmp	1.68888888889	2870
38	Mekupelet.bmp	5.93333333333	3453
39	CrunchShokoVanil.bmp	3.88888888889	3987
40	PesekZman.bmp	3.82222222222	3204
41	GumiSnakes3.bmp	1.62222222222	7491
42	WerthersOriginal.bmp	1.62222222222	4689
43	BagaleShtuhim.bmp	5.86666666667	10545
44	Kitkat.bmp	3.82222222222	7723
45	KashitSour.bmp	1.66666666667	8510
46	Halva2.bmp	0.577777777778	2520
47	Bamba.bmp	3.75555555556	3401
48	Keifli.bmp	7.93333333333	7893
49	Snickers.bmp	7.02222222222	2636
50	Taami.bmp	6.93333333333	3636
51	ClickXLwhite4.bmp	9.04444444444	4672
52	ClickBisquit2.bmp	7.0	5041
53	Dubonim.bmp	3.84444444444	4572
54	Hit.bmp	2.71111111111	4555
55	ClickBlackWhite3.bmp	2.68888888889	2588
56	SkittlesFruits2.bmp	0.555555555556	4218
57	KinderBuenoBrown3.bmp	4.84444444444	3587
58	Tortit.bmp	0.622222222222	3371
59	GumiWine2.bmp	0.0222222222222	4522
60	BabyDoll.bmp	0.577777777778	3203
