subjectID	order	runNum	itemName	onsetTime	shuff_trialType	RT	respInTime	AudioTime	response	fixationTime	ladder1	ladder2	bidIndex	BDMtrialIndex	bidValue
MRI_snacks_125	 1	 5	 Bounty.bmp	 5.383420e+02	 24	 999000	 240	 999000	 999	 5.393597e+02	 683.33	 683.33	 58.00	 27	 0.04	 
MRI_snacks_125	 1	 5	 DoritosGrill.bmp	 5.413453e+02	 24	 999000	 240	 999000	 999	 5.423632e+02	 683.33	 683.33	 55.00	 55	 0.07	 
MRI_snacks_125	 1	 5	 HispusimShatiah.bmp	 5.453332e+02	 12	 999000	 120	 999000	 999	 5.463507e+02	 683.33	 683.33	 6.00	 11	 7.36	 
MRI_snacks_125	 1	 5	 Halva2.bmp	 5.473354e+02	 24	 999000	 240	 999000	 999	 5.483532e+02	 683.33	 683.33	 48.00	 1	 0.67	 
MRI_snacks_125	 1	 5	 SkittlesSour4.bmp	 5.493376e+02	 24	 999000	 240	 999000	 999	 5.503554e+02	 683.33	 683.33	 49.00	 12	 0.64	 
MRI_snacks_125	 1	 5	 Keifli.bmp	 5.533420e+02	 24	 999000	 240	 999000	 999	 5.543600e+02	 683.33	 683.33	 43.00	 48	 1.69	 
MRI_snacks_125	 1	 5	 ClickBisquit2.bmp	 5.553444e+02	 11	 1.090438e+03	 1100	 6.834048e+02	 98	 5.563808e+02	 633.33	 683.33	 7.00	 26	 7.13	 
MRI_snacks_125	 1	 5	 Twix.bmp	 5.603333e+02	 12	 999000	 120	 999000	 999	 5.613537e+02	 633.33	 683.33	 16.00	 43	 6.89	 
MRI_snacks_125	 1	 5	 ClickBalls5.bmp	 5.623355e+02	 11	 8.832327e+02	 110	 6.333886e+02	 98	 5.633712e+02	 650.00	 683.33	 15.00	 54	 6.96	 
MRI_snacks_125	 1	 5	 ClickBlackWhite3.bmp	 5.653389e+02	 12	 999000	 120	 999000	 999	 5.663567e+02	 650.00	 683.33	 5.00	 58	 7.56	 
MRI_snacks_125	 1	 5	 Tictac.bmp	 5.683422e+02	 24	 999000	 240	 999000	 999	 5.693601e+02	 650.00	 683.33	 39.00	 60	 2.80	 
MRI_snacks_125	 1	 5	 BambaSweet.bmp	 5.723467e+02	 24	 999000	 240	 999000	 999	 5.733646e+02	 650.00	 683.33	 56.00	 56	 0.07	 
MRI_snacks_125	 1	 5	 ChocolateParaCookies5.bmp	 5.753334e+02	 12	 999000	 120	 999000	 999	 5.763512e+02	 650.00	 683.33	 22.00	 3	 5.98	 
MRI_snacks_125	 1	 5	 ChocolateParaMarir2.bmp	 5.773357e+02	 22	 1.035021e+03	 2200	 6.833994e+02	 98	 5.783724e+02	 650.00	 633.33	 44.00	 24	 1.67	 
MRI_snacks_125	 1	 5	 CrunchBisquitBrown3.bmp	 5.803391e+02	 12	 999000	 120	 999000	 999	 5.813575e+02	 650.00	 633.33	 11.00	 44	 7.02	 
MRI_snacks_125	 1	 5	 BagaleShtuhim.bmp	 5.843436e+02	 22	 8.751693e+02	 220	 6.333764e+02	 98	 5.853780e+02	 650.00	 650.00	 47.00	 40	 0.80	 
MRI_snacks_125	 1	 5	 KinderBuenoWhite2.bmp	 5.873468e+02	 12	 999000	 120	 999000	 999	 5.883647e+02	 650.00	 650.00	 4.00	 17	 8.00	 
MRI_snacks_125	 1	 5	 Shugi.bmp	 5.893325e+02	 24	 999000	 240	 999000	 999	 5.903503e+02	 650.00	 650.00	 46.00	 35	 1.67	 
MRI_snacks_125	 1	 5	 Kitkat.bmp	 5.913348e+02	 12	 999000	 120	 999000	 999	 5.923525e+02	 650.00	 650.00	 19.00	 38	 6.40	 
MRI_snacks_125	 1	 5	 GumiSnakes3.bmp	 5.963403e+02	 22	 1.006561e+03	 2200	 6.500408e+02	 98	 5.973770e+02	 650.00	 600.00	 50.00	 39	 0.20	 
MRI_snacks_125	 1	 5	 GumiWine2.bmp	 6.003447e+02	 24	 999000	 240	 999000	 999	 6.013626e+02	 650.00	 600.00	 42.00	 9	 1.71	 
MRI_snacks_125	 1	 5	 BisliOnion.bmp	 6.043327e+02	 22	 9.981030e+02	 220	 6.000477e+02	 98	 6.053692e+02	 650.00	 616.67	 53.00	 19	 0.07	 
MRI_snacks_125	 1	 5	 PesekZman.bmp	 6.103394e+02	 12	 999000	 120	 999000	 999	 6.113572e+02	 650.00	 616.67	 14.00	 59	 6.98	 
MRI_snacks_125	 1	 5	 ChocolateParaSucariotKoftzot2.bmp	 6.123416e+02	 12	 999000	 120	 999000	 999	 6.133594e+02	 650.00	 616.67	 9.00	 10	 7.09	 
MRI_snacks_125	 1	 5	 DoritosNatural.bmp	 6.143438e+02	 24	 999000	 240	 999000	 999	 6.153617e+02	 650.00	 616.67	 54.00	 20	 0.07	 
MRI_snacks_125	 1	 5	 BisliPizza3.bmp	 6.163460e+02	 24	 999000	 240	 999000	 999	 6.173639e+02	 650.00	 616.67	 41.00	 28	 2.20	 
MRI_snacks_125	 1	 5	 ChocolateParaMilk3.bmp	 6.183316e+02	 12	 999000	 120	 999000	 999	 6.193494e+02	 650.00	 616.67	 20.00	 41	 6.16	 
MRI_snacks_125	 1	 5	 DoritosSourSpicy.bmp	 6.223363e+02	 24	 999000	 240	 999000	 999	 6.233540e+02	 650.00	 616.67	 51.00	 52	 0.13	 
MRI_snacks_125	 1	 5	 Hit.bmp	 6.243384e+02	 12	 999000	 120	 999000	 999	 6.253563e+02	 650.00	 616.67	 8.00	 37	 7.13	 
MRI_snacks_125	 1	 5	 BambaNugat.bmp	 6.283428e+02	 11	 9.879243e+02	 110	 6.500522e+02	 98	 6.293793e+02	 666.67	 616.67	 18.00	 42	 6.47	 
MRI_snacks_125	 1	 5	 ClickXLbrown4.bmp	 6.303451e+02	 11	 1.033615e+03	 1100	 6.667201e+02	 98	 6.313812e+02	 616.67	 616.67	 10.00	 34	 7.02	 
MRI_snacks_125	 1	 5	 CrunchBisquitWhite2.bmp	 6.323473e+02	 12	 999000	 120	 999000	 999	 6.333656e+02	 616.67	 616.67	 17.00	 25	 6.47	 
MRI_snacks_125	 1	 5	 Twist.bmp	 6.343329e+02	 11	 9.578402e+02	 110	 6.167149e+02	 98	 6.353694e+02	 633.33	 616.67	 12.00	 5	 7.00	 
MRI_snacks_125	 1	 5	 KinderBuenoBrown3.bmp	 6.393385e+02	 11	 9.522798e+02	 110	 6.333816e+02	 98	 6.403747e+02	 650.00	 616.67	 13.00	 30	 7.00	 
MRI_snacks_125	 1	 5	 Cheetos.bmp	 6.413407e+02	 24	 999000	 240	 999000	 999	 6.423586e+02	 650.00	 616.67	 57.00	 14	 0.04	 
MRI_snacks_125	 1	 5	 ClickXLwhite4.bmp	 6.433431e+02	 12	 999000	 120	 999000	 999	 6.443609e+02	 650.00	 616.67	 21.00	 2	 6.00	 
MRI_snacks_125	 1	 5	 Popco.bmp	 6.463465e+02	 22	 9.203038e+02	 220	 6.167139e+02	 98	 6.473822e+02	 650.00	 633.33	 52.00	 53	 0.13	 
MRI_snacks_125	 1	 5	 KifkefMaklot2.bmp	 6.533375e+02	 12	 2.892276e+02	 12	 999000	 98	 6.543554e+02	 650.00	 633.33	 3.00	 8	 8.09	 
MRI_snacks_125	 1	 5	 CrunchShokoVanil.bmp	 6.573421e+02	 24	 999000	 240	 999000	 999	 6.583601e+02	 650.00	 633.33	 40.00	 6	 2.78	 
MRI_snacks_125	 1	 5	 SkittlesFruits2.bmp	 6.643333e+02	 22	 1.005550e+03	 2200	 6.333862e+02	 98	 6.653692e+02	 650.00	 583.33	 45.00	 32	 1.67	 
