subjectID	order	runNum	itemName	onsetTime	shuff_trialType	RT	respInTime	AudioTime	response	fixationTime	ladder1	ladder2	bidIndex	BDMtrialIndex	bidValue
MRI_snacks_130	 2	 2	 KinderBuenoBrown3.bmp	 1.160378e+02	 12	 999000	 120	 999000	 999	 1.170560e+02	 716.67	 650.00	 3.00	 26	 6.49	 
MRI_snacks_130	 2	 2	 Snickers.bmp	 1.190415e+02	 12	 999000	 120	 999000	 999	 1.200594e+02	 716.67	 650.00	 20.00	 1	 4.82	 
MRI_snacks_130	 2	 2	 GumiWine2.bmp	 1.230460e+02	 24	 999000	 240	 999000	 999	 1.240639e+02	 716.67	 650.00	 53.00	 4	 1.27	 
MRI_snacks_130	 2	 2	 Hit.bmp	 1.250482e+02	 12	 999000	 120	 999000	 999	 1.260660e+02	 716.67	 650.00	 13.00	 22	 5.58	 
MRI_snacks_130	 2	 2	 SkittlesSour4.bmp	 1.270336e+02	 24	 999000	 240	 999000	 999	 1.280516e+02	 716.67	 650.00	 44.00	 31	 2.58	 
MRI_snacks_130	 2	 2	 Taami.bmp	 1.310383e+02	 22	 9.488598e+02	 220	 6.500692e+02	 98	 1.320741e+02	 716.67	 666.67	 54.00	 21	 0.67	 
MRI_snacks_130	 2	 2	 Cheetos.bmp	 1.330405e+02	 12	 999000	 120	 999000	 999	 1.340583e+02	 716.67	 666.67	 21.00	 39	 4.73	 
MRI_snacks_130	 2	 2	 BisliBbq.bmp	 1.380462e+02	 12	 999000	 120	 999000	 999	 1.390639e+02	 716.67	 666.67	 19.00	 41	 4.89	 
MRI_snacks_130	 2	 2	 WerthersOriginal.bmp	 1.400483e+02	 12	 999000	 120	 999000	 999	 1.410662e+02	 716.67	 666.67	 4.00	 54	 6.24	 
MRI_snacks_130	 2	 2	 KinderBuenoWhite2.bmp	 1.430351e+02	 12	 999000	 120	 999000	 999	 1.440530e+02	 716.67	 666.67	 7.00	 58	 5.98	 
MRI_snacks_130	 2	 2	 Shugi.bmp	 1.460384e+02	 22	 1.068733e+03	 2200	 6.667183e+02	 98	 1.470741e+02	 716.67	 616.67	 43.00	 23	 2.67	 
MRI_snacks_130	 2	 2	 ChocolateParaCookies5.bmp	 1.500430e+02	 11	 1.088197e+03	 1100	 7.167306e+02	 98	 1.510795e+02	 666.67	 616.67	 14.00	 2	 5.56	 
MRI_snacks_130	 2	 2	 ClickXLwhite4.bmp	 1.530463e+02	 11	 9.408153e+02	 110	 6.667246e+02	 98	 1.540820e+02	 683.33	 616.67	 11.00	 16	 5.82	 
MRI_snacks_130	 2	 2	 ChocolateParaMarir2.bmp	 1.550486e+02	 22	 9.146007e+02	 220	 6.167184e+02	 98	 1.560826e+02	 683.33	 633.33	 51.00	 8	 1.71	 
MRI_snacks_130	 2	 2	 HispusimShatiah.bmp	 1.580352e+02	 24	 999000	 240	 999000	 999	 1.590530e+02	 683.33	 633.33	 47.00	 57	 2.18	 
MRI_snacks_130	 2	 2	 BambaNugat.bmp	 1.620396e+02	 24	 999000	 240	 999000	 999	 1.630575e+02	 683.33	 633.33	 55.00	 14	 0.62	 
MRI_snacks_130	 2	 2	 BisliPizza3.bmp	 1.650430e+02	 24	 999000	 240	 999000	 999	 1.660608e+02	 683.33	 633.33	 40.00	 32	 2.78	 
MRI_snacks_130	 2	 2	 ChocolateParaMilk3.bmp	 1.670453e+02	 24	 999000	 240	 999000	 999	 1.680631e+02	 683.33	 633.33	 56.00	 60	 0.49	 
MRI_snacks_130	 2	 2	 DoritosSourSpicy.bmp	 1.690476e+02	 12	 999000	 120	 999000	 999	 1.700653e+02	 683.33	 633.33	 15.00	 11	 5.44	 
MRI_snacks_130	 2	 2	 CrunchShokoVanil.bmp	 1.740365e+02	 24	 999000	 240	 999000	 999	 1.750542e+02	 683.33	 633.33	 52.00	 5	 1.42	 
MRI_snacks_130	 2	 2	 Smarties.bmp	 1.780410e+02	 24	 999000	 240	 999000	 999	 1.790587e+02	 683.33	 633.33	 45.00	 13	 2.51	 
MRI_snacks_130	 2	 2	 KashitSour.bmp	 1.820454e+02	 24	 999000	 240	 999000	 999	 1.830633e+02	 683.33	 633.33	 42.00	 33	 2.71	 
MRI_snacks_130	 2	 2	 Mekupelet.bmp	 1.880355e+02	 24	 999000	 240	 999000	 999	 1.890532e+02	 683.33	 633.33	 39.00	 51	 3.13	 
MRI_snacks_130	 2	 2	 BisliGrill.bmp	 1.900378e+02	 12	 999000	 120	 999000	 999	 1.910555e+02	 683.33	 633.33	 22.00	 55	 4.67	 
MRI_snacks_130	 2	 2	 Loacker.bmp	 1.920400e+02	 12	 999000	 120	 999000	 999	 1.930578e+02	 683.33	 633.33	 5.00	 42	 6.13	 
MRI_snacks_130	 2	 2	 BambaSweet.bmp	 1.940422e+02	 24	 999000	 240	 999000	 999	 1.950600e+02	 683.33	 633.33	 50.00	 59	 1.73	 
MRI_snacks_130	 2	 2	 KifkefMaklot2.bmp	 1.960444e+02	 24	 999000	 240	 999000	 999	 1.970623e+02	 683.33	 633.33	 57.00	 49	 0.36	 
MRI_snacks_130	 2	 2	 Apropo.bmp	 2.000320e+02	 12	 999000	 120	 999000	 999	 2.010500e+02	 683.33	 633.33	 6.00	 6	 5.98	 
MRI_snacks_130	 2	 2	 Tictac.bmp	 2.020345e+02	 24	 999000	 240	 999000	 999	 2.030523e+02	 683.33	 633.33	 41.00	 50	 2.76	 
MRI_snacks_130	 2	 2	 GumiSnakes3.bmp	 2.060390e+02	 22	 9.961665e+02	 220	 6.333898e+02	 98	 2.070746e+02	 683.33	 650.00	 49.00	 20	 2.04	 
MRI_snacks_130	 2	 2	 Bounty.bmp	 2.080411e+02	 12	 999000	 120	 999000	 999	 2.090590e+02	 683.33	 650.00	 10.00	 12	 5.89	 
MRI_snacks_130	 2	 2	 CrunchBisquitWhite2.bmp	 2.100434e+02	 11	 1.031736e+03	 1100	 6.833838e+02	 98	 2.110783e+02	 633.33	 650.00	 9.00	 15	 5.93	 
MRI_snacks_130	 2	 2	 Kitkat.bmp	 2.120457e+02	 11	 1.021576e+03	 1100	 6.333826e+02	 98	 2.130811e+02	 583.33	 650.00	 8.00	 28	 5.96	 
MRI_snacks_130	 2	 2	 Popco.bmp	 2.170347e+02	 12	 999000	 120	 999000	 999	 2.180525e+02	 583.33	 650.00	 12.00	 44	 5.67	 
MRI_snacks_130	 2	 2	 HappyHippo.bmp	 2.190369e+02	 12	 999000	 120	 999000	 999	 2.200547e+02	 583.33	 650.00	 18.00	 10	 4.89	 
MRI_snacks_130	 2	 2	 Twist.bmp	 2.210391e+02	 22	 9.240965e+02	 220	 6.500499e+02	 98	 2.220905e+02	 583.33	 666.67	 48.00	 36	 2.07	 
MRI_snacks_130	 2	 2	 DoritosGrill.bmp	 2.240425e+02	 11	 8.406965e+02	 110	 5.833801e+02	 98	 2.250773e+02	 600.00	 666.67	 17.00	 27	 5.29	 
MRI_snacks_130	 2	 2	 BabyDoll.bmp	 2.310334e+02	 24	 999000	 240	 999000	 999	 2.320515e+02	 600.00	 666.67	 58.00	 37	 0.20	 
MRI_snacks_130	 2	 2	 CrunchBisquitBrown3.bmp	 2.350381e+02	 11	 9.250283e+02	 110	 6.000463e+02	 98	 2.360733e+02	 616.67	 666.67	 16.00	 7	 5.38	 
MRI_snacks_130	 2	 2	 KinderJoy.bmp	 2.420460e+02	 22	 1.029131e+03	 2200	 6.667220e+02	 98	 2.430822e+02	 616.67	 616.67	 46.00	 40	 2.29	 
