subjectID	order	runNum	itemName	onsetTime	shuff_trialType	RT	respInTime	AudioTime	response	fixationTime	ladder1	ladder2	bidIndex	BDMtrialIndex	bidValue
MRI_snacks_130	 2	 13	 BisliBbq.bmp	 1.575875e+03	 12	 999000	 120	 999000	 999	 1.576893e+03	 550.00	 550.00	 19.00	 41	 4.89	 
MRI_snacks_130	 2	 13	 ChocolateParaMarir2.bmp	 1.577877e+03	 22	 9.422577e+02	 220	 5.500648e+02	 98	 1.578911e+03	 550.00	 566.67	 51.00	 8	 1.71	 
MRI_snacks_130	 2	 13	 CrunchBisquitBrown3.bmp	 1.581864e+03	 11	 8.667826e+02	 110	 5.500645e+02	 98	 1.582901e+03	 566.67	 566.67	 16.00	 7	 5.38	 
MRI_snacks_130	 2	 13	 Loacker.bmp	 1.584868e+03	 12	 999000	 120	 999000	 999	 1.585886e+03	 566.67	 566.67	 5.00	 42	 6.13	 
MRI_snacks_130	 2	 13	 DoritosSourSpicy.bmp	 1.586870e+03	 12	 999000	 120	 999000	 999	 1.587888e+03	 566.67	 566.67	 15.00	 11	 5.44	 
MRI_snacks_130	 2	 13	 CrunchBisquitWhite2.bmp	 1.589874e+03	 11	 9.214843e+02	 110	 5.667165e+02	 98	 1.590910e+03	 583.33	 566.67	 9.00	 15	 5.93	 
MRI_snacks_130	 2	 13	 KinderJoy.bmp	 1.593878e+03	 22	 8.691008e+02	 220	 5.667252e+02	 98	 1.594914e+03	 583.33	 583.33	 46.00	 40	 2.29	 
MRI_snacks_130	 2	 13	 Apropo.bmp	 1.597866e+03	 12	 999000	 120	 999000	 999	 1.598884e+03	 583.33	 583.33	 6.00	 6	 5.98	 
MRI_snacks_130	 2	 13	 Smarties.bmp	 1.599868e+03	 24	 999000	 240	 999000	 999	 1.600886e+03	 583.33	 583.33	 45.00	 13	 2.51	 
MRI_snacks_130	 2	 13	 Cheetos.bmp	 1.604874e+03	 12	 999000	 120	 999000	 999	 1.605892e+03	 583.33	 583.33	 21.00	 39	 4.73	 
MRI_snacks_130	 2	 13	 KashitSour.bmp	 1.606876e+03	 24	 999000	 240	 999000	 999	 1.607894e+03	 583.33	 583.33	 42.00	 33	 2.71	 
MRI_snacks_130	 2	 13	 KinderBuenoWhite2.bmp	 1.608878e+03	 12	 999000	 120	 999000	 999	 1.609896e+03	 583.33	 583.33	 7.00	 58	 5.98	 
MRI_snacks_130	 2	 13	 HispusimShatiah.bmp	 1.614868e+03	 24	 999000	 240	 999000	 999	 1.615886e+03	 583.33	 583.33	 47.00	 57	 2.18	 
MRI_snacks_130	 2	 13	 Bounty.bmp	 1.616871e+03	 12	 999000	 120	 999000	 999	 1.617888e+03	 583.33	 583.33	 10.00	 12	 5.89	 
MRI_snacks_130	 2	 13	 Tictac.bmp	 1.618873e+03	 24	 999000	 240	 999000	 999	 1.619891e+03	 583.33	 583.33	 41.00	 50	 2.76	 
MRI_snacks_130	 2	 13	 BambaSweet.bmp	 1.620875e+03	 24	 999000	 240	 999000	 999	 1.621893e+03	 583.33	 583.33	 50.00	 59	 1.73	 
MRI_snacks_130	 2	 13	 DoritosGrill.bmp	 1.624863e+03	 11	 1.036502e+03	 1100	 5.833791e+02	 98	 1.625899e+03	 533.33	 583.33	 17.00	 27	 5.29	 
MRI_snacks_130	 2	 13	 Kitkat.bmp	 1.628867e+03	 11	 9.918094e+02	 110	 5.333848e+02	 98	 1.629904e+03	 550.00	 583.33	 8.00	 28	 5.96	 
MRI_snacks_130	 2	 13	 BabyDoll.bmp	 1.631871e+03	 24	 999000	 240	 999000	 999	 1.632889e+03	 550.00	 583.33	 58.00	 37	 0.20	 
MRI_snacks_130	 2	 13	 Hit.bmp	 1.635875e+03	 12	 999000	 120	 999000	 999	 1.636893e+03	 550.00	 583.33	 13.00	 22	 5.58	 
MRI_snacks_130	 2	 13	 GumiSnakes3.bmp	 1.638879e+03	 22	 9.325075e+02	 220	 5.833788e+02	 98	 1.639914e+03	 550.00	 600.00	 49.00	 20	 2.04	 
MRI_snacks_130	 2	 13	 Taami.bmp	 1.640864e+03	 22	 9.632213e+02	 220	 6.000503e+02	 98	 1.641900e+03	 550.00	 616.67	 54.00	 21	 0.67	 
MRI_snacks_130	 2	 13	 SkittlesSour4.bmp	 1.644869e+03	 24	 999000	 240	 999000	 999	 1.645886e+03	 550.00	 616.67	 44.00	 31	 2.58	 
MRI_snacks_130	 2	 13	 Snickers.bmp	 1.646871e+03	 12	 999000	 120	 999000	 999	 1.647889e+03	 550.00	 616.67	 20.00	 1	 4.82	 
MRI_snacks_130	 2	 13	 BambaNugat.bmp	 1.648873e+03	 24	 999000	 240	 999000	 999	 1.649891e+03	 550.00	 616.67	 55.00	 14	 0.62	 
MRI_snacks_130	 2	 13	 BisliPizza3.bmp	 1.652878e+03	 24	 999000	 240	 999000	 999	 1.653896e+03	 550.00	 616.67	 40.00	 32	 2.78	 
MRI_snacks_130	 2	 13	 ChocolateParaCookies5.bmp	 1.654863e+03	 11	 9.558151e+02	 110	 5.500467e+02	 98	 1.655898e+03	 566.67	 616.67	 14.00	 2	 5.56	 
MRI_snacks_130	 2	 13	 Popco.bmp	 1.658868e+03	 12	 999000	 120	 999000	 999	 1.659885e+03	 566.67	 616.67	 12.00	 44	 5.67	 
MRI_snacks_130	 2	 13	 Twist.bmp	 1.662872e+03	 22	 9.389555e+02	 220	 6.167060e+02	 98	 1.663907e+03	 566.67	 633.33	 48.00	 36	 2.07	 
MRI_snacks_130	 2	 13	 BisliGrill.bmp	 1.665876e+03	 12	 999000	 120	 999000	 999	 1.666893e+03	 566.67	 633.33	 22.00	 55	 4.67	 
MRI_snacks_130	 2	 13	 GumiWine2.bmp	 1.671866e+03	 24	 999000	 240	 999000	 999	 1.672883e+03	 566.67	 633.33	 53.00	 4	 1.27	 
MRI_snacks_130	 2	 13	 WerthersOriginal.bmp	 1.673868e+03	 12	 999000	 120	 999000	 999	 1.674886e+03	 566.67	 633.33	 4.00	 54	 6.24	 
MRI_snacks_130	 2	 13	 CrunchShokoVanil.bmp	 1.677872e+03	 24	 999000	 240	 999000	 999	 1.678890e+03	 566.67	 633.33	 52.00	 5	 1.42	 
MRI_snacks_130	 2	 13	 ChocolateParaMilk3.bmp	 1.679875e+03	 24	 999000	 240	 999000	 999	 1.680892e+03	 566.67	 633.33	 56.00	 60	 0.49	 
