subjectID	order	runNum	itemName	onsetTime	shuff_trialType	RT	respInTime	AudioTime	response	fixationTime	ladder1	ladder2	bidIndex	BDMtrialIndex	bidValue
MRI_snacks_125	 1	 8	 Halva2.bmp	 9.575455e+02	 24	 999000	 240	 999000	 999	 9.585633e+02	 650.00	 650.00	 48.00	 1	 0.67	 
MRI_snacks_125	 1	 8	 BisliOnion.bmp	 9.625346e+02	 22	 8.761569e+02	 220	 6.500504e+02	 98	 9.635692e+02	 650.00	 666.67	 53.00	 19	 0.07	 
MRI_snacks_125	 1	 8	 ClickBalls5.bmp	 9.645368e+02	 11	 1.042000e+03	 1100	 6.500722e+02	 98	 9.655733e+02	 600.00	 666.67	 15.00	 54	 6.96	 
MRI_snacks_125	 1	 8	 ClickBisquit2.bmp	 9.665390e+02	 11	 8.317815e+02	 110	 6.000467e+02	 98	 9.675736e+02	 616.67	 666.67	 7.00	 26	 7.13	 
MRI_snacks_125	 1	 8	 ChocolateParaSucariotKoftzot2.bmp	 9.725458e+02	 12	 999000	 120	 999000	 999	 9.735635e+02	 616.67	 666.67	 9.00	 10	 7.09	 
MRI_snacks_125	 1	 8	 Shugi.bmp	 9.745480e+02	 24	 999000	 240	 999000	 999	 9.755658e+02	 616.67	 666.67	 46.00	 35	 1.67	 
MRI_snacks_125	 1	 8	 ChocolateParaMilk3.bmp	 9.775346e+02	 12	 999000	 120	 999000	 999	 9.785525e+02	 616.67	 666.67	 20.00	 41	 6.16	 
MRI_snacks_125	 1	 8	 ClickBlackWhite3.bmp	 9.795369e+02	 12	 999000	 120	 999000	 999	 9.805547e+02	 616.67	 666.67	 5.00	 58	 7.56	 
MRI_snacks_125	 1	 8	 KinderBuenoBrown3.bmp	 9.835415e+02	 11	 9.333036e+02	 110	 6.167117e+02	 98	 9.845761e+02	 633.33	 666.67	 13.00	 30	 7.00	 
MRI_snacks_125	 1	 8	 Keifli.bmp	 9.855436e+02	 24	 999000	 240	 999000	 999	 9.865613e+02	 633.33	 666.67	 43.00	 48	 1.69	 
MRI_snacks_125	 1	 8	 SkittlesSour4.bmp	 9.905493e+02	 24	 999000	 240	 999000	 999	 9.915670e+02	 633.33	 666.67	 49.00	 12	 0.64	 
MRI_snacks_125	 1	 8	 PesekZman.bmp	 9.975404e+02	 12	 999000	 120	 999000	 999	 9.985583e+02	 633.33	 666.67	 14.00	 59	 6.98	 
MRI_snacks_125	 1	 8	 Kitkat.bmp	 9.995427e+02	 12	 999000	 120	 999000	 999	 1.000561e+03	 633.33	 666.67	 19.00	 38	 6.40	 
