subjid runnum itemname onsettime trialtype RT respInTime Ausdiotime response fixationtime ladder1 ladder2 bidindex itemnameIndex
BM2_402 5 Snickers.bmp 7.675676e+02 24 999000 240 999000 999 768.59 7.500000e+02 7.500000e+02 38 51
BM2_402 5 FamousAmos_small.bmp 7.705543e+02 12 999000 120 999000 999 771.57 7.500000e+02 7.500000e+02 15 15
BM2_402 5 Hersheymilk_several.bmp 7.725564e+02 11 9.830936e+02 110 7.501326e+02 98 773.57 7.666667e+02 7.500000e+02 18 26
BM2_402 5 Lollipopred.bmp 7.745634e+02 22 1.024170e+03 2200 7.501317e+02 98 775.58 7.666667e+02 7.000000e+02 52 34
BM2_402 5 Cheetos.bmp 7.765635e+02 11 1.008071e+03 1100 7.667737e+02 98 777.58 7.166667e+02 7.000000e+02 22 8
BM2_402 5 Skittles.bmp 7.795638e+02 12 999000 120 999000 999 780.58 7.166667e+02 7.000000e+02 29 49
BM2_402 5 Twix.bmp 7.815660e+02 12 999000 120 999000 999 782.58 7.166667e+02 7.000000e+02 8 59
BM2_402 5 FigNewton_small.bmp 7.855537e+02 24 999000 240 999000 999 786.57 7.166667e+02 7.000000e+02 55 16
BM2_402 5 HoHo.bmp 7.875558e+02 22 9.357572e+02 220 7.001117e+02 98 788.57 7.166667e+02 7.166667e+02 48 27
BM2_402 5 BabyRuth.bmp 7.925639e+02 12 999000 120 999000 999 793.58 7.166667e+02 7.166667e+02 25 5
BM2_402 5 Slimjim.bmp 7.945633e+02 24 999000 240 999000 999 795.58 7.166667e+02 7.166667e+02 46 50
BM2_402 5 RitzBitz2.bmp 7.985676e+02 22 9.478972e+02 220 7.167779e+02 98 799.59 7.166667e+02 7.333333e+02 40 48
BM2_402 5 3Musketeers.bmp 8.005532e+02 24 999000 240 999000 999 801.57 7.166667e+02 7.333333e+02 41 2
BM2_402 5 Reeses.bmp 8.035565e+02 12 999000 120 999000 999 804.57 7.166667e+02 7.333333e+02 12 46
BM2_402 5 PopTartsCinnamon.bmp 8.085634e+02 12 999000 120 999000 999 809.58 7.166667e+02 7.333333e+02 27 43
BM2_402 5 Granolabar.bmp 8.105639e+02 24 999000 240 999000 999 811.58 7.166667e+02 7.333333e+02 56 24
BM2_402 5 SourSkittles.bmp 8.125660e+02 24 999000 240 999000 999 813.58 7.166667e+02 7.333333e+02 32 53
BM2_402 5 Oreos.bmp 8.165538e+02 24 999000 240 999000 999 817.57 7.166667e+02 7.333333e+02 42 40
