subjid runnum itemname onsettime trialtype RT respInTime Ausdiotime response fixationtime ladder1 ladder2 bidindex itemnameIndex
BM2_334 2 Keeblerfudgestripes.bmp 1.882267e+02 11 1.017318e+03 1100 7.501192e+02 98 189.24 7.000000e+02 6.833333e+02 9 30
BM2_334 2 BabyRuth.bmp 1.912134e+02 24 999000 240 999000 999 192.23 7.000000e+02 6.833333e+02 33 5
BM2_334 2 Lollipopred.bmp 1.952176e+02 24 999000 240 999000 999 196.24 7.000000e+02 6.833333e+02 55 34
BM2_334 2 Slimjim.bmp 1.972237e+02 24 999000 240 999000 999 198.24 7.000000e+02 6.833333e+02 54 50
BM2_334 2 100grand_small.bmp 1.992239e+02 24 999000 240 999000 999 200.24 7.000000e+02 6.833333e+02 32 1
BM2_334 2 PopTartsStrawberry.bmp 2.032264e+02 12 999000 120 999000 999 204.24 7.000000e+02 6.833333e+02 4 44
BM2_334 2 FigNewton_small.bmp 2.052284e+02 11 9.436029e+02 110 7.001036e+02 98 206.25 7.166667e+02 6.833333e+02 14 16
BM2_334 2 Jollyranchergreen.bmp 2.102172e+02 24 999000 240 999000 999 211.23 7.166667e+02 6.833333e+02 60 28
BM2_334 2 PopTartsCinnamon.bmp 2.122232e+02 12 999000 120 999000 999 213.24 7.166667e+02 6.833333e+02 1 43
BM2_334 2 Streusel.bmp 2.152233e+02 12 999000 120 999000 999 216.24 7.166667e+02 6.833333e+02 26 55
BM2_334 2 PayDay.bmp 2.182258e+02 22 9.782232e+02 220 6.834472e+02 98 219.24 7.166667e+02 7.000000e+02 48 41
BM2_334 2 FrootLoops.bmp 2.222135e+02 11 9.904516e+02 110 7.167667e+02 98 223.23 7.333333e+02 7.000000e+02 13 19
BM2_334 2 Nutterbutter.bmp 2.252169e+02 24 999000 240 999000 999 226.23 7.333333e+02 7.000000e+02 46 39
BM2_334 2 3Musketeers.bmp 2.272237e+02 22 9.323289e+02 220 7.000949e+02 98 228.24 7.333333e+02 7.166667e+02 44 2
BM2_334 2 Almondjoy.bmp 2.302239e+02 12 999000 120 999000 999 231.24 7.333333e+02 7.166667e+02 30 3
BM2_334 2 Oreos.bmp 2.342264e+02 12 999000 120 999000 999 235.24 7.333333e+02 7.166667e+02 11 40
BM2_334 2 Cheezits.bmp 2.372131e+02 12 999000 120 999000 999 238.23 7.333333e+02 7.166667e+02 23 9
BM2_334 2 Hersheykisses.bmp 2.392150e+02 24 999000 240 999000 999 240.23 7.333333e+02 7.166667e+02 57 25
