subjid runnum itemname onsettime trialtype RT respInTime Ausdiotime response fixationtime ladder1 ladder2 bidindex itemnameIndex
BM2_404 4 Reeses.bmp 5.790866e+02 24 999000 240 999000 999 580.10 7.500000e+02 6.833333e+02 49 46
BM2_404 4 Goldfish.bmp 5.820898e+02 22 8.980973e+02 220 6.834814e+02 98 583.11 7.500000e+02 7.000000e+02 40 23
BM2_404 4 SourSkittles.bmp 5.860774e+02 12 999000 120 999000 999 587.10 7.500000e+02 7.000000e+02 2 53
BM2_404 4 Laysclassic.bmp 5.880843e+02 24 999000 240 999000 999 589.10 7.500000e+02 7.000000e+02 36 33
BM2_404 4 Cheezits.bmp 5.900845e+02 12 999000 120 999000 999 591.10 7.500000e+02 7.000000e+02 23 9
BM2_404 4 Hersheykisses.bmp 5.940860e+02 11 9.578679e+02 110 7.501253e+02 98 595.10 7.666667e+02 7.000000e+02 18 25
BM2_404 4 Granolabar.bmp 5.960881e+02 12 999000 120 999000 999 597.11 7.666667e+02 7.000000e+02 19 24
BM2_404 4 Riprolls.bmp 6.010771e+02 12 999000 120 999000 999 602.09 7.666667e+02 7.000000e+02 6 47
BM2_404 4 Funyuns_small.bmp 6.030841e+02 11 9.757969e+02 110 7.667799e+02 98 604.10 7.833333e+02 7.000000e+02 13 20
BM2_404 4 Cheetos.bmp 6.060841e+02 12 999000 120 999000 999 607.10 7.833333e+02 7.000000e+02 26 8
BM2_404 4 PopTartsCinnamon.bmp 6.090856e+02 22 8.863021e+02 220 7.001089e+02 98 610.10 7.833333e+02 7.166667e+02 47 43
BM2_404 4 Milano.bmp 6.130898e+02 12 999000 120 999000 999 614.11 7.833333e+02 7.166667e+02 4 35
BM2_404 4 Streusel.bmp 6.160766e+02 22 9.352126e+02 220 7.167632e+02 98 617.09 7.833333e+02 7.333333e+02 52 55
BM2_404 4 MilkyWay.bmp 6.180786e+02 12 999000 120 999000 999 619.10 7.833333e+02 7.333333e+02 28 37
BM2_404 4 Snickers.bmp 6.210846e+02 11 1.015264e+03 1100 7.834698e+02 98 622.10 7.333333e+02 7.333333e+02 17 51
BM2_404 4 Sourpatch.bmp 6.250862e+02 12 999000 120 999000 999 626.10 7.333333e+02 7.333333e+02 3 54
BM2_404 4 Twix.bmp 6.280894e+02 12 999000 120 999000 999 629.11 7.333333e+02 7.333333e+02 11 59
BM2_404 4 Twinkie.bmp 6.300751e+02 24 999000 240 999000 999 631.09 7.333333e+02 7.333333e+02 54 58
BM2_404 4 ChipsAhoy_small.bmp 6.320769e+02 12 999000 120 999000 999 633.09 7.333333e+02 7.333333e+02 29 10
BM2_404 4 3Musketeers.bmp 6.370841e+02 24 999000 240 999000 999 638.10 7.333333e+02 7.333333e+02 33 2
BM2_404 4 BabyRuth.bmp 6.410868e+02 24 999000 240 999000 999 642.10 7.333333e+02 7.333333e+02 45 5
BM2_404 4 Chocolate_mm.bmp 6.450745e+02 11 9.453496e+02 110 7.334659e+02 98 646.09 7.500000e+02 7.333333e+02 9 11
