subjectID	 order	 runNum	 itemName	 onsetTime	 shuff_trialType	 RT	 respInTime	 CueTime	 response	 fixationTime	 ladder1	 ladder2	 bidIndex	 itemNameIndex	 bidValue	 
p_138	 2	 13	 2155.jpg	 1.693240e+03	 22	 8.189818e+02	 220	 6.166165e+02	 98	 1.694256e+03	 550.00	 633.33	 49.00	 8	 0.26	 
p_138	 2	 13	 7470.jpg	 1.698223e+03	 24	 999000	 240	 999000	 999	 1.699239e+03	 550.00	 633.33	 45.00	 37	 0.31	 
p_138	 2	 13	 5626.jpg	 1.700223e+03	 12	 999000	 120	 999000	 999	 1.701239e+03	 550.00	 633.33	 19.00	 28	 0.66	 
p_138	 2	 13	 7291.jpg	 1.702223e+03	 12	 999000	 120	 999000	 999	 1.703239e+03	 550.00	 633.33	 18.00	 34	 0.68	 
p_138	 2	 13	 8090.jpg	 1.708222e+03	 24	 999000	 240	 999000	 999	 1.709239e+03	 550.00	 633.33	 50.00	 43	 0.25	 
p_138	 2	 13	 5829.jpg	 1.710222e+03	 12	 999000	 120	 999000	 999	 1.711239e+03	 550.00	 633.33	 13.00	 30	 0.76	 
p_138	 2	 13	 7430.jpg	 1.713222e+03	 12	 999000	 120	 999000	 999	 1.714239e+03	 550.00	 633.33	 10.00	 36	 0.77	 
p_138	 2	 13	 8420.jpg	 1.715222e+03	 12	 999000	 120	 999000	 999	 1.716239e+03	 550.00	 633.33	 7.00	 52	 0.81	 
p_138	 2	 13	 7200.jpg	 1.719222e+03	 12	 999000	 120	 999000	 999	 1.720239e+03	 550.00	 633.33	 20.00	 32	 0.63	 
p_138	 2	 13	 8467.jpg	 1.721222e+03	 24	 999000	 240	 999000	 999	 1.722239e+03	 550.00	 633.33	 39.00	 54	 0.40	 
p_138	 2	 13	 7482.jpg	 1.726222e+03	 24	 999000	 240	 999000	 999	 1.727238e+03	 550.00	 633.33	 42.00	 39	 0.36	 
p_138	 2	 13	 8208.jpg	 1.733221e+03	 12	 999000	 120	 999000	 999	 1.734238e+03	 550.00	 633.33	 22.00	 47	 0.58	 
p_138	 2	 13	 8461.jpg	 1.735221e+03	 22	 9.328328e+02	 220	 6.332730e+02	 98	 1.736238e+03	 550.00	 650.00	 54.00	 53	 0.17	 
p_138	 2	 13	 8340.jpg	 1.738221e+03	 11	 8.448836e+02	 110	 5.499030e+02	 98	 1.739254e+03	 566.67	 650.00	 8.00	 49	 0.79	 
p_138	 2	 13	 8280.jpg	 1.741221e+03	 24	 999000	 240	 999000	 999	 1.742238e+03	 566.67	 650.00	 41.00	 48	 0.36	 
p_138	 2	 13	 5199.jpg	 1.745221e+03	 12	 999000	 120	 999000	 999	 1.746238e+03	 566.67	 650.00	 12.00	 25	 0.77	 
p_138	 2	 13	 4610.jpg	 1.749221e+03	 24	 999000	 240	 999000	 999	 1.750237e+03	 566.67	 650.00	 57.00	 18	 0.14	 
p_138	 2	 13	 2398.jpg	 1.753221e+03	 12	 999000	 120	 999000	 999	 1.754237e+03	 566.67	 650.00	 15.00	 14	 0.76	 
p_138	 2	 13	 5982.jpg	 1.756221e+03	 11	 8.774021e+02	 110	 5.665643e+02	 98	 1.757237e+03	 583.33	 650.00	 17.00	 31	 0.70	 
p_138	 2	 13	 2362.jpg	 1.762220e+03	 24	 999000	 240	 999000	 999	 1.763237e+03	 583.33	 650.00	 58.00	 13	 0.11	 
p_138	 2	 13	 8510.jpg	 1.764220e+03	 22	 9.897105e+02	 220	 6.499368e+02	 98	 1.765237e+03	 583.33	 666.67	 46.00	 59	 0.31	 
p_138	 2	 13	 7508.jpg	 1.767220e+03	 11	 9.017124e+02	 110	 5.832380e+02	 98	 1.768253e+03	 600.00	 666.67	 11.00	 41	 0.77	 
p_138	 2	 13	 4628.jpg	 1.769220e+03	 12	 999000	 120	 999000	 999	 1.770237e+03	 600.00	 666.67	 3.00	 22	 0.85	 
