subjectID	order	runNum	itemName	onsetTime	shuff_trialType	RT	respInTime	AudioTime	response	fixationTime	ladder1	ladder2	bidIndex	BDMtrialIndex	bidValue
bmem_snacks2_109	 1	 15	 KashitSour.bmp	 7.337351e+02	 24	 999000	 240	 999000	 999	 7.347548e+02	 683.33	 683.33	 43.00	 5	 2.71	 
bmem_snacks2_109	 1	 15	 Snickers.bmp	 7.367219e+02	 12	 999000	 120	 999000	 999	 7.377402e+02	 683.33	 683.33	 14.00	 9	 4.80	 
bmem_snacks2_109	 1	 15	 Smarties.bmp	 7.387242e+02	 24	 999000	 240	 999000	 999	 7.397438e+02	 683.33	 683.33	 56.00	 23	 0.84	 
bmem_snacks2_109	 1	 15	 Bamba.bmp	 7.407264e+02	 24	 999000	 240	 999000	 999	 7.417455e+02	 683.33	 683.33	 51.00	 59	 1.96	 
bmem_snacks2_109	 1	 15	 SkittlesSour4.bmp	 7.427287e+02	 24	 999000	 240	 999000	 999	 7.437474e+02	 683.33	 683.33	 57.00	 48	 0.84	 
bmem_snacks2_109	 1	 15	 ClickBlackWhite3.bmp	 7.457320e+02	 12	 999000	 120	 999000	 999	 7.467515e+02	 683.33	 683.33	 9.00	 60	 5.80	 
bmem_snacks2_109	 1	 15	 TapuchipsCrunch.bmp	 7.477343e+02	 12	 999000	 120	 999000	 999	 7.487537e+02	 683.33	 683.33	 19.00	 34	 4.38	 
bmem_snacks2_109	 1	 15	 WerthersOriginal.bmp	 7.517221e+02	 12	 999000	 120	 999000	 999	 7.527416e+02	 683.33	 683.33	 16.00	 33	 4.64	 
bmem_snacks2_109	 1	 15	 BisliGrill.bmp	 7.537245e+02	 22	 1.032478e+03	 2200	 6.833841e+02	 98	 7.547612e+02	 683.33	 633.33	 44.00	 51	 2.67	 
bmem_snacks2_109	 1	 15	 Taami.bmp	 7.587299e+02	 22	 8.590721e+02	 220	 6.333988e+02	 98	 7.597664e+02	 683.33	 650.00	 52.00	 21	 1.87	 
bmem_snacks2_109	 1	 15	 Twist.bmp	 7.607322e+02	 12	 999000	 120	 999000	 999	 7.617512e+02	 683.33	 650.00	 22.00	 50	 3.98	 
bmem_snacks2_109	 1	 15	 BagaleShtuhim.bmp	 7.647367e+02	 24	 999000	 240	 999000	 999	 7.657562e+02	 683.33	 650.00	 39.00	 12	 2.87	 
bmem_snacks2_109	 1	 15	 CrunchBisquitBrown3.bmp	 7.667223e+02	 12	 999000	 120	 999000	 999	 7.677419e+02	 683.33	 650.00	 4.00	 42	 6.69	 
bmem_snacks2_109	 1	 15	 ClickBisquit2.bmp	 7.697256e+02	 12	 999000	 120	 999000	 999	 7.707448e+02	 683.33	 650.00	 6.00	 27	 6.16	 
bmem_snacks2_109	 1	 15	 Kitkat.bmp	 7.747312e+02	 24	 999000	 240	 999000	 999	 7.757503e+02	 683.33	 650.00	 40.00	 25	 2.78	 
bmem_snacks2_109	 1	 15	 BabyDoll.bmp	 7.767335e+02	 22	 9.514501e+02	 220	 6.500809e+02	 98	 7.777685e+02	 683.33	 666.67	 53.00	 22	 1.62	 
bmem_snacks2_109	 1	 15	 Halva2.bmp	 7.787188e+02	 22	 9.021356e+02	 220	 6.667520e+02	 98	 7.797543e+02	 683.33	 683.33	 47.00	 35	 2.47	 
bmem_snacks2_109	 1	 15	 KinderBuenoWhite2.bmp	 7.827236e+02	 12	 999000	 120	 999000	 999	 7.837430e+02	 683.33	 683.33	 3.00	 43	 6.73	 
bmem_snacks2_109	 1	 15	 ClickXLwhite4.bmp	 7.867280e+02	 12	 999000	 120	 999000	 999	 7.877474e+02	 683.33	 683.33	 5.00	 45	 6.47	 
bmem_snacks2_109	 1	 15	 Keifli.bmp	 7.907325e+02	 12	 999000	 120	 999000	 999	 7.917509e+02	 683.33	 683.33	 21.00	 28	 4.00	 
bmem_snacks2_109	 1	 15	 BisliOnion.bmp	 7.927347e+02	 24	 999000	 240	 999000	 999	 7.937536e+02	 683.33	 683.33	 48.00	 39	 2.36	 
bmem_snacks2_109	 1	 15	 ClickBalls5.bmp	 7.947207e+02	 12	 999000	 120	 999000	 999	 7.957399e+02	 683.33	 683.33	 8.00	 17	 5.91	 
bmem_snacks2_109	 1	 15	 BambaNugat.bmp	 7.967226e+02	 11	 9.303547e+02	 110	 6.834319e+02	 98	 7.977578e+02	 700.00	 683.33	 18.00	 2	 4.51	 
bmem_snacks2_109	 1	 15	 SkittlesFruits2.bmp	 7.987248e+02	 24	 999000	 240	 999000	 999	 7.997435e+02	 700.00	 683.33	 46.00	 41	 2.51	 
bmem_snacks2_109	 1	 15	 Mekupelet.bmp	 8.047316e+02	 22	 9.054260e+02	 220	 6.833923e+02	 98	 8.057679e+02	 700.00	 700.00	 45.00	 14	 2.60	 
bmem_snacks2_109	 1	 15	 Mars.bmp	 8.077350e+02	 12	 999000	 120	 999000	 999	 8.087537e+02	 700.00	 700.00	 17.00	 56	 4.64	 
bmem_snacks2_109	 1	 15	 Cheetos.bmp	 8.097206e+02	 12	 999000	 120	 999000	 999	 8.107393e+02	 700.00	 700.00	 11.00	 18	 4.98	 
bmem_snacks2_109	 1	 15	 Tictac.bmp	 8.117228e+02	 24	 999000	 240	 999000	 999	 8.127418e+02	 700.00	 700.00	 54.00	 52	 1.60	 
bmem_snacks2_109	 1	 15	 Tapuchips.bmp	 8.147262e+02	 24	 999000	 240	 999000	 999	 8.157447e+02	 700.00	 700.00	 42.00	 55	 2.76	 
bmem_snacks2_109	 1	 15	 ClickXLbrown4.bmp	 8.167284e+02	 11	 1.012699e+03	 1100	 7.000453e+02	 98	 8.177650e+02	 650.00	 700.00	 15.00	 38	 4.73	 
bmem_snacks2_109	 1	 15	 KinderJoy.bmp	 8.187306e+02	 11	 8.503079e+02	 110	 6.500723e+02	 98	 8.197667e+02	 666.67	 700.00	 12.00	 3	 4.87	 
bmem_snacks2_109	 1	 15	 Mentos.bmp	 8.207329e+02	 11	 9.360136e+02	 110	 6.667403e+02	 98	 8.217694e+02	 683.33	 700.00	 13.00	 46	 4.82	 
bmem_snacks2_109	 1	 15	 Shugi.bmp	 8.237192e+02	 11	 9.097366e+02	 110	 6.834146e+02	 98	 8.247548e+02	 700.00	 700.00	 10.00	 26	 5.00	 
bmem_snacks2_109	 1	 15	 Bounty.bmp	 8.257219e+02	 24	 999000	 240	 999000	 999	 8.267414e+02	 700.00	 700.00	 58.00	 44	 0.62	 
bmem_snacks2_109	 1	 15	 ChocolateParaCookies5.bmp	 8.277241e+02	 11	 8.808583e+02	 110	 7.000736e+02	 98	 8.287598e+02	 716.67	 700.00	 7.00	 20	 5.98	 
bmem_snacks2_109	 1	 15	 Popco.bmp	 8.297263e+02	 12	 999000	 120	 999000	 999	 8.307449e+02	 716.67	 700.00	 20.00	 53	 4.11	 
bmem_snacks2_109	 1	 15	 ChocolateParaMarir2.bmp	 8.317285e+02	 24	 999000	 240	 999000	 999	 8.327472e+02	 716.67	 700.00	 55.00	 58	 1.07	 
bmem_snacks2_109	 1	 15	 Tortit.bmp	 8.377353e+02	 22	 9.016455e+02	 220	 7.000609e+02	 98	 8.387698e+02	 716.67	 716.67	 50.00	 30	 2.16	 
bmem_snacks2_109	 1	 15	 KifkefMaklot2.bmp	 8.407221e+02	 24	 999000	 240	 999000	 999	 8.417411e+02	 716.67	 716.67	 49.00	 36	 2.31	 
bmem_snacks2_109	 1	 15	 PesekZman.bmp	 8.447265e+02	 24	 999000	 240	 999000	 999	 8.457455e+02	 716.67	 716.67	 41.00	 32	 2.78	 
