subjectID	order	runNum	itemName	onsetTime	shuff_trialType	RT	respInTime	AudioTime	response	fixationTime	ladder1	ladder2	bidIndex	BDMtrialIndex	bidValue
bmem_snacks2_119	 1	 5	 BambaNugat.bmp	 5.181501e+02	 12	 999000	 120	 999000	 999	 5.191677e+02	 750.00	 750.00	 19.00	 56	 5.56	 
bmem_snacks2_119	 1	 5	 Bamba.bmp	 5.231390e+02	 24	 999000	 240	 999000	 999	 5.241579e+02	 750.00	 750.00	 51.00	 6	 3.87	 
bmem_snacks2_119	 1	 5	 DoritosSourSpicy.bmp	 5.251412e+02	 11	 9.924814e+02	 110	 7.500892e+02	 98	 5.261759e+02	 766.67	 750.00	 7.00	 54	 7.02	 
bmem_snacks2_119	 1	 5	 Snickers.bmp	 5.271435e+02	 11	 9.742248e+02	 110	 7.667017e+02	 98	 5.281782e+02	 783.33	 750.00	 18.00	 45	 5.60	 
bmem_snacks2_119	 1	 5	 SkittlesSour4.bmp	 5.331502e+02	 22	 1.047545e+03	 2200	 7.500897e+02	 98	 5.341857e+02	 783.33	 700.00	 53.00	 32	 3.82	 
bmem_snacks2_119	 1	 5	 KinderJoy.bmp	 5.351358e+02	 12	 999000	 120	 999000	 999	 5.361542e+02	 783.33	 700.00	 4.00	 42	 8.18	 
bmem_snacks2_119	 1	 5	 Halva2.bmp	 5.381391e+02	 12	 999000	 120	 999000	 999	 5.391571e+02	 783.33	 700.00	 9.00	 21	 6.42	 
bmem_snacks2_119	 1	 5	 BisliOnion.bmp	 5.401413e+02	 24	 999000	 240	 999000	 999	 5.411594e+02	 783.33	 700.00	 49.00	 17	 3.89	 
bmem_snacks2_119	 1	 5	 DoritosGrill.bmp	 5.441460e+02	 11	 9.877432e+02	 110	 7.834355e+02	 98	 5.451824e+02	 800.00	 700.00	 10.00	 58	 6.31	 
bmem_snacks2_119	 1	 5	 SkittlesFruits2.bmp	 5.461499e+02	 22	 8.958249e+02	 220	 7.000724e+02	 98	 5.471826e+02	 800.00	 716.67	 45.00	 46	 4.11	 
bmem_snacks2_119	 1	 5	 Bounty.bmp	 5.511371e+02	 24	 999000	 240	 999000	 999	 5.521563e+02	 800.00	 716.67	 43.00	 49	 4.33	 
bmem_snacks2_119	 1	 5	 Smarties.bmp	 5.581449e+02	 22	 9.007629e+02	 220	 7.167127e+02	 98	 5.591808e+02	 800.00	 733.33	 44.00	 55	 4.31	 
bmem_snacks2_119	 1	 5	 GumiSnakes3.bmp	 5.601472e+02	 24	 999000	 240	 999000	 999	 5.611668e+02	 800.00	 733.33	 46.00	 12	 4.04	 
bmem_snacks2_119	 1	 5	 ClickBisquit2.bmp	 5.631336e+02	 22	 9.281279e+02	 220	 7.334139e+02	 98	 5.641703e+02	 800.00	 750.00	 50.00	 18	 3.89	 
bmem_snacks2_119	 1	 5	 BisliGrill.bmp	 5.661372e+02	 24	 999000	 240	 999000	 999	 5.671563e+02	 800.00	 750.00	 39.00	 26	 4.64	 
bmem_snacks2_119	 1	 5	 DoritosNatural.bmp	 5.701417e+02	 12	 999000	 120	 999000	 999	 5.711607e+02	 800.00	 750.00	 8.00	 53	 6.47	 
bmem_snacks2_119	 1	 5	 Tapuchips.bmp	 5.741462e+02	 11	 1.027484e+03	 1100	 8.000733e+02	 98	 5.751824e+02	 750.00	 750.00	 13.00	 22	 6.07	 
bmem_snacks2_119	 1	 5	 ClickXLbrown4.bmp	 5.781339e+02	 11	 9.598298e+02	 110	 7.500349e+02	 98	 5.791693e+02	 766.67	 750.00	 12.00	 52	 6.11	 
bmem_snacks2_119	 1	 5	 Mentos.bmp	 5.811374e+02	 24	 999000	 240	 999000	 999	 5.821566e+02	 766.67	 750.00	 48.00	 5	 3.89	 
bmem_snacks2_119	 1	 5	 WerthersOriginal.bmp	 5.871442e+02	 11	 9.414891e+02	 110	 7.667449e+02	 98	 5.881790e+02	 783.33	 750.00	 15.00	 27	 5.98	 
bmem_snacks2_119	 1	 5	 Hit.bmp	 5.891464e+02	 12	 2.832981e+02	 12	 999000	 98	 5.901642e+02	 783.33	 750.00	 20.00	 10	 5.53	 
bmem_snacks2_119	 1	 5	 Loacker.bmp	 5.921497e+02	 12	 2.879812e+02	 12	 999000	 98	 5.931685e+02	 783.33	 750.00	 16.00	 16	 5.91	 
bmem_snacks2_119	 1	 5	 Tictac.bmp	 5.941353e+02	 22	 9.503886e+02	 220	 7.500503e+02	 98	 5.951718e+02	 783.33	 766.67	 52.00	 2	 3.84	 
bmem_snacks2_119	 1	 5	 Egozi.bmp	 5.961376e+02	 24	 999000	 240	 999000	 999	 5.971569e+02	 783.33	 766.67	 40.00	 47	 4.51	 
bmem_snacks2_119	 1	 5	 Keifli.bmp	 5.981398e+02	 24	 999000	 240	 999000	 999	 5.991587e+02	 783.33	 766.67	 57.00	 50	 3.76	 
bmem_snacks2_119	 1	 5	 GumiWine2.bmp	 6.011433e+02	 24	 999000	 240	 999000	 999	 6.021627e+02	 783.33	 766.67	 56.00	 28	 3.76	 
bmem_snacks2_119	 1	 5	 KifkefMaklot2.bmp	 6.051477e+02	 24	 999000	 240	 999000	 999	 6.061691e+02	 783.33	 766.67	 55.00	 15	 3.76	 
bmem_snacks2_119	 1	 5	 BabyDoll.bmp	 6.071499e+02	 24	 999000	 240	 999000	 999	 6.081680e+02	 783.33	 766.67	 58.00	 41	 3.58	 
bmem_snacks2_119	 1	 5	 ChocolateParaCookies5.bmp	 6.091355e+02	 12	 999000	 120	 999000	 999	 6.101568e+02	 783.33	 766.67	 17.00	 13	 5.71	 
bmem_snacks2_119	 1	 5	 Twist.bmp	 6.111377e+02	 24	 999000	 240	 999000	 999	 6.121592e+02	 783.33	 766.67	 42.00	 48	 4.40	 
bmem_snacks2_119	 1	 5	 Tortit.bmp	 6.131400e+02	 12	 999000	 120	 999000	 999	 6.141587e+02	 783.33	 766.67	 14.00	 51	 6.04	 
bmem_snacks2_119	 1	 5	 HappyHippo.bmp	 6.151422e+02	 24	 999000	 240	 999000	 999	 6.161602e+02	 783.33	 766.67	 41.00	 59	 4.42	 
bmem_snacks2_119	 1	 5	 Twix.bmp	 6.191468e+02	 12	 999000	 120	 999000	 999	 6.201649e+02	 783.33	 766.67	 21.00	 43	 5.49	 
bmem_snacks2_119	 1	 5	 KashitSour.bmp	 6.231343e+02	 22	 1.079430e+03	 2200	 7.667264e+02	 98	 6.241689e+02	 783.33	 716.67	 47.00	 14	 4.02	 
bmem_snacks2_119	 1	 5	 ChocolateParaMilk3.bmp	 6.251368e+02	 12	 999000	 120	 999000	 999	 6.261557e+02	 783.33	 716.67	 3.00	 25	 9.22	 
bmem_snacks2_119	 1	 5	 ClickBlackWhite3.bmp	 6.271391e+02	 24	 999000	 240	 999000	 999	 6.281583e+02	 783.33	 716.67	 54.00	 20	 3.78	 
bmem_snacks2_119	 1	 5	 Cheetos.bmp	 6.291413e+02	 12	 999000	 120	 999000	 999	 6.301600e+02	 783.33	 716.67	 11.00	 57	 6.24	 
bmem_snacks2_119	 1	 5	 KinderBuenoWhite2.bmp	 6.311436e+02	 12	 999000	 120	 999000	 999	 6.321629e+02	 783.33	 716.67	 5.00	 24	 7.33	 
bmem_snacks2_119	 1	 5	 KinderBuenoBrown3.bmp	 6.371503e+02	 12	 999000	 120	 999000	 999	 6.381696e+02	 783.33	 716.67	 6.00	 44	 7.33	 
bmem_snacks2_119	 1	 5	 CrunchShokoVanil.bmp	 6.391359e+02	 12	 999000	 120	 999000	 999	 6.401548e+02	 783.33	 716.67	 22.00	 30	 5.24	 
