subjectID	order	runNum	itemName	onsetTime	shuff_trialType	RT	respInTime	AudioTime	response	fixationTime	ladder1	ladder2	bidIndex	BDMtrialIndex	bidValue
bmem_snacks2_119	 1	 10	 Snickers.bmp	 1.160664e+02	 11	 9.389321e+02	 110	 7.167520e+02	 98	 1.171025e+02	 733.33	 716.67	 18.00	 45	 5.60	 
bmem_snacks2_119	 1	 10	 Cheetos.bmp	 1.180519e+02	 12	 999000	 120	 999000	 999	 1.190701e+02	 733.33	 716.67	 11.00	 57	 6.24	 
bmem_snacks2_119	 1	 10	 ChocolateParaCookies5.bmp	 1.220563e+02	 12	 999000	 120	 999000	 999	 1.230753e+02	 733.33	 716.67	 17.00	 13	 5.71	 
bmem_snacks2_119	 1	 10	 Tictac.bmp	 1.250598e+02	 22	 9.455570e+02	 220	 7.167519e+02	 98	 1.260957e+02	 733.33	 733.33	 52.00	 2	 3.84	 
bmem_snacks2_119	 1	 10	 Tortit.bmp	 1.270619e+02	 12	 999000	 120	 999000	 999	 1.280804e+02	 733.33	 733.33	 14.00	 51	 6.04	 
bmem_snacks2_119	 1	 10	 DoritosGrill.bmp	 1.300653e+02	 11	 9.560045e+02	 110	 7.333940e+02	 98	 1.311009e+02	 750.00	 733.33	 10.00	 58	 6.31	 
bmem_snacks2_119	 1	 10	 KifkefMaklot2.bmp	 1.340533e+02	 24	 999000	 240	 999000	 999	 1.350734e+02	 750.00	 733.33	 55.00	 15	 3.76	 
bmem_snacks2_119	 1	 10	 KinderBuenoBrown3.bmp	 1.380577e+02	 12	 999000	 120	 999000	 999	 1.390765e+02	 750.00	 733.33	 6.00	 44	 7.33	 
bmem_snacks2_119	 1	 10	 Smarties.bmp	 1.400599e+02	 22	 1.025585e+03	 2200	 7.333955e+02	 98	 1.410977e+02	 750.00	 683.33	 44.00	 55	 4.31	 
bmem_snacks2_119	 1	 10	 GumiSnakes3.bmp	 1.450656e+02	 24	 999000	 240	 999000	 999	 1.460847e+02	 750.00	 683.33	 46.00	 12	 4.04	 
bmem_snacks2_119	 1	 10	 GumiWine2.bmp	 1.470507e+02	 24	 999000	 240	 999000	 999	 1.480690e+02	 750.00	 683.33	 56.00	 28	 3.76	 
bmem_snacks2_119	 1	 10	 Mentos.bmp	 1.490534e+02	 24	 999000	 240	 999000	 999	 1.500723e+02	 750.00	 683.33	 48.00	 5	 3.89	 
bmem_snacks2_119	 1	 10	 ClickXLbrown4.bmp	 1.550601e+02	 11	 9.292032e+02	 110	 7.500742e+02	 98	 1.560961e+02	 766.67	 683.33	 12.00	 52	 6.11	 
bmem_snacks2_119	 1	 10	 KinderJoy.bmp	 1.570624e+02	 12	 999000	 120	 999000	 999	 1.580819e+02	 766.67	 683.33	 4.00	 42	 8.18	 
bmem_snacks2_119	 1	 10	 Keifli.bmp	 1.590646e+02	 24	 999000	 240	 999000	 999	 1.600841e+02	 766.67	 683.33	 57.00	 50	 3.76	 
bmem_snacks2_119	 1	 10	 BisliOnion.bmp	 1.610500e+02	 24	 999000	 240	 999000	 999	 1.620695e+02	 766.67	 683.33	 49.00	 17	 3.89	 
bmem_snacks2_119	 1	 10	 BambaNugat.bmp	 1.650546e+02	 12	 999000	 120	 999000	 999	 1.660744e+02	 766.67	 683.33	 19.00	 56	 5.56	 
bmem_snacks2_119	 1	 10	 KashitSour.bmp	 1.690591e+02	 22	 9.302128e+02	 220	 6.833786e+02	 98	 1.700942e+02	 766.67	 700.00	 47.00	 14	 4.02	 
bmem_snacks2_119	 1	 10	 Halva2.bmp	 1.720625e+02	 12	 999000	 120	 999000	 999	 1.730811e+02	 766.67	 700.00	 9.00	 21	 6.42	 
bmem_snacks2_119	 1	 10	 Twist.bmp	 1.760501e+02	 24	 999000	 240	 999000	 999	 1.770686e+02	 766.67	 700.00	 42.00	 48	 4.40	 
bmem_snacks2_119	 1	 10	 SkittlesFruits2.bmp	 1.790538e+02	 22	 9.595546e+02	 220	 7.000648e+02	 98	 1.800886e+02	 766.67	 716.67	 45.00	 46	 4.11	 
bmem_snacks2_119	 1	 10	 Twix.bmp	 1.810560e+02	 12	 999000	 120	 999000	 999	 1.820751e+02	 766.67	 716.67	 21.00	 43	 5.49	 
bmem_snacks2_119	 1	 10	 ChocolateParaMilk3.bmp	 1.850604e+02	 12	 999000	 120	 999000	 999	 1.860798e+02	 766.67	 716.67	 3.00	 25	 9.22	 
bmem_snacks2_119	 1	 10	 BabyDoll.bmp	 1.870630e+02	 24	 999000	 240	 999000	 999	 1.880805e+02	 766.67	 716.67	 58.00	 41	 3.58	 
bmem_snacks2_119	 1	 10	 ClickBisquit2.bmp	 1.890665e+02	 22	 9.548209e+02	 220	 7.167143e+02	 98	 1.900993e+02	 766.67	 733.33	 50.00	 18	 3.89	 
bmem_snacks2_119	 1	 10	 BisliGrill.bmp	 1.930527e+02	 24	 999000	 240	 999000	 999	 1.940722e+02	 766.67	 733.33	 39.00	 26	 4.64	 
