Trial	StimName	Bid	RT
1	Tortit.bmp	4.86666666667	5805
2	CrunchBisquitWhite2.bmp	6.02222222222	2919
3	BagaleShtuhim.bmp	2.66666666667	2736
4	WerthersOriginal.bmp	0.622222222222	2802
5	Popco.bmp	0.577777777778	2304
6	Bamba.bmp	9.08888888889	4655
7	Taami.bmp	4.88888888889	1949
8	SkittlesFruits2.bmp	3.86666666667	3154
9	ClickXLbrown4.bmp	9.11111111111	2403
10	KifkefMaklot2.bmp	4.86666666667	1920
11	ChocolateParaSucariotKoftzot2.bmp	1.64444444444	2836
12	Halva2.bmp	0.577777777778	2203
13	ChocolateParaMilk3.bmp	0.711111111111	3155
14	ClickBisquit2.bmp	9.08888888889	2654
15	Dubonim.bmp	4.8	2720
16	Cheetos.bmp	0.622222222222	2836
17	Apropo.bmp	2.73333333333	2902
18	Mekupelet.bmp	7.06666666667	4172
19	DoritosNatural.bmp	0.6	1701
20	KinderBuenoWhite2.bmp	2.75555555556	4121
21	BisliGrill.bmp	4.8	2487
22	Twix.bmp	5.91111111111	7727
23	ChocolateParaCookies5.bmp	3.75555555556	2253
24	DoritosGrill.bmp	0.622222222222	1885
25	Loacker.bmp	3.77777777778	4188
26	SkittlesSour4.bmp	3.73333333333	2036
27	CrunchShokoVanil.bmp	1.66666666667	3270
28	HispusimShatiah.bmp	0.533333333333	2153
29	KashitSour.bmp	0.6	3152
30	GumiWine2.bmp	0.488888888889	3522
31	Egozi.bmp	2.66666666667	1768
32	Shugi.bmp	1.64444444444	1851
33	TapuchipsCrunch.bmp	2.71111111111	2287
34	Mars.bmp	1.6	2084
35	Mentos.bmp	0.644444444444	4054
36	BambaNugat.bmp	2.71111111111	2505
37	GumiSnakes3.bmp	0.555555555556	2704
38	ClickXLwhite4.bmp	2.66666666667	4940
39	ChocolateParaMarir2.bmp	1.57777777778	2100
40	HappyHippo.bmp	3.8	2618
41	BabyDoll.bmp	0.6	1721
42	Keifli.bmp	3.84444444444	9158
43	Tictac.bmp	0.733333333333	2303
44	BisliPizza3.bmp	0.688888888889	5004
45	Hit.bmp	0.555555555556	3176
46	ClickBlackWhite3.bmp	2.73333333333	2533
47	DoritosSourSpicy.bmp	1.68888888889	3539
48	PesekZman.bmp	5.88888888889	5107
49	Kitkat.bmp	5.91111111111	2217
50	ClickBalls5.bmp	3.84444444444	3673
51	CrunchBisquitBrown3.bmp	8.0	2003
52	Twist.bmp	3.77777777778	2302
53	Snickers.bmp	2.68888888889	3488
54	BambaSweet.bmp	1.66666666667	1770
55	KinderBuenoBrown3.bmp	2.77777777778	2186
56	Smarties.bmp	2.64444444444	5523
57	Tapuchips.bmp	3.71111111111	2620
58	BisliOnion.bmp	3.73333333333	3671
59	KinderJoy.bmp	0.533333333333	2285
60	Bounty.bmp	0.6	2671
