subjid test_comp runnum runtrial itemname onsettime trialtype RT respInTime Ausdiotime response fixationtime ladder1 ladder2 bidindex itemnameIndex bid
BMS_083 arizona 4 1 Laffytaffyred_one.bmp 4.801846e+00 21 1.119397e+00 210 9.512926e-01 98 6.04 1.016667e+03 9.666667e+02 45 30 0.433333
BMS_083 arizona 4 2 Milano.bmp 9.603692e+00 12 999 120 999 999 10.82 1.016667e+03 9.666667e+02 21 33 2.073333
BMS_083 arizona 4 3 Butterfinger.bmp 1.440558e+01 22 999 220 999 999 15.62 1.016667e+03 9.666667e+02 37 6 1.053333
BMS_083 arizona 4 4 Keeblerfudgestripes.bmp 1.920743e+01 22 999 220 999 999 20.42 1.016667e+03 9.666667e+02 34 28 1.180000
BMS_083 arizona 4 5 Crunch.bmp 2.400923e+01 11 1.266038e+00 1100 1.017882e+00 98 25.23 9.666667e+02 9.666667e+02 14 12 2.393333
BMS_083 arizona 4 6 100grand_small.bmp 2.881112e+01 12 999 120 999 999 30.03 9.666667e+02 9.666667e+02 17 1 2.100000
BMS_083 arizona 4 7 PringlesRed.bmp 3.361292e+01 12 999 120 999 999 34.83 9.666667e+02 9.666667e+02 15 43 2.380000
BMS_083 arizona 4 8 PopTartsStrawberry.bmp 3.841481e+01 22 999 220 999 999 39.63 9.666667e+02 9.666667e+02 33 42 1.286667
BMS_083 arizona 4 9 Milkduds.bmp 4.321661e+01 11 1.116682e+00 110 9.667399e-01 98 44.43 9.833333e+02 9.666667e+02 12 34 2.720000
BMS_083 arizona 4 10 FlamingCheetos.bmp 4.800179e+01 21 1.180435e+00 210 9.677477e-01 98 49.22 9.833333e+02 9.833333e+02 49 17 0.200000
BMS_083 arizona 4 11 Lollipopred.bmp 5.280368e+01 22 999 220 999 999 54.02 9.833333e+02 9.833333e+02 55 32 0.013333
BMS_083 arizona 4 12 PayDay.bmp 5.760552e+01 22 999 220 999 999 58.82 9.833333e+02 9.833333e+02 48 39 0.213333
BMS_083 arizona 4 13 Jollyrancherred.bmp 6.240733e+01 22 999 220 999 999 63.62 9.833333e+02 9.833333e+02 54 27 0.026667
BMS_083 arizona 4 14 Whatchamacallit.bmp 6.720921e+01 21 1.053127e+00 210 9.834012e-01 98 68.43 9.833333e+02 1.000000e+03 39 56 0.806667
BMS_083 arizona 4 15 MrGoodbar.bmp 7.201102e+01 12 999 120 999 999 73.23 9.833333e+02 1.000000e+03 6 36 2.966667
BMS_083 arizona 4 16 AnimalCrackers.bmp 7.681291e+01 22 999 220 999 999 78.03 9.833333e+02 1.000000e+03 36 4 1.146667
BMS_083 arizona 4 17 Sourpatch.bmp 8.161475e+01 22 999 220 999 999 82.83 9.833333e+02 1.000000e+03 51 52 0.093333
BMS_083 arizona 4 18 Ghiradelli_milk.bmp 8.641660e+01 12 999 120 999 999 87.63 9.833333e+02 1.000000e+03 3 21 2.986667
BMS_083 arizona 4 19 Twix.bmp 9.120173e+01 22 999 220 999 999 92.42 9.833333e+02 1.000000e+03 46 55 0.393333
BMS_083 arizona 4 20 Skittles.bmp 9.600358e+01 11 1.296765e+00 1100 9.834149e-01 98 97.22 9.333333e+02 1.000000e+03 8 48 2.860000
BMS_083 arizona 4 21 Fritos.bmp 1.008055e+02 12 999 120 999 999 102.02 9.333333e+02 1.000000e+03 23 18 2.000000
BMS_083 arizona 4 22 Goldfish.bmp 1.056073e+02 22 999 220 999 999 106.82 9.333333e+02 1.000000e+03 40 23 0.793333
BMS_083 arizona 4 23 KitKat_small.bmp 1.104091e+02 12 999 120 999 999 111.63 9.333333e+02 1.000000e+03 5 29 2.980000
BMS_083 arizona 4 24 Ghiradelli_milk_Almonds.bmp 1.152110e+02 12 999 120 999 999 116.43 9.333333e+02 1.000000e+03 11 22 2.733333
BMS_083 arizona 4 25 Redvines_small.bmp 1.200128e+02 22 999 220 999 999 121.23 9.333333e+02 1.000000e+03 52 44 0.060000
BMS_083 arizona 4 26 ChipsAhoy_small.bmp 1.248147e+02 12 999 120 999 999 126.03 9.333333e+02 1.000000e+03 2 10 2.986667
BMS_083 arizona 4 27 Oreos.bmp 1.296165e+02 12 999 120 999 999 130.83 9.333333e+02 1.000000e+03 20 38 2.080000
BMS_083 arizona 4 28 Snickers.bmp 1.344017e+02 22 999 220 999 999 135.62 9.333333e+02 1.000000e+03 42 50 0.620000
BMS_083 arizona 4 29 RitzBitz2.bmp 1.392036e+02 21 1.197721e+00 210 1.000080e+00 98 140.42 9.333333e+02 1.016667e+03 43 47 0.573333
BMS_083 arizona 4 30 PeanutMMs.bmp 1.440054e+02 12 999 120 999 999 145.22 9.333333e+02 1.016667e+03 9 40 2.846667
BMS_083 arizona 4 31 Nutterbutter.bmp 1.488072e+02 12 999 120 999 999 150.02 9.333333e+02 1.016667e+03 24 37 1.926667
BMS_083 arizona 4 32 FrootLoops.bmp 1.536091e+02 11 1.124178e+00 110 9.334072e-01 98 154.83 9.500000e+02 1.016667e+03 18 19 2.100000
BMS_083 arizona 4 33 Milkduds.bmp 1.584109e+02 11 1.095363e+00 110 9.500831e-01 98 159.63 9.666667e+02 1.016667e+03 12 34 2.720000
BMS_083 arizona 4 34 PopTartsStrawberry.bmp 1.632128e+02 22 999 220 999 999 164.43 9.666667e+02 1.016667e+03 33 42 1.286667
BMS_083 arizona 4 35 RitzBitz2.bmp 1.680146e+02 21 1.180661e+00 210 1.016750e+00 98 169.23 9.666667e+02 1.033333e+03 43 47 0.573333
BMS_083 arizona 4 36 KitKat_small.bmp 1.728165e+02 12 999 120 999 999 174.03 9.666667e+02 1.033333e+03 5 29 2.980000
BMS_083 arizona 4 37 Crunch.bmp 1.776017e+02 11 1.161609e+00 110 9.667359e-01 98 178.82 9.833333e+02 1.033333e+03 14 12 2.393333
BMS_083 arizona 4 38 100grand_small.bmp 1.824035e+02 12 999 120 999 999 183.62 9.833333e+02 1.033333e+03 17 1 2.100000
BMS_083 arizona 4 39 Snickers.bmp 1.872053e+02 22 999 220 999 999 188.42 9.833333e+02 1.033333e+03 42 50 0.620000
BMS_083 arizona 4 40 FlamingCheetos.bmp 1.920072e+02 21 1.210992e+00 2100 1.033406e+00 98 193.22 9.833333e+02 9.833333e+02 49 17 0.200000
BMS_083 arizona 4 41 Twix.bmp 1.968090e+02 22 999 220 999 999 198.03 9.833333e+02 9.833333e+02 46 55 0.393333
BMS_083 arizona 4 42 FrootLoops.bmp 2.016108e+02 11 1.114451e+00 110 9.834235e-01 98 202.83 1.000000e+03 9.833333e+02 18 19 2.100000
BMS_083 arizona 4 43 Nutterbutter.bmp 2.064127e+02 12 999 120 999 999 207.63 1.000000e+03 9.833333e+02 24 37 1.926667
BMS_083 arizona 4 44 Ghiradelli_milk_Almonds.bmp 2.112145e+02 12 999 120 999 999 212.43 1.000000e+03 9.833333e+02 11 22 2.733333
BMS_083 arizona 4 45 Oreos.bmp 2.160164e+02 12 999 120 999 999 217.23 1.000000e+03 9.833333e+02 20 38 2.080000
BMS_083 arizona 4 46 Sourpatch.bmp 2.208016e+02 22 999 220 999 999 222.02 1.000000e+03 9.833333e+02 51 52 0.093333
BMS_083 arizona 4 47 Butterfinger.bmp 2.256034e+02 22 999 220 999 999 226.82 1.000000e+03 9.833333e+02 37 6 1.053333
BMS_083 arizona 4 48 PringlesRed.bmp 2.304053e+02 12 999 120 999 999 231.62 1.000000e+03 9.833333e+02 15 43 2.380000
BMS_083 arizona 4 49 Keeblerfudgestripes.bmp 2.352071e+02 22 999 220 999 999 236.42 1.000000e+03 9.833333e+02 34 28 1.180000
BMS_083 arizona 4 50 Ghiradelli_milk.bmp 2.400090e+02 12 999 120 999 999 241.23 1.000000e+03 9.833333e+02 3 21 2.986667
BMS_083 arizona 4 51 AnimalCrackers.bmp 2.448108e+02 22 999 220 999 999 246.03 1.000000e+03 9.833333e+02 36 4 1.146667
BMS_083 arizona 4 52 Fritos.bmp 2.496127e+02 12 999 120 999 999 250.83 1.000000e+03 9.833333e+02 23 18 2.000000
BMS_083 arizona 4 53 PeanutMMs.bmp 2.544145e+02 12 999 120 999 999 255.63 1.000000e+03 9.833333e+02 9 40 2.846667
BMS_083 arizona 4 54 Lollipopred.bmp 2.592163e+02 22 999 220 999 999 260.43 1.000000e+03 9.833333e+02 55 32 0.013333
BMS_083 arizona 4 55 Laffytaffyred_one.bmp 2.640015e+02 21 1.129690e+00 210 9.834046e-01 98 265.22 1.000000e+03 1.000000e+03 45 30 0.433333
BMS_083 arizona 4 56 Milano.bmp 2.688033e+02 12 999 120 999 999 270.02 1.000000e+03 1.000000e+03 21 33 2.073333
BMS_083 arizona 4 57 Jollyrancherred.bmp 2.736052e+02 22 999 220 999 999 274.82 1.000000e+03 1.000000e+03 54 27 0.026667
BMS_083 arizona 4 58 MrGoodbar.bmp 2.784071e+02 12 999 120 999 999 279.62 1.000000e+03 1.000000e+03 6 36 2.966667
BMS_083 arizona 4 59 PayDay.bmp 2.832089e+02 22 999 220 999 999 284.43 1.000000e+03 1.000000e+03 48 39 0.213333
BMS_083 arizona 4 60 Goldfish.bmp 2.880108e+02 22 999 220 999 999 289.23 1.000000e+03 1.000000e+03 40 23 0.793333
BMS_083 arizona 4 61 Skittles.bmp 2.928126e+02 11 1.204579e+00 1100 1.000070e+00 98 294.03 9.500000e+02 1.000000e+03 8 48 2.860000
