subjid test_comp runnum runtrial itemname onsettime trialtype RT respInTime Ausdiotime response fixationtime ladder1 ladder2 bidindex itemnameIndex bid
BMS_080 arizona 2 1 MrGoodbar.bmp 4.818518e+00 22 999 220 999 999 6.04 9.500000e+02 9.500000e+02 37 36 1.620000
BMS_080 arizona 2 2 RitzBitz2.bmp 9.603693e+00 12 999 120 999 999 10.82 9.500000e+02 9.500000e+02 14 47 2.406667
BMS_080 arizona 2 3 Butterfinger.bmp 1.440554e+01 22 999 220 999 999 15.62 9.500000e+02 9.500000e+02 51 6 0.720000
BMS_080 arizona 2 4 Sourpatch.bmp 1.920738e+01 12 999 120 999 999 20.42 9.500000e+02 9.500000e+02 23 52 2.140000
BMS_080 arizona 2 5 TeddyGrahamschocolate.bmp 2.400927e+01 12 999 120 999 999 25.23 9.500000e+02 9.500000e+02 8 53 2.700000
BMS_080 arizona 2 6 Snickers.bmp 2.881108e+01 22 999 220 999 999 30.03 9.500000e+02 9.500000e+02 34 50 1.740000
BMS_080 arizona 2 7 PeanutMMs.bmp 3.361292e+01 12 999 120 999 999 34.83 9.500000e+02 9.500000e+02 5 40 2.840000
BMS_080 arizona 2 8 Keeblerfudgestripes.bmp 3.841481e+01 12 999 120 999 999 39.63 9.500000e+02 9.500000e+02 21 28 2.200000
BMS_080 arizona 2 9 PopTartsCinnamon.bmp 4.321662e+01 22 999 220 999 999 44.43 9.500000e+02 9.500000e+02 33 41 1.740000
BMS_080 arizona 2 10 BabyRuth.bmp 4.801846e+01 21 1.321542e+00 2100 9.512251e-01 98 49.24 9.500000e+02 9.000000e+02 46 5 1.193333
BMS_080 arizona 2 11 KitKat_small.bmp 5.280368e+01 12 999 120 999 999 54.02 9.500000e+02 9.000000e+02 6 29 2.786667
BMS_080 arizona 2 12 SourSkittles.bmp 5.760548e+01 11 1.168515e+00 110 9.532216e-01 98 58.82 9.666667e+02 9.000000e+02 11 51 2.600000
BMS_080 arizona 2 13 PringlesRed.bmp 6.240737e+01 12 999 120 999 999 63.62 9.666667e+02 9.000000e+02 20 43 2.246667
BMS_080 arizona 2 14 Milkduds.bmp 6.720917e+01 12 999 120 999 999 68.43 9.666667e+02 9.000000e+02 12 34 2.593333
BMS_080 arizona 2 15 Twix.bmp 7.201106e+01 11 1.196947e+00 110 9.667854e-01 98 73.23 9.833333e+02 9.000000e+02 9 55 2.660000
BMS_080 arizona 2 16 FigNewton_small.bmp 7.681286e+01 22 999 220 999 999 78.03 9.833333e+02 9.000000e+02 49 16 1.060000
