subjid test_comp runnum runtrial itemname onsettime trialtype RT respInTime Ausdiotime response fixationtime ladder1 ladder2 bidindex itemnameIndex bid
BMS_088 ariozona 2 1 Twix.bmp 4.801889e+00 12 999 120 999 999 6.04 9.500000e+02 9.500000e+02 12 55 1.986667
BMS_088 ariozona 2 2 100grand_small.bmp 9.603695e+00 21 1.198550e+00 210 9.511820e-01 98 10.82 9.500000e+02 9.666667e+02 42 1 1.026667
BMS_088 ariozona 2 3 Chocolate_mm.bmp 1.440558e+01 12 999 120 999 999 15.62 9.500000e+02 9.666667e+02 8 11 2.006667
BMS_088 ariozona 2 4 FamousAmos_small.bmp 1.920743e+01 11 1.124900e+00 110 9.513455e-01 98 20.42 9.666667e+02 9.666667e+02 9 15 2.000000
BMS_088 ariozona 2 5 Laysclassic.bmp 2.400923e+01 12 999 120 999 999 25.23 9.666667e+02 9.666667e+02 20 31 1.073333
BMS_088 ariozona 2 6 Slimjim.bmp 2.881112e+01 21 1.176190e+00 210 9.667532e-01 98 30.03 9.666667e+02 9.833333e+02 48 49 0.126667
BMS_088 ariozona 2 7 Keeblerfudgestripes.bmp 3.361293e+01 22 999 220 999 999 34.83 9.666667e+02 9.833333e+02 43 28 1.020000
BMS_088 ariozona 2 8 Granolabar.bmp 3.841477e+01 22 999 220 999 999 39.63 9.666667e+02 9.833333e+02 49 24 0.113333
BMS_088 ariozona 2 9 Sourpatch.bmp 4.321666e+01 12 999 120 999 999 44.43 9.666667e+02 9.833333e+02 18 52 1.086667
BMS_088 ariozona 2 10 Doritosranch.bmp 4.803514e+01 12 999 120 999 999 49.25 9.666667e+02 9.833333e+02 5 13 2.020000
BMS_088 ariozona 2 11 Goldfish.bmp 5.280368e+01 11 1.139642e+00 110 9.667346e-01 98 54.02 9.833333e+02 9.833333e+02 17 23 1.086667
BMS_088 ariozona 2 12 Jollyrancherred.bmp 5.760549e+01 21 1.165837e+00 210 9.834011e-01 98 58.82 9.833333e+02 1.000000e+03 46 27 0.153333
BMS_088 ariozona 2 13 Toberlorone.bmp 6.240733e+01 11 1.234051e+00 1100 9.834117e-01 98 63.62 9.333333e+02 1.000000e+03 15 54 1.100000
BMS_088 ariozona 2 14 Oreos.bmp 6.720918e+01 11 1.128147e+00 110 9.333966e-01 98 68.43 9.500000e+02 1.000000e+03 11 38 1.986667
BMS_088 ariozona 2 15 Hersheymilk_several.bmp 7.201107e+01 22 999 220 999 999 73.23 9.500000e+02 1.000000e+03 39 26 1.040000
BMS_088 ariozona 2 16 SourSkittles.bmp 7.681292e+01 12 999 120 999 999 78.03 9.500000e+02 1.000000e+03 24 51 1.066667
BMS_088 ariozona 2 17 FigNewton_small.bmp 8.161476e+01 22 999 220 999 999 82.83 9.500000e+02 1.000000e+03 52 16 0.100000
BMS_088 ariozona 2 18 Ghiradelli_milk.bmp 8.641661e+01 12 999 120 999 999 87.63 9.500000e+02 1.000000e+03 6 21 2.013333
BMS_088 ariozona 2 19 FrootLoops.bmp 9.120178e+01 22 999 220 999 999 92.42 9.500000e+02 1.000000e+03 55 19 0.093333
BMS_088 ariozona 2 20 FlamingCheetos.bmp 9.600359e+01 12 999 120 999 999 97.22 9.500000e+02 1.000000e+03 21 17 1.066667
BMS_088 ariozona 2 21 Lollipopred.bmp 1.008055e+02 22 999 220 999 999 102.02 9.500000e+02 1.000000e+03 34 32 1.046667
BMS_088 ariozona 2 22 PringlesRed.bmp 1.056073e+02 22 999 220 999 999 106.82 9.500000e+02 1.000000e+03 36 43 1.046667
BMS_088 ariozona 2 23 Snickers.bmp 1.104092e+02 12 999 120 999 999 111.63 9.500000e+02 1.000000e+03 23 50 1.066667
BMS_088 ariozona 2 24 PopTartsCinnamon.bmp 1.152110e+02 22 999 220 999 999 116.43 9.500000e+02 1.000000e+03 33 41 1.053333
BMS_088 ariozona 2 25 Reeses.bmp 1.200128e+02 22 999 220 999 999 121.23 9.500000e+02 1.000000e+03 45 45 1.013333
BMS_088 ariozona 2 26 RitzBitz2.bmp 1.248147e+02 22 999 220 999 999 126.03 9.500000e+02 1.000000e+03 37 47 1.046667
BMS_088 ariozona 2 27 Riprolls.bmp 1.296166e+02 22 999 220 999 999 130.83 9.500000e+02 1.000000e+03 54 46 0.100000
BMS_088 ariozona 2 28 AnimalCrackers.bmp 1.344017e+02 21 1.189665e+00 210 1.000077e+00 98 135.62 9.500000e+02 1.016667e+03 40 4 1.033333
BMS_088 ariozona 2 29 ChipsAhoy_small.bmp 1.392035e+02 12 999 120 999 999 140.42 9.500000e+02 1.016667e+03 14 10 1.966667
BMS_088 ariozona 2 30 CheesyDoritos.bmp 1.440054e+02 12 999 120 999 999 145.22 9.500000e+02 1.016667e+03 3 7 2.026667
BMS_088 ariozona 2 31 Redvines_small.bmp 1.488072e+02 22 999 220 999 999 150.02 9.500000e+02 1.016667e+03 51 44 0.106667
BMS_088 ariozona 2 32 Butterfinger.bmp 1.536091e+02 12 999 120 999 999 154.83 9.500000e+02 1.016667e+03 2 6 2.040000
BMS_088 ariozona 2 33 Jollyrancherred.bmp 1.584109e+02 21 1.202328e+00 2100 1.016747e+00 98 159.63 9.500000e+02 9.666667e+02 46 27 0.153333
BMS_088 ariozona 2 34 FlamingCheetos.bmp 1.632128e+02 12 999 120 999 999 164.43 9.500000e+02 9.666667e+02 21 17 1.066667
BMS_088 ariozona 2 35 FrootLoops.bmp 1.680146e+02 22 999 220 999 999 169.23 9.500000e+02 9.666667e+02 55 19 0.093333
BMS_088 ariozona 2 36 Slimjim.bmp 1.728165e+02 21 1.156877e+00 210 9.667548e-01 98 174.03 9.500000e+02 9.833333e+02 48 49 0.126667
BMS_088 ariozona 2 37 PringlesRed.bmp 1.776017e+02 22 999 220 999 999 178.82 9.500000e+02 9.833333e+02 36 43 1.046667
BMS_088 ariozona 2 38 Oreos.bmp 1.824035e+02 11 1.150757e+00 110 9.500785e-01 98 183.62 9.666667e+02 9.833333e+02 11 38 1.986667
BMS_088 ariozona 2 39 Twix.bmp 1.872053e+02 12 999 120 999 999 188.42 9.666667e+02 9.833333e+02 12 55 1.986667
BMS_088 ariozona 2 40 Chocolate_mm.bmp 1.920072e+02 12 999 120 999 999 193.22 9.666667e+02 9.833333e+02 8 11 2.006667
BMS_088 ariozona 2 41 Doritosranch.bmp 1.968090e+02 12 999 120 999 999 198.03 9.666667e+02 9.833333e+02 5 13 2.020000
BMS_088 ariozona 2 42 Ghiradelli_milk.bmp 2.016109e+02 12 999 120 999 999 202.83 9.666667e+02 9.833333e+02 6 21 2.013333
BMS_088 ariozona 2 43 Snickers.bmp 2.064127e+02 12 999 120 999 999 207.63 9.666667e+02 9.833333e+02 23 50 1.066667
BMS_088 ariozona 2 44 ChipsAhoy_small.bmp 2.112312e+02 12 999 120 999 999 212.45 9.666667e+02 9.833333e+02 14 10 1.966667
BMS_088 ariozona 2 45 SourSkittles.bmp 2.160164e+02 12 999 120 999 999 217.23 9.666667e+02 9.833333e+02 24 51 1.066667
BMS_088 ariozona 2 46 100grand_small.bmp 2.208016e+02 21 1.180764e+00 210 9.834215e-01 98 222.02 9.666667e+02 1.000000e+03 42 1 1.026667
BMS_088 ariozona 2 47 AnimalCrackers.bmp 2.256035e+02 21 1.180867e+00 210 1.000069e+00 98 226.82 9.666667e+02 1.016667e+03 40 4 1.033333
BMS_088 ariozona 2 48 PopTartsCinnamon.bmp 2.304053e+02 22 999 220 999 999 231.62 9.666667e+02 1.016667e+03 33 41 1.053333
