subjid test_comp runnum runtrial itemname onsettime trialtype RT respInTime Ausdiotime response fixationtime ladder1 ladder2 bidindex itemnameIndex bid
BMS_069 arizona 3 1 Skittles.bmp 4.802370e+00 22 999 220 999 999 6.04 1.083333e+03 1.016667e+03 37 48 0.953333
BMS_069 arizona 3 2 FrootLoops.bmp 9.604217e+00 22 999 220 999 999 10.82 1.083333e+03 1.016667e+03 54 19 0.513333
BMS_069 arizona 3 3 Redvines_small.bmp 1.440606e+01 22 999 220 999 999 15.62 1.083333e+03 1.016667e+03 51 44 0.546667
BMS_069 arizona 3 4 RitzBitz2.bmp 1.920795e+01 11 1.074468e+00 11 1.084624e+00 98 20.42 1100 1.016667e+03 14 47 1.126667
BMS_069 arizona 3 5 MilkyWay.bmp 2.400980e+01 22 999 220 999 999 25.23 1100 1.016667e+03 48 35 0.713333
BMS_069 arizona 3 6 Whatchamacallit.bmp 2.881160e+01 12 999 120 999 999 30.03 1100 1.016667e+03 5 56 1.306667
BMS_069 arizona 3 7 Sourpatch.bmp 3.361345e+01 12 999 120 999 999 34.83 1100 1.016667e+03 15 52 1.113333
BMS_069 arizona 3 8 BabyRuth.bmp 3.841530e+01 22 999 220 999 999 39.63 1100 1.016667e+03 33 5 0.993333
BMS_069 arizona 3 9 Hersheykisses.bmp 4.321718e+01 22 999 220 999 999 44.43 1100 1.016667e+03 55 25 0.433333
BMS_069 arizona 3 10 Reeses.bmp 4.800236e+01 21 1.127989e+00 210 1.017752e+00 98 49.22 1100 1.033333e+03 43 45 0.886667
BMS_069 arizona 3 11 Snickers.bmp 5.280420e+01 11 1.058113e+00 11 1.100078e+00 98 54.02 1.116667e+03 1.033333e+03 12 50 1.173333
BMS_069 arizona 3 12 PringlesRed.bmp 5.760605e+01 22 999 220 999 999 58.82 1.116667e+03 1.033333e+03 42 43 0.886667
BMS_069 arizona 3 13 PeanutMMs.bmp 6.244124e+01 12 999 120 999 999 63.66 1.116667e+03 1.033333e+03 24 40 1.026667
BMS_069 arizona 3 14 Jollyrancherred.bmp 6.720970e+01 21 1.198715e+00 210 1.033422e+00 98 68.43 1.116667e+03 1.050000e+03 45 27 0.846667
BMS_069 arizona 3 15 FigNewton_small.bmp 7.201155e+01 12 999 120 999 999 73.23 1.116667e+03 1.050000e+03 6 16 1.273333
BMS_069 arizona 3 16 Laysclassic.bmp 7.681344e+01 12 999 120 999 999 78.03 1.116667e+03 1.050000e+03 20 31 1.060000
BMS_069 arizona 3 17 Milkduds.bmp 8.161528e+01 22 999 220 999 999 82.83 1.116667e+03 1.050000e+03 52 34 0.526667
BMS_069 arizona 3 18 Funyuns_small.bmp 8.641713e+01 12 999 120 999 999 87.63 1.116667e+03 1.050000e+03 21 20 1.046667
BMS_069 arizona 3 19 Granolabar.bmp 9.120226e+01 12 999 120 999 999 92.42 1.116667e+03 1.050000e+03 9 24 1.193333
BMS_069 arizona 3 20 Milano.bmp 9.600411e+01 12 999 120 999 999 97.22 1.116667e+03 1.050000e+03 2 33 1.453333
BMS_069 arizona 3 21 Fritos.bmp 1.008060e+02 22 999 220 999 999 102.02 1.116667e+03 1.050000e+03 40 18 0.906667
BMS_069 arizona 3 22 MrGoodbar.bmp 1.056078e+02 12 999 120 999 999 106.82 1.116667e+03 1.050000e+03 23 36 1.033333
BMS_069 arizona 3 23 FlamingCheetos.bmp 1.104096e+02 12 999 120 999 999 111.63 1.116667e+03 1.050000e+03 11 17 1.180000
BMS_069 arizona 3 24 3Musketeers.bmp 1.152115e+02 21 9.358526e-01 21 1.050066e+00 98 116.43 1.116667e+03 1.066667e+03 49 2 0.686667
BMS_069 arizona 3 25 Ghiradelli_milk_Almonds.bmp 1.200133e+02 12 999 120 999 999 121.23 1.116667e+03 1.066667e+03 3 22 1.426667
BMS_069 arizona 3 26 Oreos.bmp 1.248152e+02 12 999 120 999 999 126.03 1.116667e+03 1.066667e+03 17 38 1.080000
BMS_069 arizona 3 27 PayDay.bmp 1.296171e+02 22 999 220 999 999 130.83 1.116667e+03 1.066667e+03 46 39 0.800000
BMS_069 arizona 3 28 Doritosranch.bmp 1.344022e+02 22 999 220 999 999 135.62 1.116667e+03 1.066667e+03 34 13 0.986667
BMS_069 arizona 3 29 Chocolate_mm.bmp 1.392041e+02 21 1.154334e+00 210 1.066734e+00 98 140.42 1.116667e+03 1.083333e+03 39 11 0.926667
BMS_069 arizona 3 30 Cheetos.bmp 1.440059e+02 22 999 220 999 999 145.22 1.116667e+03 1.083333e+03 36 8 0.960000
BMS_069 arizona 3 31 Laffytaffyred_one.bmp 1.488077e+02 11 9.806849e-01 11 1.116760e+00 98 150.02 1.133333e+03 1.083333e+03 8 30 1.206667
BMS_069 arizona 3 32 Goldfish.bmp 1.536096e+02 11 1.079833e+00 11 1.133403e+00 98 154.83 1.150000e+03 1.083333e+03 18 23 1.073333
BMS_069 arizona 3 33 PeanutMMs.bmp 1.584115e+02 12 999 120 999 999 159.63 1.150000e+03 1.083333e+03 24 40 1.026667
BMS_069 arizona 3 34 Reeses.bmp 1.632133e+02 21 1.080110e+00 21 1.083422e+00 98 164.43 1.150000e+03 1100 43 45 0.886667
BMS_069 arizona 3 35 Laffytaffyred_one.bmp 1.680152e+02 11 9.332363e-01 11 1.150089e+00 98 169.23 1.166667e+03 1100 8 30 1.206667
BMS_069 arizona 3 36 FrootLoops.bmp 1.728170e+02 22 999 220 999 999 174.03 1.166667e+03 1100 54 19 0.513333
BMS_069 arizona 3 37 MilkyWay.bmp 1.776022e+02 22 999 220 999 999 178.82 1.166667e+03 1100 48 35 0.713333
BMS_069 arizona 3 38 Whatchamacallit.bmp 1.824373e+02 12 999 120 999 999 183.65 1.166667e+03 1100 5 56 1.306667
BMS_069 arizona 3 39 Oreos.bmp 1.872059e+02 12 999 120 999 999 188.42 1.166667e+03 1100 17 38 1.080000
BMS_069 arizona 3 40 Milkduds.bmp 1.920077e+02 22 999 220 999 999 193.22 1.166667e+03 1100 52 34 0.526667
BMS_069 arizona 3 41 Funyuns_small.bmp 1.968095e+02 12 999 120 999 999 198.03 1.166667e+03 1100 21 20 1.046667
BMS_069 arizona 3 42 RitzBitz2.bmp 2.016114e+02 11 1.090070e+00 11 1.166743e+00 98 202.83 1.183333e+03 1100 14 47 1.126667
BMS_069 arizona 3 43 Redvines_small.bmp 2.064132e+02 22 999 220 999 999 207.63 1.183333e+03 1100 51 44 0.546667
BMS_069 arizona 3 44 Fritos.bmp 2.112151e+02 22 999 220 999 999 212.43 1.183333e+03 1100 40 18 0.906667
BMS_069 arizona 3 45 Milano.bmp 2.160169e+02 12 999 120 999 999 217.23 1.183333e+03 1100 2 33 1.453333
BMS_069 arizona 3 46 Goldfish.bmp 2.208021e+02 11 1.153332e+00 11 1.183414e+00 98 222.02 1.200000e+03 1100 18 23 1.073333
BMS_069 arizona 3 47 Ghiradelli_milk_Almonds.bmp 2.256040e+02 12 999 120 999 999 226.82 1.200000e+03 1100 3 22 1.426667
BMS_069 arizona 3 48 Doritosranch.bmp 2.304058e+02 22 999 220 999 999 231.62 1.200000e+03 1100 34 13 0.986667
BMS_069 arizona 3 49 Hersheykisses.bmp 2.352076e+02 22 999 220 999 999 236.42 1.200000e+03 1100 55 25 0.433333
BMS_069 arizona 3 50 Jollyrancherred.bmp 2.400262e+02 21 5.211877e-01 21 1.100087e+00 98 241.24 1.200000e+03 1.116667e+03 45 27 0.846667
BMS_069 arizona 3 51 MrGoodbar.bmp 2.448114e+02 12 999 120 999 999 246.03 1.200000e+03 1.116667e+03 23 36 1.033333
BMS_069 arizona 3 52 PayDay.bmp 2.496132e+02 22 999 220 999 999 250.83 1.200000e+03 1.116667e+03 46 39 0.800000
BMS_069 arizona 3 53 Snickers.bmp 2.544150e+02 11 1.000341e+00 110 999 98 255.63 1.200000e+03 1.116667e+03 12 50 1.173333
BMS_069 arizona 3 54 3Musketeers.bmp 2.592169e+02 21 1.301570e+00 2100 1.116757e+00 98 260.43 1.200000e+03 1.066667e+03 49 2 0.686667
BMS_069 arizona 3 55 Chocolate_mm.bmp 2.640021e+02 21 1.091379e+00 210 1.066735e+00 98 265.22 1.200000e+03 1.083333e+03 39 11 0.926667
BMS_069 arizona 3 56 Granolabar.bmp 2.688039e+02 12 999 120 999 999 270.02 1.200000e+03 1.083333e+03 9 24 1.193333
BMS_069 arizona 3 57 FlamingCheetos.bmp 2.736057e+02 12 999 120 999 999 274.82 1.200000e+03 1.083333e+03 11 17 1.180000
BMS_069 arizona 3 58 PringlesRed.bmp 2.784076e+02 22 999 220 999 999 279.62 1.200000e+03 1.083333e+03 42 43 0.886667
BMS_069 arizona 3 59 Skittles.bmp 2.832094e+02 22 999 220 999 999 284.43 1.200000e+03 1.083333e+03 37 48 0.953333
BMS_069 arizona 3 60 Sourpatch.bmp 2.880113e+02 12 999 120 999 999 289.23 1.200000e+03 1.083333e+03 15 52 1.113333
BMS_069 arizona 3 61 Laysclassic.bmp 2.928131e+02 12 999 120 999 999 294.03 1.200000e+03 1.083333e+03 20 31 1.060000
BMS_069 arizona 3 62 FigNewton_small.bmp 2.976150e+02 12 999 120 999 999 298.83 1.200000e+03 1.083333e+03 6 16 1.273333
BMS_069 arizona 3 63 BabyRuth.bmp 3.024335e+02 22 999 220 999 999 303.65 1.200000e+03 1.083333e+03 33 5 0.993333
BMS_069 arizona 3 64 Cheetos.bmp 3.072020e+02 22 999 220 999 999 308.42 1.200000e+03 1.083333e+03 36 8 0.960000
