subjid test_comp runnum runtrial itemname onsettime trialtype RT respInTime Ausdiotime response fixationtime ladder1 ladder2 bidindex itemnameIndex bid
BMS_090 arizona 3 1 3Musketeers.bmp 4.801846e+00 22 999 220 999 999 6.04 8.833333e+02 8.833333e+02 33 2 1.440000
BMS_090 arizona 3 2 Oreos.bmp 9.603692e+00 21 1.130440e+00 210 8.844539e-01 98 10.82 8.833333e+02 9.000000e+02 42 38 1.160000
BMS_090 arizona 3 3 Cheezits.bmp 1.440554e+01 12 999 120 999 999 15.62 8.833333e+02 9.000000e+02 14 9 1.993333
BMS_090 arizona 3 4 Sourpatch.bmp 1.920734e+01 12 999 120 999 999 20.42 8.833333e+02 9.000000e+02 6 52 2.386667
BMS_090 arizona 3 5 Whatchamacallit.bmp 2.400919e+01 21 1.150023e+00 210 9.000897e-01 98 25.23 8.833333e+02 9.166667e+02 40 56 1.193333
BMS_090 arizona 3 6 Twix.bmp 2.881103e+01 12 999 120 999 999 30.03 8.833333e+02 9.166667e+02 12 55 2.020000
BMS_090 arizona 3 7 Laffytaffyred_one.bmp 3.361292e+01 22 999 220 999 999 34.83 8.833333e+02 9.166667e+02 51 30 0.500000
BMS_090 arizona 3 8 ChipsAhoy_small.bmp 3.841477e+01 12 999 120 999 999 39.63 8.833333e+02 9.166667e+02 18 10 1.973333
BMS_090 arizona 3 9 Toberlorone.bmp 4.321661e+01 21 1.117620e+00 210 9.167491e-01 98 44.43 8.833333e+02 9.333333e+02 46 54 1.033333
BMS_090 arizona 3 10 Dots_one.bmp 4.800175e+01 22 999 220 999 999 49.22 8.833333e+02 9.333333e+02 55 14 0.340000
BMS_090 arizona 3 11 Nutterbutter.bmp 5.280363e+01 22 999 220 999 999 54.02 8.833333e+02 9.333333e+02 39 37 1.193333
BMS_090 arizona 3 12 Riprolls.bmp 5.760548e+01 22 999 220 999 999 58.82 8.833333e+02 9.333333e+02 45 46 1.033333
BMS_090 arizona 3 13 Doritosranch.bmp 6.240728e+01 12 999 120 999 999 63.62 8.833333e+02 9.333333e+02 3 13 2.406667
BMS_090 arizona 3 14 Milano.bmp 6.720917e+01 11 1.103038e+00 110 8.845917e-01 98 68.43 9.000000e+02 9.333333e+02 17 33 1.980000
BMS_090 arizona 3 15 Funyuns_small.bmp 7.201097e+01 11 1.156244e+00 110 9.000837e-01 98 73.23 9.166667e+02 9.333333e+02 11 20 2.020000
BMS_090 arizona 3 16 Reeses.bmp 7.681282e+01 12 999 120 999 999 78.03 9.166667e+02 9.333333e+02 24 45 1.806667
BMS_090 arizona 3 17 Jollyrancherred.bmp 8.161471e+01 22 999 220 999 999 82.83 9.166667e+02 9.333333e+02 54 27 0.380000
BMS_090 arizona 3 18 BabyRuth.bmp 8.641655e+01 12 999 120 999 999 87.63 9.166667e+02 9.333333e+02 23 5 1.813333
BMS_090 arizona 3 19 PeanutMMs.bmp 9.120173e+01 12 999 120 999 999 92.42 9.166667e+02 9.333333e+02 21 40 1.886667
BMS_090 arizona 3 20 100grand_small.bmp 9.600353e+01 22 999 220 999 999 97.22 9.166667e+02 9.333333e+02 34 1 1.346667
BMS_090 arizona 3 21 Milkduds.bmp 1.008054e+02 22 999 220 999 999 102.02 9.166667e+02 9.333333e+02 43 34 1.133333
BMS_090 arizona 3 22 Hersheymilk_several.bmp 1.056072e+02 22 999 220 999 999 106.82 9.166667e+02 9.333333e+02 49 26 0.640000
BMS_090 arizona 3 23 Cheetos.bmp 1.104091e+02 12 999 120 999 999 111.63 9.166667e+02 9.333333e+02 2 8 2.500000
BMS_090 arizona 3 24 FamousAmos_small.bmp 1.152110e+02 12 999 120 999 999 116.43 9.166667e+02 9.333333e+02 5 15 2.386667
BMS_090 arizona 3 25 Chocolate_mm.bmp 1.200128e+02 22 999 220 999 999 121.23 9.166667e+02 9.333333e+02 37 11 1.200000
BMS_090 arizona 3 26 Redvines_small.bmp 1.248146e+02 22 999 220 999 999 126.03 9.166667e+02 9.333333e+02 52 44 0.453333
BMS_090 arizona 3 27 Skittles.bmp 1.296165e+02 22 999 220 999 999 130.83 9.166667e+02 9.333333e+02 36 48 1.240000
BMS_090 arizona 3 28 Keeblerfudgestripes.bmp 1.344017e+02 11 1.210435e+00 1100 9.167440e-01 98 135.62 8.666667e+02 9.333333e+02 15 28 1.993333
BMS_090 arizona 3 29 CheesyDoritos.bmp 1.392035e+02 11 1.197777e+00 110 8.667487e-01 98 140.42 8.833333e+02 9.333333e+02 9 7 2.060000
BMS_090 arizona 3 30 Laysclassic.bmp 1.440053e+02 12 999 120 999 999 145.22 8.833333e+02 9.333333e+02 8 31 2.126667
BMS_090 arizona 3 31 Lollipopred.bmp 1.488072e+02 21 1.172092e+00 210 9.334168e-01 98 150.02 8.833333e+02 9.500000e+02 48 32 0.733333
BMS_090 arizona 3 32 AnimalCrackers.bmp 1.536090e+02 12 999 120 999 999 154.83 8.833333e+02 9.500000e+02 20 4 1.960000
BMS_090 arizona 3 33 Keeblerfudgestripes.bmp 1.584109e+02 11 1.112349e+00 110 8.833989e-01 98 159.63 9.000000e+02 9.500000e+02 15 28 1.993333
BMS_090 arizona 3 34 Milkduds.bmp 1.632127e+02 22 999 220 999 999 164.43 9.000000e+02 9.500000e+02 43 34 1.133333
BMS_090 arizona 3 35 Jollyrancherred.bmp 1.680146e+02 22 999 220 999 999 169.23 9.000000e+02 9.500000e+02 54 27 0.380000
