subjid test_comp runnum runtrial itemname onsettime trialtype RT respInTime Ausdiotime response fixationtime ladder1 ladder2 bidindex itemnameIndex bid
BMS_061 arizona 5 1 MrGoodbar.bmp 4.816801e+00 22 999 220 999 999 6.03 9.500000e+02 9.500000e+02 42 36 0.960000
BMS_061 arizona 5 2 Milkduds.bmp 9.616934e+00 12 999 120 999 999 10.83 9.500000e+02 9.500000e+02 21 34 1.786667
BMS_061 arizona 5 3 Twix.bmp 1.441707e+01 11 1.254238e+00 1100 9.512197e-01 98 15.63 9.000000e+02 9.500000e+02 12 55 2.033333
BMS_061 arizona 5 4 Skittles.bmp 1.921720e+01 12 999 120 999 999 20.43 9.000000e+02 9.500000e+02 15 48 2.006667
BMS_061 arizona 5 5 Reeses.bmp 2.401734e+01 21 1.214819e+00 2100 9.537581e-01 98 25.23 9.000000e+02 9.000000e+02 43 45 0.886667
BMS_061 arizona 5 6 Oreos.bmp 2.881747e+01 22 999 220 999 999 30.03 9.000000e+02 9.000000e+02 52 38 0.360000
BMS_061 arizona 5 7 Toberlorone.bmp 3.361760e+01 12 999 120 999 999 34.83 9.000000e+02 9.000000e+02 3 54 2.940000
BMS_061 arizona 5 8 Butterfinger.bmp 3.841774e+01 11 1.125562e+00 110 9.000952e-01 98 39.63 9.166667e+02 9.000000e+02 18 6 1.986667
BMS_061 arizona 5 9 FigNewton_small.bmp 4.321787e+01 22 999 220 999 999 44.43 9.166667e+02 9.000000e+02 33 16 1.086667
BMS_061 arizona 5 10 FrootLoops.bmp 4.800134e+01 22 999 220 999 999 49.22 9.166667e+02 9.000000e+02 51 19 0.466667
BMS_061 arizona 5 11 Keeblerfudgestripes.bmp 5.280147e+01 12 999 120 999 999 54.02 9.166667e+02 9.000000e+02 20 28 1.933333
BMS_061 arizona 5 12 Sourpatch.bmp 5.760161e+01 12 999 120 999 999 58.82 9.166667e+02 9.000000e+02 6 52 2.453333
BMS_061 arizona 5 13 Cheezits.bmp 6.240174e+01 21 1.100503e+00 210 9.001315e-01 98 63.62 9.166667e+02 9.166667e+02 45 9 0.813333
BMS_061 arizona 5 14 Goldfish.bmp 6.720187e+01 22 999 220 999 999 68.42 9.166667e+02 9.166667e+02 40 23 1.006667
BMS_061 arizona 5 15 Snickers.bmp 7.200201e+01 12 999 120 999 999 73.22 9.166667e+02 9.166667e+02 17 50 2.000000
BMS_061 arizona 5 16 KitKat_small.bmp 7.680214e+01 12 999 120 999 999 78.02 9.166667e+02 9.166667e+02 11 29 2.040000
BMS_061 arizona 5 17 Cheetos.bmp 8.160227e+01 12 999 120 999 999 82.82 9.166667e+02 9.166667e+02 9 8 2.066667
BMS_061 arizona 5 18 PopTartsCinnamon.bmp 8.640241e+01 22 999 220 999 999 87.62 9.166667e+02 9.166667e+02 36 41 1.046667
BMS_061 arizona 5 19 MilkyWay.bmp 9.120254e+01 12 999 120 999 999 92.42 9.166667e+02 9.166667e+02 24 35 1.586667
BMS_061 arizona 5 20 Hersheymilk_several.bmp 9.600268e+01 12 999 120 999 999 97.22 9.166667e+02 9.166667e+02 5 26 2.540000
BMS_061 arizona 5 21 Redvines_small.bmp 1.008028e+02 21 1.117502e+00 210 9.167663e-01 98 102.02 9.166667e+02 9.333333e+02 49 44 0.553333
BMS_061 arizona 5 22 TeddyGrahamschocolate.bmp 1.056029e+02 22 999 220 999 999 106.82 9.166667e+02 9.333333e+02 48 53 0.613333
BMS_061 arizona 5 23 Ghiradelli_milk.bmp 1.104031e+02 12 999 120 999 999 111.62 9.166667e+02 9.333333e+02 2 21 2.960000
BMS_061 arizona 5 24 SourSkittles.bmp 1.152032e+02 11 1.159024e+00 110 9.167900e-01 98 116.42 9.333333e+02 9.333333e+02 8 51 2.200000
BMS_061 arizona 5 25 100grand_small.bmp 1.200033e+02 11 1.128957e+00 110 9.334526e-01 98 121.22 9.500000e+02 9.333333e+02 14 1 2.020000
BMS_061 arizona 5 26 Whatchamacallit.bmp 1.248035e+02 22 999 220 999 999 126.02 9.500000e+02 9.333333e+02 54 56 0.300000
BMS_061 arizona 5 27 Chocolate_mm.bmp 1.296036e+02 22 999 220 999 999 130.82 9.500000e+02 9.333333e+02 37 11 1.020000
BMS_061 arizona 5 28 ChipsAhoy_small.bmp 1.344038e+02 12 999 120 999 999 135.62 9.500000e+02 9.333333e+02 23 10 1.620000
BMS_061 arizona 5 29 FamousAmos_small.bmp 1.392205e+02 22 999 220 999 999 140.44 9.500000e+02 9.333333e+02 46 15 0.760000
BMS_061 arizona 5 30 3Musketeers.bmp 1.440040e+02 21 1.225300e+00 2100 9.334481e-01 98 145.22 9.500000e+02 8.833333e+02 39 2 1.013333
BMS_061 arizona 5 31 Nutterbutter.bmp 1.488042e+02 22 999 220 999 999 150.02 9.500000e+02 8.833333e+02 34 37 1.066667
