subjid test_comp runnum runtrial itemname onsettime trialtype RT respInTime Ausdiotime response fixationtime ladder1 ladder2 bidindex itemnameIndex bid
BMS_061 arizona 4 1 Snickers.bmp 4.816804e+00 12 999 120 999 999 6.03 9.500000e+02 9.500000e+02 17 50 2.000000
BMS_061 arizona 4 2 Butterfinger.bmp 9.616936e+00 11 1.167182e+00 110 9.516624e-01 98 10.83 9.666667e+02 9.500000e+02 18 6 1.986667
BMS_061 arizona 4 3 Milkduds.bmp 1.441707e+01 12 999 120 999 999 15.63 9.666667e+02 9.500000e+02 21 34 1.786667
BMS_061 arizona 4 4 Redvines_small.bmp 1.921720e+01 21 1.165994e+00 210 9.540528e-01 98 20.43 9.666667e+02 9.666667e+02 49 44 0.553333
BMS_061 arizona 4 5 MilkyWay.bmp 2.401734e+01 12 999 120 999 999 25.23 9.666667e+02 9.666667e+02 24 35 1.586667
BMS_061 arizona 4 6 FamousAmos_small.bmp 2.881747e+01 22 999 220 999 999 30.03 9.666667e+02 9.666667e+02 46 15 0.760000
BMS_061 arizona 4 7 3Musketeers.bmp 3.361761e+01 21 1.175597e+00 210 9.667829e-01 98 34.83 9.666667e+02 9.833333e+02 39 2 1.013333
BMS_061 arizona 4 8 Ghiradelli_milk.bmp 3.841774e+01 12 999 120 999 999 39.63 9.666667e+02 9.833333e+02 2 21 2.960000
BMS_061 arizona 4 9 KitKat_small.bmp 4.320120e+01 12 999 120 999 999 44.42 9.666667e+02 9.833333e+02 11 29 2.040000
BMS_061 arizona 4 10 Nutterbutter.bmp 4.800134e+01 22 1.171699e+00 22 999 98 49.22 9.666667e+02 9.833333e+02 34 37 1.066667
BMS_061 arizona 4 11 Goldfish.bmp 5.280147e+01 22 999 220 999 999 54.02 9.666667e+02 9.833333e+02 40 23 1.006667
BMS_061 arizona 4 12 100grand_small.bmp 5.760161e+01 11 1.185578e+00 110 9.667427e-01 98 58.82 9.833333e+02 9.833333e+02 14 1 2.020000
BMS_061 arizona 4 13 TeddyGrahamschocolate.bmp 6.240174e+01 22 999 220 999 999 63.62 9.833333e+02 9.833333e+02 48 53 0.613333
BMS_061 arizona 4 14 Whatchamacallit.bmp 6.720187e+01 22 999 220 999 999 68.42 9.833333e+02 9.833333e+02 54 56 0.300000
BMS_061 arizona 4 15 Twix.bmp 7.200201e+01 11 1.176195e+00 110 9.834277e-01 98 73.22 1.000000e+03 9.833333e+02 12 55 2.033333
BMS_061 arizona 4 16 Cheetos.bmp 7.680214e+01 12 999 120 999 999 78.02 1.000000e+03 9.833333e+02 9 8 2.066667
BMS_061 arizona 4 17 Hersheymilk_several.bmp 8.160227e+01 12 999 120 999 999 82.82 1.000000e+03 9.833333e+02 5 26 2.540000
BMS_061 arizona 4 18 PopTartsCinnamon.bmp 8.640241e+01 22 999 220 999 999 87.62 1.000000e+03 9.833333e+02 36 41 1.046667
BMS_061 arizona 4 19 FrootLoops.bmp 9.120254e+01 22 999 220 999 999 92.42 1.000000e+03 9.833333e+02 51 19 0.466667
BMS_061 arizona 4 20 Reeses.bmp 9.600268e+01 21 1.205380e+00 2100 9.834613e-01 98 97.22 1.000000e+03 9.333333e+02 43 45 0.886667
BMS_061 arizona 4 21 AnimalCrackers.bmp 1.008028e+02 22 999 220 999 999 102.02 1.000000e+03 9.333333e+02 55 4 0.293333
BMS_061 arizona 4 22 Sourpatch.bmp 1.056029e+02 12 999 120 999 999 106.82 1.000000e+03 9.333333e+02 6 52 2.453333
BMS_061 arizona 4 23 Toberlorone.bmp 1.104031e+02 12 999 120 999 999 111.62 1.000000e+03 9.333333e+02 3 54 2.940000
BMS_061 arizona 4 24 Cheezits.bmp 1.152032e+02 21 1.114999e+00 210 9.334435e-01 98 116.42 1.000000e+03 9.500000e+02 45 9 0.813333
BMS_061 arizona 4 25 Skittles.bmp 1.200033e+02 12 999 120 999 999 121.22 1.000000e+03 9.500000e+02 15 48 2.006667
BMS_061 arizona 4 26 Chocolate_mm.bmp 1.248035e+02 22 999 220 999 999 126.02 1.000000e+03 9.500000e+02 37 11 1.020000
BMS_061 arizona 4 27 SourSkittles.bmp 1.296036e+02 11 1.219498e+00 1100 1.000083e+00 98 130.82 9.500000e+02 9.500000e+02 8 51 2.200000
BMS_061 arizona 4 28 MrGoodbar.bmp 1.344037e+02 22 999 220 999 999 135.62 9.500000e+02 9.500000e+02 42 36 0.960000
BMS_061 arizona 4 29 FigNewton_small.bmp 1.392039e+02 22 999 220 999 999 140.42 9.500000e+02 9.500000e+02 33 16 1.086667
BMS_061 arizona 4 30 Keeblerfudgestripes.bmp 1.440040e+02 12 999 120 999 999 145.22 9.500000e+02 9.500000e+02 20 28 1.933333
BMS_061 arizona 4 31 Oreos.bmp 1.488041e+02 22 999 220 999 999 150.02 9.500000e+02 9.500000e+02 52 38 0.360000
BMS_061 arizona 4 32 ChipsAhoy_small.bmp 1.536043e+02 12 999 120 999 999 154.82 9.500000e+02 9.500000e+02 23 10 1.620000
BMS_061 arizona 4 33 PopTartsCinnamon.bmp 1.584044e+02 22 999 220 999 999 159.62 9.500000e+02 9.500000e+02 36 41 1.046667
BMS_061 arizona 4 34 Sourpatch.bmp 1.632045e+02 12 999 120 999 999 164.42 9.500000e+02 9.500000e+02 6 52 2.453333
BMS_061 arizona 4 35 Redvines_small.bmp 1.680047e+02 21 1.150522e+00 210 9.500879e-01 98 169.22 9.500000e+02 9.666667e+02 49 44 0.553333
BMS_061 arizona 4 36 Whatchamacallit.bmp 1.728048e+02 22 999 220 999 999 174.02 9.500000e+02 9.666667e+02 54 56 0.300000
BMS_061 arizona 4 37 Keeblerfudgestripes.bmp 1.776049e+02 12 999 120 999 999 178.82 9.500000e+02 9.666667e+02 20 28 1.933333
BMS_061 arizona 4 38 Reeses.bmp 1.824051e+02 21 1.207989e+00 2100 9.667823e-01 98 183.62 9.500000e+02 9.166667e+02 43 45 0.886667
BMS_061 arizona 4 39 Skittles.bmp 1.872052e+02 12 999 120 999 999 188.42 9.500000e+02 9.166667e+02 15 48 2.006667
BMS_061 arizona 4 40 Goldfish.bmp 1.920053e+02 22 999 220 999 999 193.22 9.500000e+02 9.166667e+02 40 23 1.006667
BMS_061 arizona 4 41 Oreos.bmp 1.968055e+02 22 999 220 999 999 198.02 9.500000e+02 9.166667e+02 52 38 0.360000
BMS_061 arizona 4 42 Cheezits.bmp 2.016056e+02 21 1.111611e+00 210 9.167728e-01 98 202.82 9.500000e+02 9.333333e+02 45 9 0.813333
BMS_061 arizona 4 43 3Musketeers.bmp 2.064058e+02 21 1.186474e+00 210 9.334693e-01 98 207.62 9.500000e+02 9.500000e+02 39 2 1.013333
BMS_061 arizona 4 44 Hersheymilk_several.bmp 2.112059e+02 12 999 120 999 999 212.42 9.500000e+02 9.500000e+02 5 26 2.540000
BMS_061 arizona 4 45 Twix.bmp 2.160060e+02 11 1.173113e+00 110 9.501028e-01 98 217.22 9.666667e+02 9.500000e+02 12 55 2.033333
BMS_061 arizona 4 46 FamousAmos_small.bmp 2.208061e+02 22 999 220 999 999 222.02 9.666667e+02 9.500000e+02 46 15 0.760000
BMS_061 arizona 4 47 Chocolate_mm.bmp 2.256063e+02 22 999 220 999 999 226.82 9.666667e+02 9.500000e+02 37 11 1.020000
BMS_061 arizona 4 48 AnimalCrackers.bmp 2.304064e+02 22 999 220 999 999 231.62 9.666667e+02 9.500000e+02 55 4 0.293333
BMS_061 arizona 4 49 Ghiradelli_milk.bmp 2.352066e+02 12 999 120 999 999 236.42 9.666667e+02 9.500000e+02 2 21 2.960000
BMS_061 arizona 4 50 100grand_small.bmp 2.400067e+02 11 1.173544e+00 110 9.667822e-01 98 241.22 9.833333e+02 9.500000e+02 14 1 2.020000
BMS_061 arizona 4 51 Nutterbutter.bmp 2.448068e+02 22 999 220 999 999 246.02 9.833333e+02 9.500000e+02 34 37 1.066667
BMS_061 arizona 4 52 Toberlorone.bmp 2.496070e+02 12 999 120 999 999 250.82 9.833333e+02 9.500000e+02 3 54 2.940000
BMS_061 arizona 4 53 TeddyGrahamschocolate.bmp 2.544071e+02 22 999 220 999 999 255.62 9.833333e+02 9.500000e+02 48 53 0.613333
BMS_061 arizona 4 54 Snickers.bmp 2.592072e+02 12 999 120 999 999 260.42 9.833333e+02 9.500000e+02 17 50 2.000000
BMS_061 arizona 4 55 MrGoodbar.bmp 2.640074e+02 22 999 220 999 999 265.22 9.833333e+02 9.500000e+02 42 36 0.960000
BMS_061 arizona 4 56 KitKat_small.bmp 2.688075e+02 12 999 120 999 999 270.02 9.833333e+02 9.500000e+02 11 29 2.040000
BMS_061 arizona 4 57 FrootLoops.bmp 2.736076e+02 22 999 220 999 999 274.82 9.833333e+02 9.500000e+02 51 19 0.466667
BMS_061 arizona 4 58 SourSkittles.bmp 2.784078e+02 11 1.227446e+00 1100 9.834521e-01 98 279.62 9.333333e+02 9.500000e+02 8 51 2.200000
BMS_061 arizona 4 59 ChipsAhoy_small.bmp 2.832079e+02 12 999 120 999 999 284.42 9.333333e+02 9.500000e+02 23 10 1.620000
BMS_061 arizona 4 60 Butterfinger.bmp 2.880080e+02 11 1.174207e+00 110 9.334321e-01 98 289.22 9.500000e+02 9.500000e+02 18 6 1.986667
BMS_061 arizona 4 61 MilkyWay.bmp 2.928082e+02 12 999 120 999 999 294.02 9.500000e+02 9.500000e+02 24 35 1.586667
BMS_061 arizona 4 62 Cheetos.bmp 2.976083e+02 12 999 120 999 999 298.82 9.500000e+02 9.500000e+02 9 8 2.066667
BMS_061 arizona 4 63 Milkduds.bmp 3.024084e+02 12 999 120 999 999 303.63 9.500000e+02 9.500000e+02 21 34 1.786667
BMS_061 arizona 4 64 FigNewton_small.bmp 3.072086e+02 22 999 220 999 999 308.43 9.500000e+02 9.500000e+02 33 16 1.086667
