subjid test_comp runnum runtrial itemname onsettime trialtype RT respInTime Ausdiotime response fixationtime ladder1 ladder2 bidindex itemnameIndex bid
BMS_077 arizona 3 1 Riprolls.bmp 4.801846e+00 11 1.314977e+00 1100 8.845961e-01 98 6.04 8.333333e+02 9.500000e+02 14 46 2.546667
BMS_077 arizona 3 2 Skittles.bmp 9.603691e+00 12 999 120 999 999 10.82 8.333333e+02 9.500000e+02 24 48 2.006667
BMS_077 arizona 3 3 Oreos.bmp 1.440554e+01 12 999 120 999 999 15.62 8.333333e+02 9.500000e+02 9 38 2.820000
BMS_077 arizona 3 4 Jollyrancherred.bmp 1.920734e+01 11 1.056516e+00 110 8.346283e-01 98 20.42 8.500000e+02 9.500000e+02 12 27 2.626667
BMS_077 arizona 3 5 Toberlorone.bmp 2.400919e+01 11 1.101593e+00 110 8.500636e-01 98 25.23 8.666667e+02 9.500000e+02 8 54 2.953333
BMS_077 arizona 3 6 Hersheykisses.bmp 2.881107e+01 22 999 220 999 999 30.03 8.666667e+02 9.500000e+02 36 25 1.513333
BMS_077 arizona 3 7 FamousAmos_small.bmp 3.361292e+01 12 999 120 999 999 34.83 8.666667e+02 9.500000e+02 3 15 2.986667
BMS_077 arizona 3 8 Twix.bmp 3.841472e+01 11 1.113155e+00 110 8.667469e-01 98 39.63 8.833333e+02 9.500000e+02 18 55 2.486667
BMS_077 arizona 3 9 AnimalCrackers.bmp 4.321657e+01 22 999 220 999 999 44.43 8.833333e+02 9.500000e+02 40 4 1.213333
BMS_077 arizona 3 10 Ghiradelli_milk.bmp 4.800178e+01 12 999 120 999 999 49.22 8.833333e+02 9.500000e+02 15 21 2.526667
BMS_077 arizona 3 11 Doritosranch.bmp 5.280359e+01 22 999 220 999 999 54.02 8.833333e+02 9.500000e+02 54 13 0.106667
BMS_077 arizona 3 12 Slimjim.bmp 5.760548e+01 22 999 220 999 999 58.82 8.833333e+02 9.500000e+02 52 49 0.606667
BMS_077 arizona 3 13 Nutterbutter.bmp 6.240732e+01 21 1.280619e+00 2100 9.512514e-01 98 63.62 8.833333e+02 9.000000e+02 45 37 1.046667
BMS_077 arizona 3 14 Butterfinger.bmp 6.720913e+01 21 1.219658e+00 2100 9.000857e-01 98 68.43 8.833333e+02 8.500000e+02 39 6 1.453333
BMS_077 arizona 3 15 Keeblerfudgestripes.bmp 7.201097e+01 12 999 120 999 999 73.23 8.833333e+02 8.500000e+02 2 28 2.993333
BMS_077 arizona 3 16 Whatchamacallit.bmp 7.681282e+01 22 999 220 999 999 78.03 8.833333e+02 8.500000e+02 34 56 1.526667
BMS_077 arizona 3 17 PopTartsStrawberry.bmp 8.161466e+01 22 999 220 999 999 82.83 8.833333e+02 8.500000e+02 46 42 1.033333
BMS_077 arizona 3 18 Milkduds.bmp 8.641655e+01 22 999 220 999 999 87.63 8.833333e+02 8.500000e+02 48 34 1.000000
BMS_077 arizona 3 19 Reeses.bmp 9.120168e+01 12 999 120 999 999 92.42 8.833333e+02 8.500000e+02 11 45 2.653333
BMS_077 arizona 3 20 PringlesRed.bmp 9.600353e+01 12 999 120 999 999 97.22 8.833333e+02 8.500000e+02 17 43 2.506667
BMS_077 arizona 3 21 Sourpatch.bmp 1.008054e+02 12 999 120 999 999 102.02 8.833333e+02 8.500000e+02 6 52 2.966667
BMS_077 arizona 3 22 Funyuns_small.bmp 1.056072e+02 22 999 220 999 999 106.82 8.833333e+02 8.500000e+02 42 20 1.053333
BMS_077 arizona 3 23 Dots_one.bmp 1.104091e+02 21 1.149686e+00 210 8.500826e-01 98 111.63 8.833333e+02 8.666667e+02 49 14 0.813333
BMS_077 arizona 3 24 PeanutMMs.bmp 1.152109e+02 22 999 220 999 999 116.43 8.833333e+02 8.666667e+02 33 40 1.526667
