subjid test_comp runnum runtrial itemname onsettime trialtype RT respInTime Ausdiotime response fixationtime ladder1 ladder2 bidindex itemnameIndex bid
BMS_070 arizona 3 1 Redvines_small.bmp 4.801887e+00 21 1.193859e+00 210 1.017740e+00 98 6.02 9.500000e+02 1.033333e+03 48 44 0.693333
BMS_070 arizona 3 2 Granolabar.bmp 9.603693e+00 12 999 120 999 999 10.82 9.500000e+02 1.033333e+03 23 24 1.846667
BMS_070 arizona 3 3 Jollyrancherred.bmp 1.440554e+01 21 1.222213e+00 2100 1.036473e+00 98 15.62 9.500000e+02 9.833333e+02 40 27 1.206667
BMS_070 arizona 3 4 FlamingCheetos.bmp 1.920743e+01 11 1.237314e+00 1100 9.531375e-01 98 20.42 9.000000e+02 9.833333e+02 11 17 2.486667
BMS_070 arizona 3 5 Almondjoy.bmp 2.400927e+01 11 1.105454e+00 110 9.001369e-01 98 25.23 9.166667e+02 9.833333e+02 17 3 2.206667
BMS_070 arizona 3 6 PayDay.bmp 2.881108e+01 11 9.665614e-01 110 9.167771e-01 98 30.03 9.333333e+02 9.833333e+02 9 39 2.573333
BMS_070 arizona 3 7 Sourpatch.bmp 3.361297e+01 22 999 220 999 999 34.83 9.333333e+02 9.833333e+02 37 52 1.273333
BMS_070 arizona 3 8 Crunch.bmp 3.841477e+01 22 999 220 999 999 39.63 9.333333e+02 9.833333e+02 36 12 1.440000
BMS_070 arizona 3 9 Cheetos.bmp 4.321666e+01 12 999 120 999 999 44.43 9.333333e+02 9.833333e+02 3 8 2.920000
BMS_070 arizona 3 10 Funyuns_small.bmp 4.800183e+01 12 999 120 999 999 49.22 9.333333e+02 9.833333e+02 21 20 1.960000
BMS_070 arizona 3 11 FrootLoops.bmp 5.280364e+01 22 999 220 999 999 54.02 9.333333e+02 9.833333e+02 43 19 1.020000
BMS_070 arizona 3 12 Ghiradelli_milk_Almonds.bmp 5.760548e+01 12 999 120 999 999 58.82 9.333333e+02 9.833333e+02 2 22 2.960000
BMS_070 arizona 3 13 Dots_one.bmp 6.240733e+01 21 1.096432e+00 210 9.834707e-01 98 63.62 9.333333e+02 1.000000e+03 42 14 1.026667
BMS_070 arizona 3 14 SourSkittles.bmp 6.720922e+01 22 999 220 999 999 68.43 9.333333e+02 1.000000e+03 39 51 1.220000
BMS_070 arizona 3 15 Lollipopred.bmp 7.201102e+01 21 9.027295e-01 21 1.000107e+00 98 73.23 9.333333e+02 1.016667e+03 46 32 0.840000
BMS_070 arizona 3 16 Oreos.bmp 7.681287e+01 22 999 220 999 999 78.03 9.333333e+02 1.016667e+03 52 38 0.513333
BMS_070 arizona 3 17 Doritosranch.bmp 8.161476e+01 12 999 120 999 999 82.83 9.333333e+02 1.016667e+03 14 13 2.440000
BMS_070 arizona 3 18 Nutterbutter.bmp 8.641656e+01 12 999 120 999 999 87.63 9.333333e+02 1.016667e+03 8 37 2.620000
BMS_070 arizona 3 19 FamousAmos_small.bmp 9.120173e+01 12 999 120 999 999 92.42 9.333333e+02 1.016667e+03 6 15 2.713333
BMS_070 arizona 3 20 KitKat_small.bmp 9.600358e+01 12 999 120 999 999 97.22 9.333333e+02 1.016667e+03 24 29 1.840000
BMS_070 arizona 3 21 Slimjim.bmp 1.008055e+02 12 999 120 999 999 102.02 9.333333e+02 1.016667e+03 20 49 1.966667
BMS_070 arizona 3 22 PringlesRed.bmp 1.056073e+02 12 999 120 999 999 106.82 9.333333e+02 1.016667e+03 18 43 2.033333
BMS_070 arizona 3 23 Milano.bmp 1.104091e+02 12 999 120 999 999 111.63 9.333333e+02 1.016667e+03 5 33 2.833333
BMS_070 arizona 3 24 PeanutMMs.bmp 1.152276e+02 22 999 220 999 999 116.44 9.333333e+02 1.016667e+03 49 40 0.640000
