subjid test_comp runnum runtrial itemname onsettime trialtype RT respInTime Ausdiotime response fixationtime ladder1 ladder2 bidindex itemnameIndex bid
BMS_067 arizona 3 1 Snickers.bmp 4.801888e+00 22 999 220 999 999 6.04 8.166667e+02 8.833333e+02 34 50 0.806667
BMS_067 arizona 3 2 ChipsAhoy_small.bmp 9.603692e+00 12 999 120 999 999 10.82 8.166667e+02 8.833333e+02 17 10 1.473333
BMS_067 arizona 3 3 FamousAmos_small.bmp 1.440554e+01 22 999 220 999 999 15.62 8.166667e+02 8.833333e+02 42 15 0.753333
BMS_067 arizona 3 4 PopTartsCinnamon.bmp 1.920739e+01 12 999 120 999 999 20.42 8.166667e+02 8.833333e+02 11 41 1.520000
BMS_067 arizona 3 5 RitzBitz2.bmp 2.400927e+01 12 999 120 999 999 25.23 8.166667e+02 8.833333e+02 9 47 1.720000
BMS_067 arizona 3 6 Ghiradelli_milk.bmp 2.881112e+01 12 999 120 999 999 30.03 8.166667e+02 8.833333e+02 2 21 2.513333
BMS_067 arizona 3 7 Hersheymilk_several.bmp 3.361292e+01 12 999 120 999 999 34.83 8.166667e+02 8.833333e+02 20 26 1.320000
BMS_067 arizona 3 8 MilkyWay.bmp 3.841481e+01 22 999 220 999 999 39.63 8.166667e+02 8.833333e+02 40 35 0.760000
BMS_067 arizona 3 9 Laffytaffyred_one.bmp 4.321666e+01 21 1.152954e+00 210 8.846610e-01 98 44.43 8.166667e+02 9.000000e+02 43 30 0.753333
BMS_067 arizona 3 10 Milano.bmp 4.800183e+01 12 999 120 999 999 49.22 8.166667e+02 9.000000e+02 3 33 2.333333
BMS_067 arizona 3 11 PopTartsStrawberry.bmp 5.280363e+01 11 1.061999e+00 110 8.179888e-01 98 54.02 8.333333e+02 9.000000e+02 8 42 1.726667
BMS_067 arizona 3 12 Dots_one.bmp 5.760552e+01 22 999 220 999 999 58.82 8.333333e+02 9.000000e+02 52 14 0.020000
BMS_067 arizona 3 13 Skittles.bmp 6.240733e+01 22 999 220 999 999 63.62 8.333333e+02 9.000000e+02 46 48 0.740000
BMS_067 arizona 3 14 Nutterbutter.bmp 6.720922e+01 12 999 120 999 999 68.43 8.333333e+02 9.000000e+02 21 37 1.300000
BMS_067 arizona 3 15 Chocolate_mm.bmp 7.201102e+01 12 999 120 999 999 73.23 8.333333e+02 9.000000e+02 24 11 1.246667
BMS_067 arizona 3 16 Keeblerfudgestripes.bmp 7.681291e+01 12 999 120 999 999 78.03 8.333333e+02 9.000000e+02 23 28 1.253333
BMS_067 arizona 3 17 Funyuns_small.bmp 8.161471e+01 11 1.114911e+00 110 8.334036e-01 98 82.83 8.500000e+02 9.000000e+02 12 20 1.506667
BMS_067 arizona 3 18 Laysclassic.bmp 8.641660e+01 11 1.080040e+00 110 8.500712e-01 98 87.63 8.666667e+02 9.000000e+02 14 31 1.500000
BMS_067 arizona 3 19 BabyRuth.bmp 9.120177e+01 22 999 220 999 999 92.42 8.666667e+02 9.000000e+02 37 5 0.766667
BMS_067 arizona 3 20 FrootLoops.bmp 9.600358e+01 12 999 120 999 999 97.22 8.666667e+02 9.000000e+02 15 19 1.493333
BMS_067 arizona 3 21 Redvines_small.bmp 1.008054e+02 21 1.172249e+00 210 9.000697e-01 98 102.02 8.666667e+02 9.166667e+02 49 44 0.026667
BMS_067 arizona 3 22 PringlesRed.bmp 1.056073e+02 22 999 220 999 999 106.82 8.666667e+02 9.166667e+02 48 43 0.493333
BMS_067 arizona 3 23 Whatchamacallit.bmp 1.104092e+02 21 1.167369e+00 210 9.167547e-01 98 111.63 8.666667e+02 9.333333e+02 39 56 0.766667
BMS_067 arizona 3 24 KitKat_small.bmp 1.152110e+02 21 999 2 9.334245e-01 999 116.43 8.666667e+02 8.833333e+02 45 29 0.740000
BMS_067 arizona 3 25 CheesyDoritos.bmp 1.200128e+02 22 999 220 999 999 121.23 8.666667e+02 8.833333e+02 36 7 0.780000
BMS_067 arizona 3 26 Cheezits.bmp 1.248147e+02 22 999 220 999 999 126.03 8.666667e+02 8.833333e+02 51 9 0.020000
BMS_067 arizona 3 27 Doritosranch.bmp 1.296165e+02 22 999 220 999 999 130.83 8.666667e+02 8.833333e+02 33 13 0.833333
BMS_067 arizona 3 28 Riprolls.bmp 1.344017e+02 22 999 220 999 999 135.62 8.666667e+02 8.833333e+02 55 46 0.020000
BMS_067 arizona 3 29 Milkduds.bmp 1.392035e+02 12 999 120 999 999 140.42 8.666667e+02 8.833333e+02 6 34 1.740000
BMS_067 arizona 3 30 Hersheykisses.bmp 1.440054e+02 22 999 220 999 999 145.22 8.666667e+02 8.833333e+02 54 25 0.020000
BMS_067 arizona 3 31 Oreos.bmp 1.488072e+02 11 1.167375e+00 110 8.667525e-01 98 150.02 8.833333e+02 8.833333e+02 18 38 1.473333
BMS_067 arizona 3 32 FlamingCheetos.bmp 1.536091e+02 12 999 120 999 999 154.83 8.833333e+02 8.833333e+02 5 17 1.973333
BMS_067 arizona 3 33 PopTartsCinnamon.bmp 1.584109e+02 12 999 120 999 999 159.63 8.833333e+02 8.833333e+02 11 41 1.520000
BMS_067 arizona 3 34 FrootLoops.bmp 1.632128e+02 12 999 120 999 999 164.43 8.833333e+02 8.833333e+02 15 19 1.493333
BMS_067 arizona 3 35 Chocolate_mm.bmp 1.680146e+02 12 999 120 999 999 169.23 8.833333e+02 8.833333e+02 24 11 1.246667
BMS_067 arizona 3 36 Dots_one.bmp 1.728165e+02 22 999 220 999 999 174.03 8.833333e+02 8.833333e+02 52 14 0.020000
BMS_067 arizona 3 37 KitKat_small.bmp 1.776016e+02 21 999 2 8.834022e-01 999 178.82 8.833333e+02 8.333333e+02 45 29 0.740000
BMS_067 arizona 3 38 Ghiradelli_milk.bmp 1.824035e+02 12 999 120 999 999 183.62 8.833333e+02 8.333333e+02 2 21 2.513333
BMS_067 arizona 3 39 Skittles.bmp 1.872053e+02 22 999 220 999 999 188.42 8.833333e+02 8.333333e+02 46 48 0.740000
BMS_067 arizona 3 40 Riprolls.bmp 1.920072e+02 22 999 220 999 999 193.22 8.833333e+02 8.333333e+02 55 46 0.020000
BMS_067 arizona 3 41 MilkyWay.bmp 1.968090e+02 22 999 220 999 999 198.03 8.833333e+02 8.333333e+02 40 35 0.760000
BMS_067 arizona 3 42 Snickers.bmp 2.016275e+02 22 999 220 999 999 202.84 8.833333e+02 8.333333e+02 34 50 0.806667
BMS_067 arizona 3 43 RitzBitz2.bmp 2.064127e+02 12 999 120 999 999 207.63 8.833333e+02 8.333333e+02 9 47 1.720000
BMS_067 arizona 3 44 PringlesRed.bmp 2.112146e+02 22 999 220 999 999 212.43 8.833333e+02 8.333333e+02 48 43 0.493333
BMS_067 arizona 3 45 Keeblerfudgestripes.bmp 2.160164e+02 12 999 120 999 999 217.23 8.833333e+02 8.333333e+02 23 28 1.253333
BMS_067 arizona 3 46 Milano.bmp 2.208016e+02 12 999 120 999 999 222.02 8.833333e+02 8.333333e+02 3 33 2.333333
BMS_067 arizona 3 47 Redvines_small.bmp 2.256034e+02 21 1.083228e+00 210 8.334049e-01 98 226.82 8.833333e+02 8.500000e+02 49 44 0.026667
BMS_067 arizona 3 48 FamousAmos_small.bmp 2.304053e+02 22 999 220 999 999 231.62 8.833333e+02 8.500000e+02 42 15 0.753333
BMS_067 arizona 3 49 Oreos.bmp 2.352071e+02 11 1.242554e+00 1100 8.834000e-01 98 236.42 8.333333e+02 8.500000e+02 18 38 1.473333
BMS_067 arizona 3 50 PopTartsStrawberry.bmp 2.400089e+02 11 1.060616e+00 110 8.334120e-01 98 241.23 8.500000e+02 8.500000e+02 8 42 1.726667
BMS_067 arizona 3 51 Cheezits.bmp 2.448108e+02 22 999 220 999 999 246.03 8.500000e+02 8.500000e+02 51 9 0.020000
BMS_067 arizona 3 52 FlamingCheetos.bmp 2.496126e+02 12 999 120 999 999 250.83 8.500000e+02 8.500000e+02 5 17 1.973333
BMS_067 arizona 3 53 Milkduds.bmp 2.544145e+02 12 999 120 999 999 255.63 8.500000e+02 8.500000e+02 6 34 1.740000
BMS_067 arizona 3 54 Whatchamacallit.bmp 2.592164e+02 21 1.031317e+00 210 8.500860e-01 98 260.43 8.500000e+02 8.666667e+02 39 56 0.766667
BMS_067 arizona 3 55 Hersheykisses.bmp 2.640015e+02 22 999 220 999 999 265.22 8.500000e+02 8.666667e+02 54 25 0.020000
BMS_067 arizona 3 56 Laysclassic.bmp 2.688034e+02 11 1.103276e+00 110 8.500740e-01 98 270.02 8.666667e+02 8.666667e+02 14 31 1.500000
BMS_067 arizona 3 57 Funyuns_small.bmp 2.736052e+02 11 1.175362e+00 110 8.667296e-01 98 274.82 8.833333e+02 8.666667e+02 12 20 1.506667
BMS_067 arizona 3 58 Nutterbutter.bmp 2.784071e+02 12 999 120 999 999 279.62 8.833333e+02 8.666667e+02 21 37 1.300000
BMS_067 arizona 3 59 CheesyDoritos.bmp 2.832089e+02 22 999 220 999 999 284.43 8.833333e+02 8.666667e+02 36 7 0.780000
BMS_067 arizona 3 60 Laffytaffyred_one.bmp 2.880107e+02 21 1.099843e+00 210 8.667457e-01 98 289.23 8.833333e+02 8.833333e+02 43 30 0.753333
BMS_067 arizona 3 61 Hersheymilk_several.bmp 2.928126e+02 12 999 120 999 999 294.03 8.833333e+02 8.833333e+02 20 26 1.320000
BMS_067 arizona 3 62 ChipsAhoy_small.bmp 2.976144e+02 12 999 120 999 999 298.83 8.833333e+02 8.833333e+02 17 10 1.473333
BMS_067 arizona 3 63 BabyRuth.bmp 3.024163e+02 22 999 220 999 999 303.63 8.833333e+02 8.833333e+02 37 5 0.766667
BMS_067 arizona 3 64 Doritosranch.bmp 3.072015e+02 22 999 220 999 999 308.42 8.833333e+02 8.833333e+02 33 13 0.833333
