subjid runnum itemname onsettime trialtype RT respInTime Audiotime response fixationtime ladder1 ladder2 bidindex itemnameIndex
BM2_705 8 Snickers.bmp 679.94 12 999000.00 120.00 999000  680.95 6.833333e+02 7.500000e+02 31 8 
BM2_705 8 Funyuns_small.bmp 682.94 24 999000.00 240.00 999000  683.96 6.833333e+02 7.500000e+02 59 49 
BM2_705 8 Fritos.bmp 684.94 11 943.17 110.00 6.834398e+02 b 685.96 7.000000e+02 7.500000e+02 41 33 
BM2_705 8 Lollipopred.bmp 686.95 24 999000.00 240.00 999000  687.97 7.000000e+02 7.500000e+02 57 53 
BM2_705 8 FlamingCheetos.bmp 688.94 22 1051.76 2200.00 7.500971e+02 b 689.96 7.000000e+02 7.000000e+02 46 3 
BM2_705 8 Dots_one.bmp 691.95 12 999000.00 120.00 999000  692.97 7.000000e+02 7.000000e+02 40 9 
BM2_705 8 TeddyGrahamschocolate.bmp 693.94 11 973.40 110.00 7.000700e+02 b 694.96 7.166667e+02 7.000000e+02 38 4 
BM2_705 8 KitKat_small.bmp 697.95 12 999000.00 120.00 999000  698.97 7.166667e+02 7.000000e+02 39 45 
BM2_705 8 Twix.bmp 699.94 12 999000.00 120.00 999000  700.96 7.166667e+02 7.000000e+02 44 28 
BM2_705 8 Hersheykisses.bmp 704.94 11 949.73 110.00 7.167351e+02 b 705.95 7.333333e+02 7.000000e+02 42 26 
BM2_705 8 Slimjim.bmp 706.94 24 999000.00 240.00 999000  707.96 7.333333e+02 7.000000e+02 48 40 
BM2_705 8 Ghiradelli_milk.bmp 710.94 12 999000.00 120.00 999000  711.96 7.333333e+02 7.000000e+02 33 31 
BM2_705 8 Jollyranchergreen.bmp 712.94 24 999000.00 240.00 999000  713.96 7.333333e+02 7.000000e+02 54 47 
BM2_705 8 Cheetos.bmp 715.94 24 999000.00 240.00 999000  716.95 7.333333e+02 7.000000e+02 58 21 
BM2_705 8 Jollyrancherred.bmp 720.93 22 911.68 220.00 7.000764e+02 b 721.95 7.333333e+02 7.166667e+02 53 55 
BM2_705 8 CheesyDoritos.bmp 722.94 24 999000.00 240.00 999000  723.96 7.333333e+02 7.166667e+02 56 52 
BM2_705 8 Goldfish.bmp 724.95 22 947.68 220.00 7.167365e+02 b 725.97 7.333333e+02 7.333333e+02 49 24 
BM2_705 8 Laffytaffyred_one.bmp 728.94 12 999000.00 120.00 999000  729.96 7.333333e+02 7.333333e+02 43 27 
BM2_705 8 MrGoodbar.bmp 732.94 11 972.98 110.00 7.334058e+02 b 733.96 7.500000e+02 7.333333e+02 45 60 
BM2_705 8 Cheezits.bmp 736.95 24 999000.00 240.00 999000  737.97 7.500000e+02 7.333333e+02 52 56 
BM2_705 8 Whatchamacallit.bmp 738.94 12 999000.00 120.00 999000  739.96 7.500000e+02 7.333333e+02 32 19 
BM2_705 8 Milkduds.bmp 740.94 24 999000.00 240.00 999000  741.96 7.500000e+02 7.333333e+02 47 11 
BM2_705 8 PringlesRed.bmp 742.95 24 999000.00 240.00 999000  743.97 7.500000e+02 7.333333e+02 55 12 
BM2_705 8 Riprolls.bmp 744.94 12 999000.00 120.00 999000  745.96 7.500000e+02 7.333333e+02 37 6 
BM2_705 8 Doritosranch.bmp 750.94 24 999000.00 240.00 999000  751.96 7.500000e+02 7.333333e+02 60 17 
BM2_705 8 Laysclassic.bmp 753.93 12 999000.00 120.00 999000  754.95 7.500000e+02 7.333333e+02 34 2 
BM2_705 8 Hersheymilk_several.bmp 755.94 24 999000.00 240.00 999000  756.96 7.500000e+02 7.333333e+02 51 57 
BM2_705 8 FigNewton_small.bmp 757.94 22 932.67 220.00 7.334344e+02 b 758.96 7.500000e+02 7.500000e+02 50 59 
BM2_705 8 100grand_small.bmp 760.94 12 999000.00 120.00 999000  761.96 7.500000e+02 7.500000e+02 36 34 
BM2_705 8 3Musketeers.bmp 762.94 12 999000.00 120.00 999000  763.96 7.500000e+02 7.500000e+02 35 48 
