subjid runnum itemname onsettime trialtype RT respInTime Audiotime response fixationtime ladder1 ladder2 bidindex itemnameIndex
BM2_698 11 Jollyranchergreen.bmp 1034.25 24 999000.00 240.00 999000  1035.26 7.500000e+02 7.500000e+02 54 40 
BM2_698 11 Lollipopred.bmp 1037.24 24 999000.00 240.00 999000  1038.26 7.500000e+02 7.500000e+02 60 60 
BM2_698 11 Goldfish.bmp 1039.25 24 999000.00 240.00 999000  1040.27 7.500000e+02 7.500000e+02 46 59 
BM2_698 11 Chocolate_mm.bmp 1041.26 11 1065.87 1100.00 7.501210e+02 b 1042.28 7.000000e+02 7.500000e+02 44 31 
BM2_698 11 FrootLoops.bmp 1043.25 12 999000.00 120.00 999000  1044.27 7.000000e+02 7.500000e+02 42 14 
BM2_698 11 Granolabar.bmp 1046.25 12 999000.00 120.00 999000  1047.27 7.000000e+02 7.500000e+02 41 5 
BM2_698 11 RiceKrispyTreat_small.bmp 1048.24 11 958.20 110.00 7.000680e+02 b 1049.26 7.166667e+02 7.500000e+02 39 13 
BM2_698 11 PringlesRed.bmp 1052.26 24 999000.00 240.00 999000  1053.28 7.166667e+02 7.500000e+02 57 54 
BM2_698 11 redvines_small.bmp 1054.25 12 999000.00 120.00 999000  1055.27 7.166667e+02 7.500000e+02 37 19 
BM2_698 11 CheesyDoritos.bmp 1059.24 12 999000.00 120.00 999000  1060.26 7.166667e+02 7.500000e+02 45 6 
BM2_698 11 ChipsAhoy_small.bmp 1061.25 12 999000.00 120.00 999000  1062.27 7.166667e+02 7.500000e+02 32 7 
BM2_698 11 Jollyrancherred.bmp 1065.25 24 999000.00 240.00 999000  1066.26 7.166667e+02 7.500000e+02 50 34 
BM2_698 11 Laffytaffyred_one.bmp 1067.25 11 999.20 110.00 7.167754e+02 b 1068.27 7.333333e+02 7.500000e+02 40 27 
BM2_698 11 Sourpatch.bmp 1070.24 12 999000.00 120.00 999000  1071.26 7.333333e+02 7.500000e+02 33 18 
BM2_698 11 PopTartsCinnamon.bmp 1075.24 12 999000.00 120.00 999000  1076.26 7.333333e+02 7.500000e+02 34 29 
BM2_698 11 FamousAmos_small.bmp 1077.25 12 999000.00 120.00 999000  1078.27 7.333333e+02 7.500000e+02 35 47 
BM2_698 11 FigNewton_small.bmp 1079.25 12 999000.00 120.00 999000  1080.27 7.333333e+02 7.500000e+02 31 28 
BM2_698 11 SourSkittles.bmp 1083.25 12 999000.00 120.00 999000  1084.27 7.333333e+02 7.500000e+02 38 23 
BM2_698 11 Cheezits.bmp 1087.24 24 999000.00 240.00 999000  1088.26 7.333333e+02 7.500000e+02 53 30 
BM2_698 11 Dots_one.bmp 1091.26 22 985.82 220.00 7.500902e+02 b 1092.28 7.333333e+02 7.666667e+02 51 53 
BM2_698 11 Slimjim.bmp 1093.25 11 988.36 110.00 7.334295e+02 b 1094.27 7.500000e+02 7.666667e+02 43 8 
BM2_698 11 Cheetos.bmp 1095.25 24 999000.00 240.00 999000  1096.27 7.500000e+02 7.666667e+02 58 38 
BM2_698 11 Skittles.bmp 1097.26 24 999000.00 240.00 999000  1098.28 7.500000e+02 7.666667e+02 55 42 
BM2_698 11 AnimalCrackers.bmp 1099.25 22 1019.10 2200.00 7.667697e+02 b 1100.27 7.500000e+02 7.166667e+02 48 43 
BM2_698 11 TeddyGrahamschocolate.bmp 1105.25 12 999000.00 120.00 999000  1106.27 7.500000e+02 7.166667e+02 36 39 
BM2_698 11 Laysclassic.bmp 1108.26 24 999000.00 240.00 999000  1109.28 7.500000e+02 7.166667e+02 56 11 
BM2_698 11 Riprolls.bmp 1110.25 22 947.42 220.00 7.167571e+02 b 1111.27 7.500000e+02 7.333333e+02 52 45 
BM2_698 11 Doritosranch.bmp 1112.25 22 965.41 220.00 7.334175e+02 b 1113.27 7.500000e+02 7.500000e+02 47 4 
BM2_698 11 PeanutMMs.bmp 1115.25 24 999000.00 240.00 999000  1116.27 7.500000e+02 7.500000e+02 49 55 
BM2_698 11 Fritos.bmp 1117.25 24 999000.00 240.00 999000  1118.27 7.500000e+02 7.500000e+02 59 21 
