subjid runnum itemname onsettime trialtype RT respInTime Audiotime response fixationtime ladder1 ladder2 bidindex itemnameIndex
BM2_701 3 MilkyWay.bmp 202.27 24 999000.00 240.00 999000  203.27 7.500000e+02 7.500000e+02 51 11 
BM2_701 3 Laysclassic.bmp 207.26 11 956.42 110.00 7.501084e+02 b 208.28 7.666667e+02 7.500000e+02 38 1 
BM2_701 3 Milkduds.bmp 209.27 12 999000.00 120.00 999000  210.29 7.666667e+02 7.500000e+02 37 40 
BM2_701 3 Whatchamacallit.bmp 211.26 24 999000.00 240.00 999000  212.28 7.666667e+02 7.500000e+02 58 36 
BM2_701 3 redvines_small.bmp 217.26 24 999000.00 240.00 999000  218.28 7.666667e+02 7.500000e+02 59 54 
BM2_701 3 CheesyDoritos.bmp 219.27 12 999000.00 120.00 999000  220.29 7.666667e+02 7.500000e+02 36 14 
BM2_701 3 Lollipopred.bmp 222.26 12 999000.00 120.00 999000  223.28 7.666667e+02 7.500000e+02 32 55 
BM2_701 3 Reeses.bmp 224.27 12 999000.00 120.00 999000  225.28 7.666667e+02 7.500000e+02 39 28 
BM2_701 3 Sourpatch.bmp 228.26 22 959.96 220.00 7.501167e+02 b 229.28 7.666667e+02 7.666667e+02 46 44 
BM2_701 3 Laffytaffyred_one.bmp 230.27 12 999000.00 120.00 999000  231.29 7.666667e+02 7.666667e+02 44 30 
BM2_701 3 Fritos.bmp 235.26 24 999000.00 240.00 999000  236.28 7.666667e+02 7.666667e+02 60 9 
BM2_701 3 Butterfinger.bmp 242.27 12 999000.00 120.00 999000  243.29 7.666667e+02 7.666667e+02 40 15 
BM2_701 3 Hersheymilk_several.bmp 244.26 12 999000.00 120.00 999000  245.28 7.666667e+02 7.666667e+02 35 8 
BM2_701 3 Lindt_small.bmp 247.27 22 961.04 220.00 7.667644e+02 b 248.29 7.666667e+02 7.833333e+02 50 21 
BM2_701 3 Doritosranch.bmp 250.26 12 999000.00 120.00 999000  251.28 7.666667e+02 7.833333e+02 34 56 
BM2_701 3 Slimjim.bmp 254.26 12 999000.00 120.00 999000  255.27 7.666667e+02 7.833333e+02 33 38 
BM2_701 3 Milano.bmp 258.27 24 999000.00 240.00 999000  259.29 7.666667e+02 7.833333e+02 48 17 
BM2_701 3 Funyuns_small.bmp 262.26 12 999000.00 120.00 999000  263.28 7.666667e+02 7.833333e+02 31 37 
BM2_701 3 ChipsAhoy_small.bmp 265.27 11 940.95 110.00 7.667461e+02 b 266.29 7.833333e+02 7.833333e+02 45 29 
BM2_701 3 Keeblerfudgestripes.bmp 271.26 12 999000.00 120.00 999000  272.28 7.833333e+02 7.833333e+02 43 45 
BM2_701 3 FigNewton_small.bmp 273.26 24 999000.00 240.00 999000  274.28 7.833333e+02 7.833333e+02 55 47 
BM2_701 3 Dots_one.bmp 276.27 24 999000.00 240.00 999000  277.29 7.833333e+02 7.833333e+02 57 7 
BM2_701 3 Granolabar.bmp 278.26 24 999000.00 240.00 999000  279.28 7.833333e+02 7.833333e+02 52 10 
BM2_701 3 Toberlorone.bmp 280.27 11 962.00 110.00 7.834008e+02 b 281.29 8.000000e+02 7.833333e+02 42 3 
BM2_701 3 Jollyrancherred.bmp 282.26 11 1092.54 1100.00 8.000934e+02 b 283.28 7.500000e+02 7.833333e+02 41 25 
BM2_701 3 Twix.bmp 285.26 24 999000.00 240.00 999000  286.28 7.500000e+02 7.833333e+02 47 50 
BM2_701 3 RitzBitz2.bmp 289.26 24 999000.00 240.00 999000  290.28 7.500000e+02 7.833333e+02 56 12 
BM2_701 3 SourSkittles.bmp 291.27 24 999000.00 240.00 999000  292.29 7.500000e+02 7.833333e+02 54 5 
BM2_701 3 FamousAmos_small.bmp 293.27 22 996.28 220.00 7.834170e+02 b 294.29 7.500000e+02 8.000000e+02 53 6 
BM2_701 3 Riprolls.bmp 295.26 22 1038.86 2200.00 8.000759e+02 b 296.28 7.500000e+02 7.500000e+02 49 43 
