subjid runnum itemname onsettime trialtype RT respInTime Audiotime response fixationtime ladder1 ladder2 bidindex itemnameIndex
BM2_704 4 FigNewton_small.bmp 285.25 11 970.27 110.00 7.500985e+02 b 286.25 7.666667e+02 6.833333e+02 39 3 
BM2_704 4 100grand_small.bmp 290.25 24 999000.00 240.00 999000  291.27 7.666667e+02 6.833333e+02 54 44 
BM2_704 4 Jollyranchergreen.bmp 292.26 24 999000.00 240.00 999000  293.27 7.666667e+02 6.833333e+02 59 43 
BM2_704 4 Butterfinger.bmp 294.24 12 999000.00 120.00 999000  295.26 7.666667e+02 6.833333e+02 32 42 
BM2_704 4 Cheetos.bmp 300.25 22 871.12 220.00 6.834478e+02 b 301.27 7.666667e+02 7.000000e+02 52 13 
BM2_704 4 PringlesRed.bmp 302.25 11 1033.24 1100.00 7.667368e+02 b 303.27 7.166667e+02 7.000000e+02 44 59 
BM2_704 4 Hersheymilk_several.bmp 305.24 24 999000.00 240.00 999000  306.26 7.166667e+02 7.000000e+02 56 57 
BM2_704 4 Funyuns_small.bmp 307.25 22 922.94 220.00 7.000715e+02 b 308.27 7.166667e+02 7.166667e+02 51 8 
BM2_704 4 Nutterbutter.bmp 311.25 24 999000.00 240.00 999000  312.27 7.166667e+02 7.166667e+02 50 1 
BM2_704 4 KitKat_small.bmp 313.25 12 999000.00 120.00 999000  314.27 7.166667e+02 7.166667e+02 35 6 
BM2_704 4 Laffytaffyred_one.bmp 318.25 12 999000.00 120.00 999000  319.27 7.166667e+02 7.166667e+02 41 23 
BM2_704 4 Chocolate_mm.bmp 325.25 12 999000.00 120.00 999000  326.27 7.166667e+02 7.166667e+02 37 4 
BM2_704 4 Dots_one.bmp 327.24 24 999000.00 240.00 999000  328.26 7.166667e+02 7.166667e+02 57 60 
BM2_704 4 3Musketeers.bmp 330.25 12 999000.00 120.00 999000  331.27 7.166667e+02 7.166667e+02 33 35 
BM2_704 4 Laysclassic.bmp 333.24 24 999000.00 240.00 999000  334.26 7.166667e+02 7.166667e+02 49 34 
BM2_704 4 redvines_small.bmp 337.26 12 999000.00 120.00 999000  338.28 7.166667e+02 7.166667e+02 42 47 
BM2_704 4 Fritos.bmp 341.25 24 999000.00 240.00 999000  342.27 7.166667e+02 7.166667e+02 46 53 
BM2_704 4 Keeblerfudgestripes.bmp 345.25 12 999000.00 120.00 999000  346.27 7.166667e+02 7.166667e+02 36 9 
BM2_704 4 Riprolls.bmp 348.26 12 999000.00 120.00 999000  349.28 7.166667e+02 7.166667e+02 38 11 
BM2_704 4 Milkduds.bmp 354.24 12 999000.00 120.00 999000  355.26 7.166667e+02 7.166667e+02 31 50 
BM2_704 4 CheesyDoritos.bmp 356.25 24 999000.00 240.00 999000  357.27 7.166667e+02 7.166667e+02 53 38 
BM2_704 4 ChipsAhoy_small.bmp 359.26 11 996.79 110.00 7.167514e+02 b 360.28 7.333333e+02 7.166667e+02 43 2 
BM2_704 4 RitzBitz2.bmp 361.25 22 927.31 220.00 7.167394e+02 b 362.27 7.333333e+02 7.333333e+02 47 58 
BM2_704 4 Doritosranch.bmp 363.25 22 961.45 220.00 7.334059e+02 b 364.27 7.333333e+02 7.500000e+02 48 46 
BM2_704 4 Hersheykisses.bmp 365.26 24 999000.00 240.00 999000  366.28 7.333333e+02 7.500000e+02 58 17 
BM2_704 4 Jollyrancherred.bmp 368.25 24 999000.00 240.00 999000  369.27 7.333333e+02 7.500000e+02 60 45 
BM2_704 4 Goldfish.bmp 372.25 12 999000.00 120.00 999000  373.26 7.333333e+02 7.500000e+02 45 48 
BM2_704 4 Cheezits.bmp 374.25 11 961.72 110.00 7.334030e+02 b 375.27 7.500000e+02 7.500000e+02 40 32 
BM2_704 4 MrGoodbar.bmp 376.26 12 999000.00 120.00 999000  377.28 7.500000e+02 7.500000e+02 34 18 
BM2_704 4 Lollipopred.bmp 378.25 24 999000.00 240.00 999000  379.27 7.500000e+02 7.500000e+02 55 16 
