Trial	StimName	Bid	RT
1	Oreos.bmp	0.533333333333	4066
2	FigNewton_small.bmp	0.0533333333333	3210
3	FamousAmos_small.bmp	1.46666666667	5000
4	Milkduds.bmp	0.0266666666667	3448
5	Slimjim.bmp	0.02	4029
6	Keeblerfudgestripes.bmp	0.546666666667	2758
7	MrsFields.bmp	0.02	3262
8	PeanutMMs.bmp	1.48666666667	3798
9	PringlesRed.bmp	0.00666666666667	2977
10	PopTartsCinnamon.bmp	0.0333333333333	2826
11	Dots_one.bmp	0.00666666666667	2810
12	Jollyranchergreen.bmp	0.213333333333	5836
13	Laysclassic.bmp	0.126666666667	2627
14	Skittles.bmp	0.12	3094
15	RiceKrispyTreat_small.bmp	0.00666666666667	3796
16	PayDay.bmp	0.546666666667	2608
17	Lindt_small.bmp	2.01333333333	2927
18	RitzBitz2.bmp	1.53333333333	4665
19	Doritosranch.bmp	0.473333333333	1975
20	FlamingCheetos.bmp	0.0133333333333	6606
21	Toberlorone.bmp	1.03333333333	2658
22	MrGoodbar.bmp	1.02	2660
23	SourSkittles.bmp	0.02	4817
24	AnimalCrackers.bmp	0.0266666666667	4379
25	Goldfish.bmp	1.06666666667	15984
26	Butterfinger.bmp	0.22	2091
27	Crunch.bmp	0.02	3045
28	Twix.bmp	0.286666666667	2259
29	redvines_small.bmp	0.02	3462
30	Jollyrancherred.bmp	0.02	3294
31	PopTartsStrawberry.bmp	0.126666666667	4148
32	Riprolls.bmp	0.02	2557
33	Nutterbutter.bmp	0.573333333333	3346
34	Cheetos.bmp	0.0133333333333	2609
35	Lollipopred.bmp	0.0266666666667	2559
36	Hersheykisses.bmp	0.0266666666667	2157
37	Funyuns_small.bmp	0.0133333333333	5034
38	BabyRuth.bmp	0.28	2208
39	CheesyDoritos.bmp	0.553333333333	3228
40	Snickers.bmp	0.753333333333	2911
41	Granolabar.bmp	1.03333333333	3363
42	KitKat_small.bmp	1.06	2390
43	3Musketeers.bmp	0.00666666666667	4799
44	FrootLoops.bmp	0.0133333333333	9831
45	MilkyWay.bmp	0.02	3228
46	ChipsAhoy_small.bmp	0.72	3362
47	Ghiradelli_milk.bmp	0.02	2777
48	Whatchamacallit.bmp	1.04666666667	2460
49	TeddyGrahamschocolate.bmp	0.56	4347
50	Hersheymilk_several.bmp	0.04	2142
51	Fritos.bmp	0.0266666666667	6655
52	Cheezits.bmp	1.52	5601
53	Laffytaffyred_one.bmp	0.0133333333333	2493
54	Almondjoy.bmp	0.173333333333	1957
55	Reeses.bmp	0.546666666667	2545
56	Ghiradelli_milk_Almonds.bmp	1.48666666667	4080
57	Chocolate_mm.bmp	0.0266666666667	4447
58	Sourpatch.bmp	0.00666666666667	3278
59	100grand_small.bmp	0.0133333333333	2742
60	Milano.bmp	1.04	3194
