subjid runnum itemname onsettime trialtype RT respInTime Audiotime response fixationtime ladder1 ladder2 bidindex itemnameIndex
BM2_698 12 Skittles.bmp 1119.89 24 999000.00 240.00 999000  1120.90 7.500000e+02 7.500000e+02 55 42 
BM2_698 12 Goldfish.bmp 1121.90 24 999000.00 240.00 999000  1122.92 7.500000e+02 7.500000e+02 46 59 
BM2_698 12 SourSkittles.bmp 1125.89 12 999000.00 120.00 999000  1126.91 7.500000e+02 7.500000e+02 38 23 
BM2_698 12 CheesyDoritos.bmp 1128.89 12 999000.00 120.00 999000  1129.91 7.500000e+02 7.500000e+02 45 6 
BM2_698 12 RiceKrispyTreat_small.bmp 1130.89 11 998.15 110.00 7.500906e+02 b 1131.91 7.666667e+02 7.500000e+02 39 13 
BM2_698 12 Laysclassic.bmp 1133.88 24 999000.00 240.00 999000  1134.90 7.666667e+02 7.500000e+02 56 11 
BM2_698 12 FrootLoops.bmp 1137.90 12 999000.00 120.00 999000  1138.92 7.666667e+02 7.500000e+02 42 14 
BM2_698 12 Jollyranchergreen.bmp 1141.89 24 999000.00 240.00 999000  1142.91 7.666667e+02 7.500000e+02 54 40 
BM2_698 12 PeanutMMs.bmp 1143.90 24 999000.00 240.00 999000  1144.92 7.666667e+02 7.500000e+02 49 55 
BM2_698 12 PringlesRed.bmp 1148.90 24 999000.00 240.00 999000  1149.92 7.666667e+02 7.500000e+02 57 54 
BM2_698 12 redvines_small.bmp 1150.89 12 999000.00 120.00 999000  1151.91 7.666667e+02 7.500000e+02 37 19 
BM2_698 12 Dots_one.bmp 1152.89 22 1022.83 2200.00 7.501030e+02 b 1153.91 7.666667e+02 7.000000e+02 51 53 
BM2_698 12 FamousAmos_small.bmp 1158.89 12 999000.00 120.00 999000  1159.91 7.666667e+02 7.000000e+02 35 47 
BM2_698 12 Chocolate_mm.bmp 1160.88 11 1063.98 1100.00 7.667407e+02 b 1161.90 7.166667e+02 7.000000e+02 44 31 
BM2_698 12 AnimalCrackers.bmp 1162.89 22 945.95 220.00 7.000899e+02 b 1163.91 7.166667e+02 7.166667e+02 48 43 
BM2_698 12 FigNewton_small.bmp 1164.89 12 999000.00 120.00 999000  1165.91 7.166667e+02 7.166667e+02 31 28 
BM2_698 12 Doritosranch.bmp 1168.89 22 1008.54 2200.00 7.167592e+02 b 1169.91 7.166667e+02 6.666667e+02 47 4 
BM2_698 12 Granolabar.bmp 1172.89 12 999000.00 120.00 999000  1173.90 7.166667e+02 6.666667e+02 41 5 
BM2_698 12 Riprolls.bmp 1175.89 22 908.39 220.00 6.667592e+02 b 1176.91 7.166667e+02 6.833333e+02 52 45 
BM2_698 12 Cheetos.bmp 1179.89 24 999000.00 240.00 999000  1180.91 7.166667e+02 6.833333e+02 58 38 
BM2_698 12 ChipsAhoy_small.bmp 1182.90 12 999000.00 120.00 999000  1183.92 7.166667e+02 6.833333e+02 32 7 
BM2_698 12 Lollipopred.bmp 1184.89 24 999000.00 240.00 999000  1185.91 7.166667e+02 6.833333e+02 60 60 
BM2_698 12 Laffytaffyred_one.bmp 1188.88 11 991.27 110.00 7.167784e+02 b 1189.90 7.333333e+02 6.833333e+02 40 27 
BM2_698 12 Fritos.bmp 1190.89 24 999000.00 240.00 999000  1191.91 7.333333e+02 6.833333e+02 59 21 
BM2_698 12 PopTartsCinnamon.bmp 1192.90 12 999000.00 120.00 999000  1193.91 7.333333e+02 6.833333e+02 34 29 
BM2_698 12 Jollyrancherred.bmp 1196.89 24 999000.00 240.00 999000  1197.91 7.333333e+02 6.833333e+02 50 34 
BM2_698 12 Sourpatch.bmp 1198.90 12 999000.00 120.00 999000  1199.92 7.333333e+02 6.833333e+02 33 18 
BM2_698 12 Cheezits.bmp 1202.89 24 999000.00 240.00 999000  1203.91 7.333333e+02 6.833333e+02 53 30 
BM2_698 12 Slimjim.bmp 1206.89 11 995.25 110.00 7.334150e+02 b 1207.91 7.500000e+02 6.833333e+02 43 8 
BM2_698 12 TeddyGrahamschocolate.bmp 1209.90 12 999000.00 120.00 999000  1210.92 7.500000e+02 6.833333e+02 36 39 
