subjid runnum itemname onsettime trialtype RT respInTime Audiotime response fixationtime ladder1 ladder2 bidindex itemnameIndex
BM2_698 6 Granolabar.bmp 502.77 12 999000.00 120.00 999000  503.78 6.833333e+02 6.833333e+02 41 5 
BM2_698 6 Slimjim.bmp 505.77 11 908.81 110.00 6.834285e+02 b 506.79 7.000000e+02 6.833333e+02 43 8 
BM2_698 6 Dots_one.bmp 507.77 22 950.92 220.00 6.834582e+02 b 508.79 7.000000e+02 7.000000e+02 51 53 
BM2_698 6 Riprolls.bmp 509.78 22 992.85 220.00 7.000822e+02 b 510.80 7.000000e+02 7.166667e+02 52 45 
BM2_698 6 redvines_small.bmp 511.77 12 999000.00 120.00 999000  512.79 7.000000e+02 7.166667e+02 37 19 
BM2_698 6 Jollyrancherred.bmp 514.78 24 999000.00 240.00 999000  515.80 7.000000e+02 7.166667e+02 50 34 
BM2_698 6 Lollipopred.bmp 516.77 24 999000.00 240.00 999000  517.79 7.000000e+02 7.166667e+02 60 60 
BM2_698 6 SourSkittles.bmp 520.78 12 999000.00 120.00 999000  521.80 7.000000e+02 7.166667e+02 38 23 
BM2_698 6 CheesyDoritos.bmp 522.77 12 999000.00 120.00 999000  523.79 7.000000e+02 7.166667e+02 45 6 
BM2_698 6 PringlesRed.bmp 527.77 24 999000.00 240.00 999000  528.78 7.000000e+02 7.166667e+02 57 54 
BM2_698 6 Skittles.bmp 529.77 24 999000.00 240.00 999000  530.79 7.000000e+02 7.166667e+02 55 42 
BM2_698 6 PopTartsCinnamon.bmp 533.77 12 999000.00 120.00 999000  534.79 7.000000e+02 7.166667e+02 34 29 
BM2_698 6 Goldfish.bmp 535.77 24 999000.00 240.00 999000  536.79 7.000000e+02 7.166667e+02 46 59 
BM2_698 6 Laffytaffyred_one.bmp 538.76 11 973.76 110.00 7.000783e+02 b 539.78 7.166667e+02 7.166667e+02 40 27 
BM2_698 6 Laysclassic.bmp 543.78 24 999000.00 240.00 999000  544.80 7.166667e+02 7.166667e+02 56 11 
BM2_698 6 Sourpatch.bmp 545.77 12 999000.00 120.00 999000  546.79 7.166667e+02 7.166667e+02 33 18 
BM2_698 6 ChipsAhoy_small.bmp 547.78 12 999000.00 120.00 999000  548.79 7.166667e+02 7.166667e+02 32 7 
BM2_698 6 FamousAmos_small.bmp 551.77 12 999000.00 120.00 999000  552.79 7.166667e+02 7.166667e+02 35 47 
BM2_698 6 RiceKrispyTreat_small.bmp 555.77 11 932.74 110.00 7.167420e+02 b 556.79 7.333333e+02 7.166667e+02 39 13 
BM2_698 6 FigNewton_small.bmp 559.78 12 999000.00 120.00 999000  560.80 7.333333e+02 7.166667e+02 31 28 
BM2_698 6 Jollyranchergreen.bmp 561.77 24 999000.00 240.00 999000  562.79 7.333333e+02 7.166667e+02 54 40 
BM2_698 6 AnimalCrackers.bmp 563.77 22 965.52 220.00 7.167787e+02 b 564.79 7.333333e+02 7.333333e+02 48 43 
BM2_698 6 TeddyGrahamschocolate.bmp 565.78 12 999000.00 120.00 999000  566.80 7.333333e+02 7.333333e+02 36 39 
BM2_698 6 Cheetos.bmp 567.77 24 999000.00 240.00 999000  568.79 7.333333e+02 7.333333e+02 58 38 
BM2_698 6 Cheezits.bmp 573.77 24 999000.00 240.00 999000  574.79 7.333333e+02 7.333333e+02 53 30 
BM2_698 6 Doritosranch.bmp 576.78 22 1015.76 2200.00 7.334183e+02 b 577.80 7.333333e+02 6.833333e+02 47 4 
BM2_698 6 Fritos.bmp 578.77 24 999000.00 240.00 999000  579.79 7.333333e+02 6.833333e+02 59 21 
BM2_698 6 Chocolate_mm.bmp 580.77 11 1004.43 1100.00 7.334329e+02 b 581.79 6.833333e+02 6.833333e+02 44 31 
BM2_698 6 FrootLoops.bmp 583.77 12 999000.00 120.00 999000  584.79 6.833333e+02 6.833333e+02 42 14 
BM2_698 6 PeanutMMs.bmp 585.77 24 999000.00 240.00 999000  586.79 6.833333e+02 6.833333e+02 49 55 
