subjid runnum itemname onsettime trialtype RT respInTime Audiotime response fixationtime ladder1 ladder2 bidindex itemnameIndex
BM2_695 8 FlamingCheetos.bmp 669.17 24 999000.00 240.00 999000  670.17 7.500000e+02 7.500000e+02 58 20 
BM2_695 8 Oreos.bmp 674.17 11 975.32 110.00 7.500894e+02 b 675.18 7.666667e+02 7.500000e+02 41 41 
BM2_695 8 MrGoodbar.bmp 676.17 24 999000.00 240.00 999000  677.19 7.666667e+02 7.500000e+02 48 33 
BM2_695 8 CheesyDoritos.bmp 678.16 12 999000.00 120.00 999000  679.18 7.666667e+02 7.500000e+02 34 5 
BM2_695 8 Lollipopred.bmp 684.16 22 994.53 220.00 7.501153e+02 b 685.18 7.666667e+02 7.666667e+02 50 13 
BM2_695 8 Jollyranchergreen.bmp 686.17 24 999000.00 240.00 999000  687.19 7.666667e+02 7.666667e+02 54 21 
BM2_695 8 Skittles.bmp 689.16 24 999000.00 240.00 999000  690.18 7.666667e+02 7.666667e+02 51 49 
BM2_695 8 Crunch.bmp 691.17 22 1062.35 2200.00 7.667726e+02 b 692.19 7.666667e+02 7.166667e+02 46 54 
BM2_695 8 PopTartsStrawberry.bmp 695.16 12 999000.00 120.00 999000  696.18 7.666667e+02 7.166667e+02 39 56 
BM2_695 8 Hersheymilk_several.bmp 697.17 24 999000.00 240.00 999000  698.19 7.666667e+02 7.166667e+02 52 60 
BM2_695 8 redvines_small.bmp 702.17 22 934.58 220.00 7.167440e+02 b 703.19 7.666667e+02 7.333333e+02 53 15 
BM2_695 8 PopTartsCinnamon.bmp 709.17 12 999000.00 120.00 999000  710.19 7.666667e+02 7.333333e+02 32 53 
BM2_695 8 Fritos.bmp 711.16 12 999000.00 120.00 999000  712.18 7.666667e+02 7.333333e+02 36 11 
BM2_695 8 Riprolls.bmp 714.17 11 987.88 110.00 7.667526e+02 b 715.19 7.833333e+02 7.333333e+02 42 16 
BM2_695 8 Laffytaffyred_one.bmp 717.16 24 999000.00 240.00 999000  718.18 7.833333e+02 7.333333e+02 60 59 
BM2_695 8 SourSkittles.bmp 721.16 24 999000.00 240.00 999000  722.18 7.833333e+02 7.333333e+02 56 44 
BM2_695 8 Sourpatch.bmp 725.17 11 1076.24 1100.00 7.834595e+02 b 726.19 7.333333e+02 7.333333e+02 38 51 
BM2_695 8 Laysclassic.bmp 729.16 22 968.83 220.00 7.334263e+02 b 730.18 7.333333e+02 7.500000e+02 49 4 
BM2_695 8 Dots_one.bmp 732.16 12 999000.00 120.00 999000  733.18 7.333333e+02 7.500000e+02 44 2 
BM2_695 8 Slimjim.bmp 738.16 24 999000.00 240.00 999000  739.18 7.333333e+02 7.500000e+02 59 22 
BM2_695 8 MilkyWay.bmp 740.16 12 999000.00 120.00 999000  741.18 7.333333e+02 7.500000e+02 31 40 
BM2_695 8 Granolabar.bmp 743.16 12 999000.00 120.00 999000  744.18 7.333333e+02 7.500000e+02 35 24 
BM2_695 8 Funyuns_small.bmp 745.16 12 999000.00 120.00 999000  746.18 7.333333e+02 7.500000e+02 33 36 
BM2_695 8 Cheetos.bmp 747.17 24 999000.00 240.00 999000  748.19 7.333333e+02 7.500000e+02 47 17 
BM2_695 8 Goldfish.bmp 749.16 24 999000.00 240.00 999000  750.18 7.333333e+02 7.500000e+02 55 34 
BM2_695 8 Jollyrancherred.bmp 752.17 24 999000.00 240.00 999000  753.19 7.333333e+02 7.500000e+02 57 47 
BM2_695 8 Hersheykisses.bmp 756.16 12 999000.00 120.00 999000  757.18 7.333333e+02 7.500000e+02 40 39 
BM2_695 8 Keeblerfudgestripes.bmp 758.17 12 999000.00 120.00 999000  759.19 7.333333e+02 7.500000e+02 37 23 
BM2_695 8 PringlesRed.bmp 760.16 11 983.85 110.00 7.334075e+02 b 761.18 7.500000e+02 7.500000e+02 45 27 
BM2_695 8 FrootLoops.bmp 762.16 12 999000.00 120.00 999000  763.18 7.500000e+02 7.500000e+02 43 1 
