subjid runnum itemname onsettime trialtype RT respInTime Audiotime response fixationtime ladder1 ladder2 bidindex itemnameIndex
BM2_698 5 Fritos.bmp 410.13 24 999000.00 240.00 999000  411.13 7.500000e+02 7.500000e+02 59 21 
BM2_698 5 Dots_one.bmp 412.12 22 1052.70 2200.00 7.501025e+02 b 413.14 7.500000e+02 7.000000e+02 51 53 
BM2_698 5 Skittles.bmp 416.13 24 999000.00 240.00 999000  417.15 7.500000e+02 7.000000e+02 55 42 
BM2_698 5 Sourpatch.bmp 419.12 12 999000.00 120.00 999000  420.14 7.500000e+02 7.000000e+02 33 18 
BM2_698 5 SourSkittles.bmp 421.13 12 999000.00 120.00 999000  422.15 7.500000e+02 7.000000e+02 38 23 
BM2_698 5 CheesyDoritos.bmp 424.12 12 999000.00 120.00 999000  425.14 7.500000e+02 7.000000e+02 45 6 
BM2_698 5 PopTartsCinnamon.bmp 428.13 12 999000.00 120.00 999000  429.15 7.500000e+02 7.000000e+02 34 29 
BM2_698 5 Slimjim.bmp 432.13 11 970.73 110.00 7.501089e+02 b 433.15 7.666667e+02 7.000000e+02 43 8 
BM2_698 5 FamousAmos_small.bmp 434.13 12 999000.00 120.00 999000  435.15 7.666667e+02 7.000000e+02 35 47 
BM2_698 5 Chocolate_mm.bmp 439.13 11 1086.34 1100.00 7.667373e+02 b 440.15 7.166667e+02 7.000000e+02 44 31 
BM2_698 5 TeddyGrahamschocolate.bmp 441.12 12 999000.00 120.00 999000  442.14 7.166667e+02 7.000000e+02 36 39 
BM2_698 5 FigNewton_small.bmp 443.13 12 999000.00 120.00 999000  444.15 7.166667e+02 7.000000e+02 31 28 
BM2_698 5 PeanutMMs.bmp 449.13 24 999000.00 240.00 999000  450.15 7.166667e+02 7.000000e+02 49 55 
BM2_698 5 Granolabar.bmp 451.13 12 999000.00 120.00 999000  452.15 7.166667e+02 7.000000e+02 41 5 
BM2_698 5 Cheezits.bmp 453.12 24 999000.00 240.00 999000  454.14 7.166667e+02 7.000000e+02 53 30 
BM2_698 5 Jollyranchergreen.bmp 455.13 24 999000.00 240.00 999000  456.15 7.166667e+02 7.000000e+02 54 40 
BM2_698 5 Lollipopred.bmp 459.13 24 999000.00 240.00 999000  460.15 7.166667e+02 7.000000e+02 60 60 
BM2_698 5 Laysclassic.bmp 463.12 24 999000.00 240.00 999000  464.14 7.166667e+02 7.000000e+02 56 11 
BM2_698 5 ChipsAhoy_small.bmp 466.13 12 999000.00 120.00 999000  467.15 7.166667e+02 7.000000e+02 32 7 
BM2_698 5 PringlesRed.bmp 470.13 24 999000.00 240.00 999000  471.14 7.166667e+02 7.000000e+02 57 54 
BM2_698 5 Goldfish.bmp 473.13 24 999000.00 240.00 999000  474.15 7.166667e+02 7.000000e+02 46 59 
BM2_698 5 redvines_small.bmp 475.12 12 999000.00 120.00 999000  476.14 7.166667e+02 7.000000e+02 37 19 
BM2_698 5 RiceKrispyTreat_small.bmp 479.12 11 963.47 110.00 7.167580e+02 b 480.14 7.333333e+02 7.000000e+02 39 13 
BM2_698 5 Laffytaffyred_one.bmp 481.13 11 1029.31 1100.00 7.334423e+02 b 482.14 6.833333e+02 7.000000e+02 40 27 
BM2_698 5 Cheetos.bmp 483.13 24 999000.00 240.00 999000  484.15 6.833333e+02 7.000000e+02 58 38 
BM2_698 5 Jollyrancherred.bmp 487.13 24 999000.00 240.00 999000  488.15 6.833333e+02 7.000000e+02 50 34 
BM2_698 5 Doritosranch.bmp 489.13 22 942.24 220.00 7.000964e+02 b 490.15 6.833333e+02 7.166667e+02 47 4 
BM2_698 5 FrootLoops.bmp 493.13 12 999000.00 120.00 999000  494.15 6.833333e+02 7.166667e+02 42 14 
BM2_698 5 Riprolls.bmp 497.12 22 1015.51 2200.00 7.167811e+02 b 498.14 6.833333e+02 6.666667e+02 52 45 
BM2_698 5 AnimalCrackers.bmp 500.13 22 926.47 220.00 6.667356e+02 b 501.15 6.833333e+02 6.833333e+02 48 43 
