subjectID	order	runNum	itemName	onsetTime	shuff_trialType	RT	respInTime	AudioTime	response	fixationTime	ladder1	ladder2	bidIndex	BDMtrialIndex	bidValue
BMI_bs_40_122	 2	 9	 Shugi.bmp	 1.073401e+03	 22	 9.567969e+02	 220	 6.834036e+02	 98	 1.074438e+03	 683.33	 700.00	 46.00	 16	 2.73	 
BMI_bs_40_122	 2	 9	 ChocolateParaMilk3.bmp	 1.075387e+03	 12	 999000	 120	 999000	 999	 1.076405e+03	 683.33	 700.00	 19.00	 2	 4.89	 
BMI_bs_40_122	 2	 9	 SkittlesFruits2.bmp	 1.079391e+03	 12	 999000	 120	 999000	 999	 1.080409e+03	 683.33	 700.00	 7.00	 55	 6.04	 
BMI_bs_40_122	 2	 9	 Egozi.bmp	 1.082395e+03	 24	 999000	 240	 999000	 999	 1.083413e+03	 683.33	 700.00	 42.00	 56	 3.20	 
BMI_bs_40_122	 2	 9	 SkittlesSour4.bmp	 1.084397e+03	 12	 999000	 120	 999000	 999	 1.085415e+03	 683.33	 700.00	 13.00	 33	 5.89	 
BMI_bs_40_122	 2	 9	 BambaSweet.bmp	 1.087383e+03	 22	 1.050455e+03	 2200	 7.000440e+02	 98	 1.088418e+03	 683.33	 650.00	 48.00	 39	 2.69	 
BMI_bs_40_122	 2	 9	 Cheetos.bmp	 1.091388e+03	 12	 999000	 120	 999000	 999	 1.092406e+03	 683.33	 650.00	 22.00	 6	 4.87	 
BMI_bs_40_122	 2	 9	 CrunchBisquitWhite2.bmp	 1.095393e+03	 12	 999000	 120	 999000	 999	 1.096410e+03	 683.33	 650.00	 6.00	 28	 6.42	 
BMI_bs_40_122	 2	 9	 Twist.bmp	 1.097395e+03	 24	 999000	 240	 999000	 999	 1.098413e+03	 683.33	 650.00	 52.00	 44	 2.24	 
BMI_bs_40_122	 2	 9	 ClickBalls5.bmp	 1.102383e+03	 11	 1.026026e+03	 1100	 6.833964e+02	 98	 1.103418e+03	 633.33	 650.00	 8.00	 14	 5.98	 
BMI_bs_40_122	 2	 9	 Popco.bmp	 1.104386e+03	 24	 999000	 240	 999000	 999	 1.105404e+03	 633.33	 650.00	 57.00	 12	 1.16	 
BMI_bs_40_122	 2	 9	 KifkefMaklot2.bmp	 1.106388e+03	 22	 9.213937e+02	 220	 6.500422e+02	 98	 1.107424e+03	 633.33	 666.67	 54.00	 21	 2.20	 
BMI_bs_40_122	 2	 9	 ChocolateParaCookies5.bmp	 1.112395e+03	 12	 999000	 120	 999000	 999	 1.113413e+03	 633.33	 666.67	 4.00	 53	 8.04	 
